,year,quarter,date,statementData.balanceSheet.acctPay,statementData.balanceSheet.acctRec,statementData.balanceSheet.inventory,statementData.balanceSheet.accoci,statementData.balanceSheet.debtNonCurrent,statementData.balanceSheet.debt,statementData.balanceSheet.deposits,statementData.balanceSheet.cashAndEq,statementData.balanceSheet.taxLiabilities,statementData.balanceSheet.investments,statementData.balanceSheet.retainedEarnings,statementData.balanceSheet.investmentsNonCurrent,statementData.balanceSheet.equity,statementData.balanceSheet.debtCurrent,statementData.balanceSheet.totalAssets,statementData.balanceSheet.ppeq,statementData.balanceSheet.taxAssets,statementData.balanceSheet.totalLiabilities,statementData.balanceSheet.assetsCurrent,statementData.balanceSheet.liabilitiesNonCurrent,statementData.balanceSheet.deferredRev,statementData.balanceSheet.investmentsCurrent,statementData.balanceSheet.intangibles,statementData.balanceSheet.liabilitiesCurrent,statementData.balanceSheet.sharesBasic,statementData.balanceSheet.assetsNonCurrent,statementData.cashFlow.ncfo,statementData.cashFlow.issrepayDebt,statementData.cashFlow.ncfx,statementData.cashFlow.freeCashFlow,statementData.cashFlow.ncff,statementData.cashFlow.ncf,statementData.cashFlow.depamor,statementData.cashFlow.ncfi,statementData.cashFlow.issrepayEquity,statementData.cashFlow.investmentsAcqDisposals,statementData.cashFlow.payDiv,statementData.cashFlow.sbcomp,statementData.cashFlow.capex,statementData.cashFlow.businessAcqDisposals,statementData.incomeStatement.intexp,statementData.incomeStatement.costRev,statementData.incomeStatement.opex,statementData.incomeStatement.nonControllingInterests,statementData.incomeStatement.opinc,statementData.incomeStatement.shareswa,statementData.incomeStatement.shareswaDil,statementData.incomeStatement.epsDil,statementData.incomeStatement.ebt,statementData.incomeStatement.netinc,statementData.incomeStatement.eps,statementData.incomeStatement.netIncComStock,statementData.incomeStatement.grossProfit,statementData.incomeStatement.consolidatedIncome,statementData.incomeStatement.prefDVDs,statementData.incomeStatement.revenue,statementData.incomeStatement.rnd,statementData.incomeStatement.taxExp,statementData.incomeStatement.ebitda,statementData.incomeStatement.netIncDiscOps,statementData.incomeStatement.ebit,statementData.incomeStatement.sga,statementData.overview.roa,statementData.overview.revenueQoQ,statementData.overview.bookVal,statementData.overview.currentRatio,statementData.overview.epsQoQ,statementData.overview.grossMargin,statementData.overview.rps,statementData.overview.longTermDebtEquity,statementData.overview.profitMargin,statementData.overview.bvps,statementData.overview.piotroskiFScore,statementData.overview.roe
0,2021,3,2020-10-31 00:00:00+00:00,121300000.0,540400000.0,0.0,-156400000.0,2034800000.0,2098900000.0,0.0,1537000000.0,148700000.0,78500000.0,-2281400000.0,0.0,69300000.0,64100000.0,5944500000.0,617900000.0,44300000.0,5875200000.0,2339800000.0,3063600000.0,2932800000.0,78500000.0,2549600000.0,2811600000.0,219279183.0,3604700000.0,361100000.0,0.0,2400000.0,340200000.0,-201400000.0,97200000.0,32200000.0,-64900000.0,-136000000.0,2000000.0,0.0,97400000.0,-20900000.0,-44800000.0,11900000.0,83700000.0,700700000.0,0.0,168000000.0,219600000.0,222300000.0,0.59,156100000.0,132200000.0,0.6,132200000.0,868700000.0,132200000.0,0.0,952400000.0,233000000.0,23900000.0,200200000.0,0.0,168000000.0,458100000.0,0.0732351057014734,0.130176812626083,69300000.0,0.832195191350121,1.0,0.912116757664847,4.34332154548387,29.3621933621934,0.912116757664847,0.316035471547703,7.0,-12.1101694915254
1,2021,2,2020-07-31 00:00:00+00:00,99200000.0,490100000.0,0.0,-154500000.0,2029400000.0,2083200000.0,0.0,1439800000.0,142600000.0,79700000.0,-2270900000.0,0.0,67300000.0,53800000.0,5747300000.0,594000000.0,51500000.0,5680000000.0,2203900000.0,3060400000.0,2878900000.0,79700000.0,2520100000.0,2619600000.0,219196718.0,3543400000.0,91200000.0,0.0,5100000.0,63200000.0,-12400000.0,50100000.0,30000000.0,-33800000.0,-5300000.0,5000000.0,0.0,95900000.0,-28000000.0,0.0,17100000.0,80900000.0,686100000.0,0.0,146100000.0,219200000.0,222200000.0,0.44,129000000.0,98200000.0,0.45,98200000.0,832200000.0,98200000.0,0.0,913100000.0,232500000.0,30800000.0,176100000.0,0.0,146100000.0,444100000.0,0.0645485202447228,0.145958835341365,67300000.0,0.841311650633685,1.5,0.911400722812397,4.16566456072577,30.1545319465082,0.911400722812397,0.307030144493313,6.0,-3.79916317991632
2,2021,1,2020-04-30 00:00:00+00:00,85200000.0,356500000.0,0.0,-179100000.0,2037600000.0,2083600000.0,0.0,1389700000.0,125100000.0,77200000.0,-2361300000.0,0.0,-139100000.0,46000000.0,5543900000.0,588900000.0,50800000.0,5683000000.0,2024300000.0,3104700000.0,3005100000.0,77200000.0,2497200000.0,2578300000.0,219521425.0,3519600000.0,327300000.0,-450000000.0,-4100000.0,303800000.0,-630200000.0,-385000000.0,30000000.0,-78000000.0,-145200000.0,-11000000.0,0.0,98200000.0,-23500000.0,0.0,40100000.0,81900000.0,673200000.0,0.0,130600000.0,219200000.0,221300000.0,0.3,90500000.0,66500000.0,0.3,66500000.0,803800000.0,66500000.0,0.0,885700000.0,217400000.0,24000000.0,160600000.0,0.0,130600000.0,446100000.0,0.0564336068415578,0.204214819850442,-139100000.0,0.785129736648179,-3.72727272727273,0.907530766625268,4.03468590822058,-14.6484543493889,0.907530766625268,-0.633651134507714,8.0,-1.89565217391304
3,2020,4,2020-01-31 00:00:00+00:00,83700000.0,652300000.0,0.0,-160300000.0,2046800000.0,2544600000.0,0.0,1774700000.0,122800000.0,69000000.0,-2295800000.0,0.0,-139100000.0,497800000.0,6179300000.0,600500000.0,56400000.0,6318400000.0,2659300000.0,3099200000.0,3007100000.0,69000000.0,2515900000.0,3219200000.0,220033002.0,3520000000.0,698200000.0,348900000.0,1700000.0,684200000.0,133200000.0,818500000.0,30900000.0,-14600000.0,-178700000.0,0.0,0.0,105000000.0,-14000000.0,0.0,10500000.0,83200000.0,682300000.0,0.0,133800000.0,220000000.0,223700000.0,0.59,123300000.0,131800000.0,0.6,131800000.0,816100000.0,131800000.0,0.0,899300000.0,217100000.0,-8500000.0,164700000.0,0.0,133800000.0,455500000.0,0.0410583286676142,0.219720602197206,-139100000.0,0.826074801192843,1.0,0.907483598354276,4.08711416844642,-14.7145938173976,0.907483598354276,-0.632177894841429,7.0,-1.14369501466276
5,2020,3,2019-10-31 00:00:00+00:00,106100000.0,520300000.0,0.0,-156300000.0,1530100000.0,2043500000.0,0.0,956200000.0,134300000.0,68300000.0,-2240300000.0,0.0,-171500000.0,513400000.0,5036600000.0,433200000.0,39600000.0,5208100000.0,1706800000.0,2367900000.0,2420000000.0,68300000.0,2522800000.0,2840200000.0,219587608.0,3329800000.0,276400000.0,-100000000.0,0.0,266700000.0,-233900000.0,32300000.0,31600000.0,-10200000.0,-85200000.0,0.0,0.0,94000000.0,-9700000.0,0.0,14200000.0,79500000.0,652600000.0,0.0,110600000.0,219700000.0,221900000.0,0.3,96400000.0,66700000.0,0.3,66700000.0,763200000.0,66700000.0,0.0,842700000.0,213000000.0,29700000.0,142200000.0,0.0,110600000.0,429800000.0,0.0303183010232941,0.275079437131185,-171500000.0,0.600943595521442,-3.72727272727273,0.905660377358491,3.83764825199061,-8.92186588921283,0.905660377358491,-0.781009463885594,7.0,-0.717274939172749
6,2020,2,2019-07-31 00:00:00+00:00,93000000.0,347400000.0,0.0,-170700000.0,1647900000.0,2156000000.0,0.0,923900000.0,124300000.0,67400000.0,-2224300000.0,0.0,-194300000.0,508100000.0,4872700000.0,450200000.0,46300000.0,5067000000.0,1515500000.0,2359700000.0,2249500000.0,67400000.0,2519400000.0,2707300000.0,219619580.0,3357200000.0,219300000.0,-125000000.0,-1600000.0,204500000.0,-173700000.0,40700000.0,32100000.0,-3300000.0,-43300000.0,22700000.0,0.0,88200000.0,-14800000.0,0.0,7300000.0,79500000.0,643500000.0,0.0,73800000.0,219600000.0,222400000.0,0.18,66500000.0,40200000.0,0.18,40200000.0,717300000.0,40200000.0,0.0,796800000.0,215400000.0,26300000.0,105900000.0,0.0,73800000.0,418200000.0,0.0125379437772205,0.302599313388916,-194300000.0,0.559782809441141,-2.0,0.900225903614458,3.62809181221456,-8.48121461657231,0.900225903614458,-0.884711645473505,7.0,-0.230582524271845
7,2020,1,2019-04-30 00:00:00+00:00,98000000.0,268100000.0,0.0,-141600000.0,2228900000.0,2288100000.0,0.0,883200000.0,118800000.0,88900000.0,-2226800000.0,0.0,-245300000.0,59200000.0,4808500000.0,462500000.0,54400000.0,5053800000.0,1422300000.0,2833100000.0,2153500000.0,88900000.0,2542500000.0,2220700000.0,219535216.0,3386200000.0,221200000.0,-125000000.0,-2400000.0,206500000.0,-192400000.0,-2800000.0,32700000.0,-29200000.0,-41600000.0,-15200000.0,0.0,75200000.0,-14700000.0,0.0,16200000.0,82700000.0,628000000.0,0.0,24800000.0,219600000.0,219600000.0,-0.11,8600000.0,-24200000.0,-0.11,-24200000.0,652800000.0,-24200000.0,0.0,735500000.0,205600000.0,32800000.0,57500000.0,0.0,24800000.0,412400000.0,-0.0052726434958093,0.313627433470262,-245300000.0,0.640473724501283,-0.710526315789474,0.887559483344664,3.35025975969158,-9.08642478597636,0.887559483344664,-1.11736059694405,5.0,0.0872502654183959
8,2019,4,2019-01-31 00:00:00+00:00,101600000.0,474300000.0,0.0,-135000000.0,2087700000.0,2087700000.0,0.0,886000000.0,114500000.0,67600000.0,-2147400000.0,0.0,-210900000.0,0.0,4729200000.0,149700000.0,65300000.0,4940100000.0,1620000000.0,2638900000.0,2091400000.0,67600000.0,2556400000.0,2301200000.0,219008836.0,3109200000.0,311500000.0,500000000.0,5100000.0,293900000.0,443800000.0,10300000.0,25400000.0,-750100000.0,-31400000.0,271900000.0,0.0,74000000.0,-17600000.0,-1006100000.0,7300000.0,77000000.0,620000000.0,0.0,40300000.0,219500000.0,219500000.0,0.3,33000000.0,64700000.0,0.3,64700000.0,660300000.0,64700000.0,0.0,737300000.0,190400000.0,-31700000.0,65700000.0,0.0,40300000.0,421500000.0,-0.019891678975874,0.331347056699169,-210900000.0,0.703980531896402,-1.37974683544304,0.895564898955649,3.36653083713937,-9.89900426742532,0.895564898955649,-0.962974845453268,6.0,0.351533608875354
10,2019,3,2018-10-31 00:00:00+00:00,88600000.0,309000000.0,0.0,-157500000.0,1587800000.0,1587800000.0,0.0,875700000.0,182000000.0,317300000.0,-2189900000.0,114800000.0,-338300000.0,0.0,3774400000.0,144700000.0,71700000.0,4112700000.0,1590000000.0,2127200000.0,1792100000.0,202500000.0,1665100000.0,1985500000.0,218616633.0,2184400000.0,39200000.0,0.0,-4300000.0,26500000.0,-134600000.0,-19700000.0,23500000.0,80000000.0,-66900000.0,84400000.0,0.0,64200000.0,-12700000.0,0.0,3200000.0,72300000.0,573900000.0,0.0,14700000.0,218900000.0,218900000.0,-0.11,11500000.0,-23700000.0,-0.11,-23700000.0,588600000.0,-23700000.0,0.0,660900000.0,181000000.0,35200000.0,38200000.0,0.0,14700000.0,385000000.0,-0.0816253422379161,0.282553852124976,-338300000.0,0.800805842357089,-0.8,0.890603722197004,3.02310025971354,-4.69346733668342,0.890603722197004,-1.54745773620985,7.0,1.32296526697771
11,2019,2,2018-07-31 00:00:00+00:00,82200000.0,234400000.0,0.0,-150900000.0,1587200000.0,1587200000.0,0.0,895400000.0,168500000.0,402500000.0,-2103200000.0,128100000.0,-241600000.0,0.0,3833000000.0,146800000.0,81500000.0,4074600000.0,1598800000.0,2159500000.0,1799500000.0,274400000.0,1682400000.0,1915100000.0,219145087.0,2234200000.0,43300000.0,0.0,-7400000.0,23300000.0,-145600000.0,-197600000.0,22200000.0,-87900000.0,-131400000.0,-28400000.0,0.0,56900000.0,-20000000.0,-34100000.0,0.0,69800000.0,566600000.0,0.0,-24700000.0,219000000.0,219000000.0,-0.18,-23400000.0,-39400000.0,-0.18,-39400000.0,541900000.0,-39400000.0,0.0,611700000.0,180800000.0,16000000.0,-1200000.0,0.0,-23400000.0,368200000.0,-0.10371018113679,0.219011558389797,-241600000.0,0.834838911806172,-0.727272727272727,0.885891777014877,2.79130145409101,-6.56953642384106,0.885891777014877,-1.10246596584664,7.0,3.19984582771247
