,year,quarter,date,statementData.balanceSheet.liabilitiesCurrent,statementData.balanceSheet.acctPay,statementData.balanceSheet.totalLiabilities,statementData.balanceSheet.investmentsCurrent,statementData.balanceSheet.cashAndEq,statementData.balanceSheet.debtCurrent,statementData.balanceSheet.totalAssets,statementData.balanceSheet.inventory,statementData.balanceSheet.taxAssets,statementData.balanceSheet.retainedEarnings,statementData.balanceSheet.liabilitiesNonCurrent,statementData.balanceSheet.assetsNonCurrent,statementData.balanceSheet.sharesBasic,statementData.balanceSheet.investments,statementData.balanceSheet.acctRec,statementData.balanceSheet.deferredRev,statementData.balanceSheet.intangibles,statementData.balanceSheet.ppeq,statementData.balanceSheet.debt,statementData.balanceSheet.debtNonCurrent,statementData.balanceSheet.taxLiabilities,statementData.balanceSheet.accoci,statementData.balanceSheet.assetsCurrent,statementData.balanceSheet.investmentsNonCurrent,statementData.balanceSheet.equity,statementData.balanceSheet.deposits,statementData.cashFlow.payDiv,statementData.cashFlow.capex,statementData.cashFlow.ncf,statementData.cashFlow.issrepayEquity,statementData.cashFlow.ncfo,statementData.cashFlow.ncfx,statementData.cashFlow.sbcomp,statementData.cashFlow.ncff,statementData.cashFlow.freeCashFlow,statementData.cashFlow.ncfi,statementData.cashFlow.investmentsAcqDisposals,statementData.cashFlow.issrepayDebt,statementData.cashFlow.depamor,statementData.cashFlow.businessAcqDisposals,statementData.incomeStatement.rnd,statementData.incomeStatement.sga,statementData.incomeStatement.netIncDiscOps,statementData.incomeStatement.revenue,statementData.incomeStatement.ebt,statementData.incomeStatement.intexp,statementData.incomeStatement.netinc,statementData.incomeStatement.netIncComStock,statementData.incomeStatement.nonControllingInterests,statementData.incomeStatement.eps,statementData.incomeStatement.ebit,statementData.incomeStatement.taxExp,statementData.incomeStatement.opinc,statementData.incomeStatement.opex,statementData.incomeStatement.epsDil,statementData.incomeStatement.ebitda,statementData.incomeStatement.consolidatedIncome,statementData.incomeStatement.grossProfit,statementData.incomeStatement.costRev,statementData.incomeStatement.shareswa,statementData.incomeStatement.prefDVDs,statementData.overview.piotroskiFScore,statementData.overview.revenueQoQ,statementData.overview.profitMargin,statementData.overview.currentRatio,statementData.overview.bookVal,statementData.overview.grossMargin,statementData.overview.rps,statementData.overview.epsQoQ,statementData.overview.longTermDebtEquity,statementData.overview.roe,statementData.overview.bvps,statementData.overview.roa
0,2020,3,2020-09-30 00:00:00+00:00,12685000000.0,5597000000.0,39221000000.0,0.0,2759000000.0,1198000000.0,66249000000.0,2840000000.0,799000000.0,27702000000.0,26536000000.0,56803000000.0,1428338344.0,6488000000.0,3056000000.0,0.0,39391000000.0,9194000000.0,20598000000.0,19400000000.0,3387000000.0,-11255000000.0,9446000000.0,6488000000.0,26943000000.0,0.0,-408000000.0,-185000000.0,1159000000.0,0.0,757000000.0,36000000.0,34000000.0,-314000000.0,572000000.0,680000000.0,0.0,113000000.0,285000000.0,777000000.0,0.0,1484000000.0,0.0,6665000000.0,1510000000.0,89000000.0,1119000000.0,1119000000.0,3000000.0,0.78,1599000000.0,391000000.0,1135000000.0,1657000000.0,0.78,1884000000.0,1122000000.0,2792000000.0,3873000000.0,1428338344.0,0.0,5.0,0.0487804878048781,0.418904726181545,0.744659046117462,27028000000.0,0.418904726181545,4.66626134346779,-0.212121212121212,0.720038600007423,0.118704900071782,18.9226874105398,0.0486084252541036
1,2020,2,2020-06-30 00:00:00+00:00,14539000000.0,5466000000.0,38097000000.0,0.0,1602000000.0,3700000000.0,64194000000.0,2710000000.0,785000000.0,27040000000.0,23558000000.0,56199000000.0,1427464062.0,6659000000.0,2610000000.0,0.0,38874000000.0,9010000000.0,20183000000.0,16483000000.0,3383000000.0,-11419000000.0,7995000000.0,6659000000.0,26018000000.0,0.0,-410000000.0,-231000000.0,-321000000.0,0.0,1274000000.0,23000000.0,35000000.0,-636000000.0,1043000000.0,-982000000.0,0.0,-232000000.0,272000000.0,-747000000.0,0.0,1453000000.0,0.0,5911000000.0,885000000.0,85000000.0,544000000.0,544000000.0,1000000.0,0.38,970000000.0,341000000.0,713000000.0,1618000000.0,0.38,1242000000.0,545000000.0,2331000000.0,3580000000.0,1427464062.0,0.0,5.0,-0.0249092708677005,0.39434951784808,0.549900268244033,26097000000.0,0.39434951784808,4.14090985360303,-0.321428571428572,0.633522945653009,0.13047220041801,18.2820714683604,0.053848135455617
2,2020,1,2020-03-31 00:00:00+00:00,17004000000.0,5554000000.0,37846000000.0,0.0,1925000000.0,6436000000.0,63598000000.0,2441000000.0,708000000.0,26961000000.0,20842000000.0,54530000000.0,1432943006.0,6887000000.0,3298000000.0,0.0,37487000000.0,8644000000.0,20223000000.0,13787000000.0,3308000000.0,-11625000000.0,9068000000.0,6887000000.0,25674000000.0,0.0,-409000000.0,-214000000.0,624000000.0,-720000000.0,284000000.0,-60000000.0,28000000.0,455000000.0,70000000.0,-55000000.0,0.0,1467000000.0,256000000.0,185000000.0,0.0,1537000000.0,0.0,6707000000.0,901000000.0,190000000.0,753000000.0,753000000.0,7000000.0,0.53,1091000000.0,148000000.0,856000000.0,1595000000.0,0.52,1347000000.0,760000000.0,2451000000.0,4256000000.0,1432943006.0,0.0,4.0,0.0258488834505965,0.365439093484419,0.533286285579864,25752000000.0,0.365439093484419,4.68057694682659,-0.158730158730159,0.537002414894446,0.140170487837148,17.9714056261635,0.0580324828527942
3,2019,4,2019-12-31 00:00:00+00:00,15322000000.0,5853000000.0,37198000000.0,0.0,1291000000.0,4219000000.0,64515000000.0,2546000000.0,726000000.0,26615000000.0,21876000000.0,56885000000.0,1439824371.0,7178000000.0,2927000000.0,0.0,38805000000.0,9301000000.0,18829000000.0,14610000000.0,3338000000.0,-10254000000.0,7630000000.0,7178000000.0,27241000000.0,0.0,-411000000.0,-226000000.0,-209000000.0,-337000000.0,2083000000.0,34000000.0,34000000.0,-2101000000.0,1857000000.0,-225000000.0,0.0,-1338000000.0,270000000.0,1000000.0,0.0,1750000000.0,0.0,6913000000.0,956000000.0,70000000.0,726000000.0,726000000.0,3000000.0,0.51,1026000000.0,230000000.0,906000000.0,1853000000.0,0.5,1296000000.0,729000000.0,2759000000.0,4154000000.0,1439824371.0,0.0,8.0,0.0206703085781781,0.399103139013453,0.497976765435322,27317000000.0,0.399103139013453,4.80128003056284,-0.105263157894737,0.536323923497669,0.146044088781519,18.9724528561963,0.0604189033555213
5,2019,3,2019-09-30 00:00:00+00:00,17120000000.0,5322000000.0,37021000000.0,0.0,1537000000.0,6927000000.0,63895000000.0,2742000000.0,696000000.0,26345000000.0,19901000000.0,55265000000.0,1442150501.0,7040000000.0,3175000000.0,0.0,38107000000.0,8912000000.0,19949000000.0,13022000000.0,3232000000.0,-10717000000.0,8630000000.0,7040000000.0,26806000000.0,0.0,-375000000.0,-221000000.0,289000000.0,-203000000.0,836000000.0,-32000000.0,30000000.0,-47000000.0,615000000.0,-468000000.0,0.0,474000000.0,260000000.0,-281000000.0,0.0,1466000000.0,0.0,6355000000.0,793000000.0,205000000.0,1426000000.0,1426000000.0,5000000.0,0.99,998000000.0,-633000000.0,873000000.0,1643000000.0,0.98,1258000000.0,1431000000.0,2516000000.0,3839000000.0,1442150501.0,0.0,7.0,0.0106552162849873,0.395908733280881,0.504088785046729,26874000000.0,0.395908733280881,4.40661359240481,0.222222222222222,0.485786764157278,0.152006439001955,18.6346709177477,0.0623685420999453
6,2019,2,2019-06-30 00:00:00+00:00,17798000000.0,5312000000.0,37399000000.0,0.0,1248000000.0,7455000000.0,63573000000.0,2731000000.0,263000000.0,25348000000.0,19601000000.0,55737000000.0,1440435771.0,7095000000.0,2891000000.0,0.0,38644000000.0,9187000000.0,19666000000.0,12211000000.0,3591000000.0,-10541000000.0,7836000000.0,7095000000.0,26093000000.0,0.0,-376000000.0,-200000000.0,-294000000.0,-294000000.0,581000000.0,9000000.0,39000000.0,-840000000.0,381000000.0,-44000000.0,0.0,-284000000.0,259000000.0,163000000.0,0.0,1427000000.0,0.0,6062000000.0,1019000000.0,101000000.0,803000000.0,803000000.0,1000000.0,0.56,1120000000.0,216000000.0,984000000.0,1485000000.0,0.55,1379000000.0,804000000.0,2469000000.0,3593000000.0,1440435771.0,0.0,6.0,-0.0081806282722513,0.407291322995711,0.440274188111024,26174000000.0,0.407291322995711,4.20844866674725,1.54545454545455,0.467979917985667,0.144988593894093,18.1708900368595,0.0587148461762232
7,2019,1,2019-03-31 00:00:00+00:00,17721000000.0,5566000000.0,38253000000.0,0.0,1542000000.0,6983000000.0,64162000000.0,2620000000.0,270000000.0,24954000000.0,20532000000.0,55623000000.0,1444169449.0,7004000000.0,3536000000.0,0.0,38644000000.0,9156000000.0,19890000000.0,12907000000.0,3546000000.0,-10498000000.0,8539000000.0,7004000000.0,25828000000.0,0.0,-380000000.0,-265000000.0,442000000.0,-646000000.0,465000000.0,-1000000.0,32000000.0,201000000.0,200000000.0,-223000000.0,0.0,1070000000.0,258000000.0,0.0,0.0,1493000000.0,0.0,6538000000.0,1103000000.0,80000000.0,914000000.0,914000000.0,6000000.0,0.63,1183000000.0,189000000.0,1036000000.0,1557000000.0,0.63,1441000000.0,920000000.0,2593000000.0,3945000000.0,1444169449.0,0.0,5.0,-0.0335550628233555,0.396604466197614,0.481857682975001,25909000000.0,0.396604466197614,4.52716958146924,-0.1,0.499728976304786,0.127255813953488,17.9404155225278,0.0512091038406828
8,2018,4,2018-12-31 00:00:00+00:00,16737000000.0,5794000000.0,37016000000.0,0.0,1100000000.0,5840000000.0,62729000000.0,2592000000.0,255000000.0,24491000000.0,20279000000.0,55125000000.0,1453835415.0,7123000000.0,3006000000.0,0.0,38727000000.0,8482000000.0,18372000000.0,12532000000.0,3552000000.0,-10630000000.0,7604000000.0,7123000000.0,25637000000.0,0.0,-379000000.0,-23000000.0,-273000000.0,-370000000.0,2063000000.0,8000000.0,36000000.0,-2322000000.0,2040000000.0,-22000000.0,0.0,-1630000000.0,198000000.0,1000000.0,0.0,1536000000.0,0.0,6773000000.0,934000000.0,106000000.0,823000000.0,823000000.0,3000000.0,0.57,1040000000.0,111000000.0,870000000.0,1679000000.0,0.56,1238000000.0,826000000.0,2549000000.0,4224000000.0,1453835415.0,0.0,6.0,-0.0277060005742177,0.376347261184113,0.454322757961403,25713000000.0,0.376347261184113,4.6587116602879,0.239130434782608,0.488824745485041,0.13162171894617,17.6863211163418,0.0532181139915947
10,2018,3,2018-09-30 00:00:00+00:00,15508000000.0,5374000000.0,38386000000.0,0.0,1373000000.0,5212000000.0,63918000000.0,2842000000.0,236000000.0,24075000000.0,22878000000.0,55196000000.0,1466560999.0,7006000000.0,3577000000.0,0.0,39036000000.0,8403000000.0,20064000000.0,14852000000.0,3558000000.0,-10642000000.0,8722000000.0,7006000000.0,25457000000.0,0.0,-323000000.0,-161000000.0,127000000.0,-473000000.0,703000000.0,-19000000.0,25000000.0,-396000000.0,542000000.0,-161000000.0,0.0,370000000.0,206000000.0,0.0,0.0,1508000000.0,0.0,6288000000.0,1504000000.0,86000000.0,1194000000.0,1194000000.0,3000000.0,0.81,1590000000.0,310000000.0,737000000.0,1677000000.0,0.81,1796000000.0,1197000000.0,2414000000.0,3874000000.0,1466560999.0,0.0,6.0,-0.0370597243491577,0.383905852417303,0.562419396440547,25532000000.0,0.383905852417303,4.28758163096358,0.246153846153846,0.58341517067997,0.126200221131651,17.4094361007892,0.0511574510914009
11,2018,2,2018-06-30 00:00:00+00:00,14832000000.0,5248000000.0,37687000000.0,0.0,1246000000.0,4854000000.0,62974000000.0,2683000000.0,259000000.0,23305000000.0,22855000000.0,54772000000.0,1475068042.0,6223000000.0,3234000000.0,0.0,39364000000.0,8384000000.0,19711000000.0,14857000000.0,3395000000.0,-10526000000.0,8202000000.0,6223000000.0,25203000000.0,0.0,-327000000.0,-239000000.0,116000000.0,-650000000.0,775000000.0,-52000000.0,39000000.0,160000000.0,536000000.0,-767000000.0,0.0,1105000000.0,200000000.0,-528000000.0,0.0,1904000000.0,0.0,6112000000.0,333000000.0,248000000.0,318000000.0,318000000.0,2000000.0,0.22,581000000.0,15000000.0,481000000.0,2059000000.0,0.21,781000000.0,320000000.0,2540000000.0,3572000000.0,1475068042.0,0.0,7.0,0.021049114600735,0.415575916230366,0.552993527508091,25287000000.0,0.415575916230366,4.14353767146424,-0.333333333333333,0.589493314287982,0.117283950617284,17.1429380069235,0.0479259040299537
