,date,quarter,year,statementData.balanceSheet.retainedEarnings,statementData.balanceSheet.deposits,statementData.balanceSheet.accoci,statementData.balanceSheet.inventory,statementData.balanceSheet.ppeq,statementData.balanceSheet.deferredRev,statementData.balanceSheet.cashAndEq,statementData.balanceSheet.equity,statementData.balanceSheet.taxLiabilities,statementData.balanceSheet.intangibles,statementData.balanceSheet.totalAssets,statementData.balanceSheet.taxAssets,statementData.balanceSheet.acctPay,statementData.balanceSheet.investments,statementData.balanceSheet.acctRec,statementData.balanceSheet.totalLiabilities,statementData.balanceSheet.sharesBasic,statementData.balanceSheet.debt,statementData.cashFlow.ncf,statementData.cashFlow.issrepayEquity,statementData.cashFlow.payDiv,statementData.cashFlow.ncff,statementData.cashFlow.ncfx,statementData.cashFlow.capex,statementData.cashFlow.ncfi,statementData.cashFlow.investmentsAcqDisposals,statementData.cashFlow.depamor,statementData.cashFlow.ncfo,statementData.cashFlow.issrepayDebt,statementData.cashFlow.sbcomp,statementData.cashFlow.businessAcqDisposals,statementData.cashFlow.freeCashFlow,statementData.incomeStatement.netIncComStock,statementData.incomeStatement.sga,statementData.incomeStatement.ebt,statementData.incomeStatement.ebitda,statementData.incomeStatement.prefDVDs,statementData.incomeStatement.costRev,statementData.incomeStatement.shareswaDil,statementData.incomeStatement.opinc,statementData.incomeStatement.grossProfit,statementData.incomeStatement.ebit,statementData.incomeStatement.eps,statementData.incomeStatement.taxExp,statementData.incomeStatement.revenue,statementData.incomeStatement.nonControllingInterests,statementData.incomeStatement.rnd,statementData.incomeStatement.netinc,statementData.incomeStatement.intexp,statementData.incomeStatement.netIncDiscOps,statementData.incomeStatement.epsDil,statementData.incomeStatement.shareswa,statementData.incomeStatement.consolidatedIncome,statementData.incomeStatement.opex,statementData.overview.roa,statementData.overview.piotroskiFScore,statementData.overview.bookVal,statementData.overview.epsQoQ,statementData.overview.rps,statementData.overview.grossMargin,statementData.overview.longTermDebtEquity,statementData.overview.revenueQoQ,statementData.overview.bvps,statementData.overview.profitMargin,statementData.overview.roe
0,2020-09-30 00:00:00+00:00,3,2020,3175000000.0,0.0,-294000000.0,0.0,0.0,0.0,4214000000.0,2254000000.0,0.0,741000000.0,89664000000.0,0.0,0.0,81159000000.0,0.0,87399000000.0,193927074.0,86215000000.0,225000000.0,-65000000.0,-31000000.0,-1522000000.0,0.0,0.0,1526000000.0,1538000000.0,0.0,221000000.0,-1437000000.0,4000000.0,0.0,221000000.0,207000000.0,121000000.0,259000000.0,259000000.0,0.0,0.0,194000000.0,259000000.0,499000000.0,259000000.0,1.08,52000000.0,499000000.0,0.0,0.0,207000000.0,0.0,0.0,1.07,193000000.0,207000000.0,240000000.0,0.00431603575369317,5.0,2265000000.0,0.6875,2.57313220741937,1.0,38.2497781721384,0.123873873873874,11.6796481960018,1.0,0.163449691991786
1,2020-06-30 00:00:00+00:00,2,2020,2999000000.0,0.0,-317000000.0,0.0,0.0,0.0,3989000000.0,2115000000.0,0.0,746000000.0,91045000000.0,0.0,0.0,82699000000.0,0.0,88919000000.0,193832080.0,87570000000.0,221000000.0,0.0,-31000000.0,-2328000000.0,0.0,0.0,2407000000.0,2409000000.0,0.0,142000000.0,-2286000000.0,2000000.0,0.0,142000000.0,125000000.0,117000000.0,170000000.0,170000000.0,0.0,0.0,195000000.0,170000000.0,389000000.0,170000000.0,0.65,45000000.0,389000000.0,0.0,0.0,125000000.0,0.0,0.0,0.64,194000000.0,125000000.0,219000000.0,0.00357688438466411,4.0,2126000000.0,0.0,2.00689173845733,1.0,41.4042553191489,-0.129753914988814,10.9682566477128,1.0,0.125303002051091
2,2020-03-31 00:00:00+00:00,1,2020,2905000000.0,0.0,-300000000.0,0.0,0.0,0.0,3768000000.0,2035000000.0,0.0,752000000.0,93245000000.0,0.0,0.0,85146000000.0,0.0,91197000000.0,193333131.0,89749000000.0,-13000000.0,-335000000.0,-31000000.0,-1451000000.0,0.0,0.0,985000000.0,1099000000.0,0.0,453000000.0,-844000000.0,9000000.0,0.0,453000000.0,-106000000.0,124000000.0,-131000000.0,-131000000.0,0.0,0.0,200000000.0,-131000000.0,130000000.0,-131000000.0,-0.53,-25000000.0,130000000.0,0.0,0.0,-106000000.0,0.0,0.0,-0.53,200000000.0,-106000000.0,261000000.0,0.00380135815007532,4.0,2048000000.0,-2.01923076923077,0.672414496819999,1.0,44.1027027027027,-0.696261682242991,10.5931145345181,1.0,0.122229684351914
3,2019-12-31 00:00:00+00:00,4,2019,3664000000.0,0.0,-91000000.0,0.0,0.0,0.0,3781000000.0,3336000000.0,0.0,757000000.0,94903000000.0,0.0,0.0,87031000000.0,0.0,91554000000.0,221036735.0,90198000000.0,-479000000.0,-77000000.0,-35000000.0,-1746000000.0,0.0,0.0,1079000000.0,1077000000.0,0.0,188000000.0,-1695000000.0,5000000.0,0.0,188000000.0,172000000.0,116000000.0,219000000.0,219000000.0,0.0,0.0,218000000.0,219000000.0,463000000.0,219000000.0,0.78,47000000.0,463000000.0,0.0,0.0,172000000.0,0.0,0.0,0.77,215000000.0,172000000.0,244000000.0,0.00612775550460478,7.0,3349000000.0,1.68965517241379,2.0946744440466,1.0,27.0377697841727,0.247978436657682,15.1513276741081,1.0,0.17975501615691
5,2019-09-30 00:00:00+00:00,3,2019,3527000000.0,0.0,-124000000.0,0.0,0.0,0.0,4260000000.0,3240000000.0,0.0,763000000.0,96553000000.0,0.0,0.0,88174000000.0,0.0,93301000000.0,230494278.0,91773000000.0,-166000000.0,-130000000.0,-36000000.0,-2000000000.0,0.0,0.0,1525000000.0,1550000000.0,0.0,309000000.0,-1733000000.0,3000000.0,0.0,309000000.0,145000000.0,120000000.0,185000000.0,185000000.0,0.0,0.0,228000000.0,185000000.0,444000000.0,185000000.0,0.64,40000000.0,444000000.0,0.0,0.0,145000000.0,0.0,0.0,0.63,225000000.0,145000000.0,259000000.0,0.00498463571121143,6.0,3252000000.0,0.454545454545455,1.92629510742128,1.0,28.325,0.0422535211267605,14.1088101111126,1.0,0.147664936990363
6,2019-06-30 00:00:00+00:00,2,2019,3418000000.0,0.0,-80000000.0,0.0,0.0,0.0,4426000000.0,3301000000.0,0.0,769000000.0,98320000000.0,0.0,0.0,89742000000.0,0.0,95008000000.0,239307852.0,93561000000.0,206000000.0,-126000000.0,-37000000.0,-2601000000.0,0.0,0.0,2473000000.0,2468000000.0,0.0,334000000.0,-2403000000.0,5000000.0,0.0,334000000.0,153000000.0,125000000.0,194000000.0,194000000.0,0.0,0.0,238000000.0,194000000.0,447000000.0,194000000.0,0.65,41000000.0,447000000.0,0.0,0.0,153000000.0,0.0,0.0,0.64,235000000.0,153000000.0,253000000.0,0.00456090319556215,6.0,3312000000.0,1.09677419354839,1.86788689240335,1.0,28.3432293244471,0.388198757763975,13.8399136188812,1.0,0.133676828395592
7,2019-03-31 00:00:00+00:00,1,2019,3303000000.0,0.0,43000000.0,0.0,0.0,0.0,4220000000.0,3430000000.0,0.0,780000000.0,100579000000.0,0.0,0.0,92256000000.0,0.0,97136000000.0,244507321.0,95645000000.0,-1042000000.0,-107000000.0,-39000000.0,-3638000000.0,0.0,0.0,2408000000.0,2381000000.0,0.0,188000000.0,-3378000000.0,12000000.0,0.0,188000000.0,128000000.0,128000000.0,164000000.0,164000000.0,0.0,0.0,247000000.0,164000000.0,428000000.0,164000000.0,0.52,36000000.0,428000000.0,0.0,0.0,128000000.0,0.0,0.0,0.52,244000000.0,128000000.0,264000000.0,0.00377917976568134,7.0,3443000000.0,0.0833333333333335,1.75045883390952,1.0,27.8848396501458,-0.0551876379690949,14.081377955959,1.0,0.110377424063391
8,2018-12-31 00:00:00+00:00,4,2018,3218000000.0,0.0,113000000.0,0.0,0.0,0.0,5262000000.0,3519000000.0,0.0,786000000.0,104176000000.0,0.0,0.0,94724000000.0,0.0,100629000000.0,257966088.0,98941000000.0,14000000.0,-125000000.0,-40000000.0,-2632000000.0,0.0,0.0,2161000000.0,2246000000.0,0.0,485000000.0,-2382000000.0,3000000.0,0.0,485000000.0,72000000.0,127000000.0,107000000.0,107000000.0,0.0,0.0,255000000.0,107000000.0,371000000.0,107000000.0,0.29,35000000.0,371000000.0,0.0,0.0,72000000.0,0.0,0.0,0.28,251000000.0,72000000.0,264000000.0,0.00365041922061239,6.0,3547000000.0,-2.0,1.43817353232879,1.0,28.1162262006252,-0.220588235294118,13.749869323909,1.0,0.10826367000137
10,2018-09-30 00:00:00+00:00,3,2018,3186000000.0,0.0,227000000.0,0.0,0.0,0.0,5248000000.0,3724000000.0,0.0,792000000.0,106493000000.0,0.0,0.0,97000000000.0,0.0,102738000000.0,264627306.0,101096000000.0,240000000.0,-95000000.0,-41000000.0,-2376000000.0,0.0,0.0,2443000000.0,2405000000.0,0.0,173000000.0,-2209000000.0,4000000.0,0.0,173000000.0,114000000.0,121000000.0,147000000.0,147000000.0,0.0,0.0,264000000.0,147000000.0,426000000.0,147000000.0,0.44,33000000.0,426000000.0,0.0,0.0,114000000.0,0.0,0.0,0.43,260000000.0,114000000.0,279000000.0,0.00215489065507774,5.0,3755000000.0,-0.323076923076923,1.60981119612804,1.0,27.1471535982814,-0.169590643274854,14.1897677029596,1.0,0.0657994356115355
11,2018-06-30 00:00:00+00:00,2,2018,3114000000.0,0.0,203000000.0,0.0,0.0,0.0,5008000000.0,3714000000.0,0.0,798000000.0,108949000000.0,0.0,0.0,99539000000.0,0.0,105204000000.0,264606504.0,103442000000.0,-789000000.0,0.0,-43000000.0,-4022000000.0,0.0,0.0,3035000000.0,3059000000.0,0.0,198000000.0,-3992000000.0,5000000.0,0.0,198000000.0,83000000.0,125000000.0,113000000.0,113000000.0,0.0,0.0,269000000.0,113000000.0,322000000.0,113000000.0,0.31,30000000.0,322000000.0,0.0,0.0,83000000.0,0.0,0.0,0.31,265000000.0,83000000.0,209000000.0,0.00265061620222176,5.0,3745000000.0,-0.225,1.21690130489007,1.0,27.8519116855143,-0.21078431372549,14.1530912633954,1.0,0.0840136766450352
