,date,quarter,year,statementData.balanceSheet.totalLiabilities,statementData.balanceSheet.totalAssets,statementData.balanceSheet.equity,statementData.balanceSheet.debtCurrent,statementData.balanceSheet.investmentsNonCurrent,statementData.balanceSheet.intangibles,statementData.balanceSheet.taxAssets,statementData.balanceSheet.debt,statementData.balanceSheet.deferredRev,statementData.balanceSheet.assetsNonCurrent,statementData.balanceSheet.assetsCurrent,statementData.balanceSheet.deposits,statementData.balanceSheet.ppeq,statementData.balanceSheet.inventory,statementData.balanceSheet.taxLiabilities,statementData.balanceSheet.retainedEarnings,statementData.balanceSheet.accoci,statementData.balanceSheet.acctRec,statementData.balanceSheet.liabilitiesCurrent,statementData.balanceSheet.investmentsCurrent,statementData.balanceSheet.sharesBasic,statementData.balanceSheet.debtNonCurrent,statementData.balanceSheet.acctPay,statementData.balanceSheet.liabilitiesNonCurrent,statementData.balanceSheet.cashAndEq,statementData.balanceSheet.investments,statementData.cashFlow.freeCashFlow,statementData.cashFlow.ncfx,statementData.cashFlow.ncfi,statementData.cashFlow.payDiv,statementData.cashFlow.issrepayEquity,statementData.cashFlow.ncfo,statementData.cashFlow.sbcomp,statementData.cashFlow.ncf,statementData.cashFlow.issrepayDebt,statementData.cashFlow.capex,statementData.cashFlow.investmentsAcqDisposals,statementData.cashFlow.ncff,statementData.cashFlow.depamor,statementData.cashFlow.businessAcqDisposals,statementData.incomeStatement.shareswaDil,statementData.incomeStatement.netIncComStock,statementData.incomeStatement.grossProfit,statementData.incomeStatement.epsDil,statementData.incomeStatement.revenue,statementData.incomeStatement.netinc,statementData.incomeStatement.netIncDiscOps,statementData.incomeStatement.intexp,statementData.incomeStatement.eps,statementData.incomeStatement.opex,statementData.incomeStatement.rnd,statementData.incomeStatement.ebit,statementData.incomeStatement.shareswa,statementData.incomeStatement.taxExp,statementData.incomeStatement.sga,statementData.incomeStatement.ebt,statementData.incomeStatement.consolidatedIncome,statementData.incomeStatement.costRev,statementData.incomeStatement.nonControllingInterests,statementData.incomeStatement.ebitda,statementData.incomeStatement.prefDVDs,statementData.incomeStatement.opinc,statementData.overview.piotroskiFScore,statementData.overview.revenueQoQ,statementData.overview.profitMargin,statementData.overview.currentRatio,statementData.overview.bookVal,statementData.overview.grossMargin,statementData.overview.rps,statementData.overview.epsQoQ,statementData.overview.longTermDebtEquity,statementData.overview.roe,statementData.overview.bvps,statementData.overview.roa
0,2020-09-30 00:00:00+00:00,1,2021,13292400000.0,17780100000.0,3201100000.0,288000000.0,0.0,8447200000.0,900100000.0,8712000000.0,0.0,10803900000.0,6976200000.0,0.0,1386600000.0,727700000.0,509100000.0,-5332900000.0,-462100000.0,521700000.0,3678000000.0,0.0,765080968.0,8424000000.0,1086300000.0,9614400000.0,575300000.0,0.0,-28300000.0,-2000000.0,-81500000.0,-800000.0,0.0,42600000.0,7000000.0,223300000.0,36500000.0,-70900000.0,0.0,264200000.0,164200000.0,27000000.0,916700000.0,200600000.0,659200000.0,0.24,1124100000.0,221400000.0,-104700000.0,62100000.0,0.26,725200000.0,0.0,38600000.0,763900000.0,-244900000.0,583400000.0,-23500000.0,227300000.0,464900000.0,5900000.0,202800000.0,20800000.0,-66000000.0,3.0,-0.20344387755102,0.586424695311805,1.89673735725938,4487700000.0,0.586424695311805,1.46925625785531,2.71428571428571,2.631595389085,-0.240089940039973,5.86565368595079,-0.0492962362389178
1,2020-06-30 00:00:00+00:00,4,2020,12705100000.0,16728800000.0,3004600000.0,293300000.0,0.0,8346000000.0,362400000.0,8502800000.0,0.0,10233800000.0,6495000000.0,0.0,1453000000.0,678200000.0,208900000.0,-5548600000.0,-456200000.0,440100000.0,3585700000.0,0.0,763092589.0,8209500000.0,1190300000.0,9119400000.0,352000000.0,0.0,-316600000.0,8900000.0,-60600000.0,0.0,0.0,-255400000.0,11700000.0,-959600000.0,-1379500000.0,-61200000.0,0.0,-652500000.0,273300000.0,600000.0,763300000.0,-772800000.0,-874400000.0,-1.01,-1098000000.0,-766300000.0,-87200000.0,20600000.0,-1.01,180200000.0,0.0,-1024400000.0,763300000.0,-278700000.0,-154300000.0,-1045000000.0,-778200000.0,-223600000.0,-11900000.0,-751100000.0,6500000.0,-1054600000.0,4.0,3.47797716150082,0.796357012750455,1.81136179825418,4023700000.0,0.796357012750455,-1.43888175016728,-0.729222520107239,2.73231045729881,-0.258741660548409,5.27288569958842,-0.0581603600293902
3,2020-03-31 00:00:00+00:00,3,2020,14250200000.0,18310000000.0,3732200000.0,290800000.0,0.0,12364300000.0,284300000.0,9891800000.0,0.0,14636900000.0,3673100000.0,0.0,1833000000.0,959900000.0,674000000.0,-4782300000.0,-478500000.0,844200000.0,3085800000.0,0.0,760550840.0,9601000000.0,1422100000.0,11164400000.0,1311600000.0,0.0,-318700000.0,-27500000.0,-653400000.0,-66500000.0,600000.0,-257500000.0,1600000.0,972100000.0,2000800000.0,-61200000.0,0.0,1910500000.0,190400000.0,-592200000.0,760800000.0,-271600000.0,910900000.0,-0.36,1528000000.0,-271600000.0,0.0,73600000.0,-0.36,1169700000.0,0.0,-266500000.0,760800000.0,-68500000.0,999100000.0,-340100000.0,-264400000.0,617100000.0,7200000.0,-76100000.0,0.0,-258800000.0,2.0,-0.23239224354466,0.596138743455497,1.19032341694212,4059800000.0,0.596138743455497,2.00907016288352,17.0,2.57247735919833,-0.70505282445581,5.33797319847809,-0.172069670159232
4,2019-12-31 00:00:00+00:00,2,2020,12780700000.0,17360900000.0,4471700000.0,297300000.0,0.0,12008500000.0,189600000.0,7985300000.0,0.0,14337600000.0,3023300000.0,0.0,1967400000.0,1015800000.0,701600000.0,-4510700000.0,-77500000.0,1110000000.0,3513600000.0,0.0,757891956.0,7688000000.0,1574800000.0,9267100000.0,339500000.0,0.0,363500000.0,12000000.0,-58600000.0,-67100000.0,1500000.0,422100000.0,10300000.0,-41900000.0,-335900000.0,-58600000.0,0.0,-417400000.0,152000000.0,0.0,758100000.0,-21100000.0,1485700000.0,-0.03,2345000000.0,-21100000.0,0.0,71100000.0,-0.03,1450300000.0,0.0,29400000.0,758100000.0,-20600000.0,1202600000.0,-41700000.0,-16400000.0,859300000.0,4700000.0,181400000.0,0.0,35400000.0,4.0,-0.0661834979292768,0.633560767590618,0.860456511839709,4580200000.0,0.633560767590618,3.09410857502227,-0.9765625,1.71925665854149,-0.529296140648127,6.04334161847207,-0.152113908987704
5,2019-09-30 00:00:00+00:00,1,2020,12724600000.0,17283500000.0,4455000000.0,281900000.0,0.0,11881100000.0,156000000.0,8193300000.0,0.0,14150800000.0,3132700000.0,0.0,1961800000.0,1150800000.0,694600000.0,-4489600000.0,-183400000.0,1036600000.0,3237400000.0,0.0,754196725.0,7911400000.0,1548100000.0,9487200000.0,381400000.0,0.0,-46500000.0,-14800000.0,-60800000.0,-63300000.0,-3900000.0,39900000.0,6200000.0,1000000.0,146600000.0,-86400000.0,0.0,36700000.0,205300000.0,25600000.0,758900000.0,52300000.0,849300000.0,0.07,1411200000.0,52300000.0,-39500000.0,63100000.0,0.07,785300000.0,0.0,97200000.0,754200000.0,-18200000.0,806700000.0,34100000.0,56300000.0,561900000.0,4000000.0,302500000.0,0.0,64000000.0,2.0,-0.305272485600354,0.601828231292517,0.967659232717613,4558900000.0,0.601828231292517,1.87112984347685,-4.5,1.77584736251403,-0.616251185560392,6.04470935616964,-0.193184178819228
6,2019-06-30 00:00:00+00:00,4,2019,12664800000.0,17710000000.0,4586900000.0,193800000.0,0.0,8698100000.0,110400000.0,7663700000.0,0.0,14439200000.0,3270800000.0,0.0,1332700000.0,860100000.0,404200000.0,-4541200000.0,-58800000.0,858900000.0,3475200000.0,0.0,751398085.0,7469900000.0,1583500000.0,9189600000.0,380400000.0,0.0,91800000.0,-1400000.0,-83000000.0,-63400000.0,3900000.0,188200000.0,7000000.0,-39800000.0,-84600000.0,-96400000.0,0.0,-143600000.0,185700000.0,13400000.0,751500000.0,-2799400000.0,-236700000.0,-3.73,-245200000.0,-2799400000.0,-121000000.0,20800000.0,-3.73,2711900000.0,0.0,-2834300000.0,751500000.0,-55700000.0,-8900000.0,-2855100000.0,-2799500000.0,-8500000.0,-100000.0,-2648600000.0,0.0,-2948600000.0,3.0,-0.0451713395638629,0.965334420880914,0.941183241252302,5045200000.0,0.965334420880914,-0.326325026500434,13.92,1.62852907192221,-0.534922183113524,6.71441689926585,-0.183855216810397
8,2019-03-31 00:00:00+00:00,3,2019,12801900000.0,20756600000.0,7497700000.0,196700000.0,0.0,15410100000.0,183300000.0,7687600000.0,0.0,17354100000.0,3402500000.0,0.0,1609200000.0,1183500000.0,886100000.0,-1741800000.0,-1500000.0,1211600000.0,3578800000.0,0.0,751256879.0,7490900000.0,1844000000.0,9223100000.0,420200000.0,0.0,142800000.0,2800000.0,-70900000.0,-94400000.0,1100000.0,213700000.0,-400000.0,-24800000.0,-54900000.0,-70900000.0,0.0,-170400000.0,182600000.0,0.0,751400000.0,-12100000.0,1249400000.0,-0.02,1990600000.0,-12100000.0,0.0,72000000.0,-0.02,1163900000.0,0.0,59900000.0,751400000.0,0.0,1070500000.0,-12100000.0,-4000000.0,741200000.0,8100000.0,242500000.0,0.0,85500000.0,4.0,-0.104422549151932,0.627649954787501,0.950737677433777,7954700000.0,0.627649954787501,2.64969287555768,-0.8,0.999093055203596,-0.143255528255528,10.588522012056,-0.053460049375245
9,2018-12-31 00:00:00+00:00,2,2019,13171800000.0,21270700000.0,7605100000.0,255700000.0,0.0,15594400000.0,182700000.0,7816600000.0,0.0,17556300000.0,3714400000.0,0.0,1625700000.0,1164600000.0,892200000.0,-1729700000.0,33600000.0,1542700000.0,3865000000.0,0.0,751075098.0,7560900000.0,1818900000.0,9306800000.0,445000000.0,0.0,193900000.0,-4000000.0,-125700000.0,-94600000.0,200000.0,319600000.0,1800000.0,-8200000.0,-91000000.0,-125700000.0,0.0,-198100000.0,182100000.0,0.0,751100000.0,-960600000.0,1554500000.0,-1.28,2511200000.0,-960600000.0,0.0,68300000.0,-1.28,2359100000.0,0.0,-814000000.0,751100000.0,78300000.0,1284000000.0,-882300000.0,-956000000.0,956700000.0,4600000.0,-631900000.0,0.0,-804600000.0,4.0,-0.0479223536548378,0.619026760114686,0.961034928848642,8098900000.0,0.619026760114686,3.34347391717146,-9.53333333333333,0.994188110609985,-0.142470256006666,10.7830761818174,-0.0545543582550582
10,2018-09-30 00:00:00+00:00,1,2019,13357400000.0,22592700000.0,8607500000.0,200700000.0,0.0,16789000000.0,219000000.0,7990400000.0,0.0,18852700000.0,3740000000.0,0.0,1648000000.0,1251200000.0,898900000.0,-769100000.0,110800000.0,1484400000.0,3791100000.0,0.0,750792022.0,7789700000.0,1794900000.0,9566300000.0,453200000.0,0.0,-215500000.0,-4500000.0,-174400000.0,-93800000.0,700000.0,-81900000.0,6400000.0,91000000.0,456200000.0,-133600000.0,0.0,351800000.0,185600000.0,-40800000.0,750800000.0,-12100000.0,1222200000.0,-0.02,2031300000.0,-12100000.0,0.0,64100000.0,-0.02,1242900000.0,0.0,-25400000.0,750800000.0,-77400000.0,1122300000.0,-89500000.0,-10100000.0,809100000.0,2000000.0,160200000.0,0.0,-20700000.0,2.0,-0.0924809006835545,0.601683650863979,0.98652106248846,9235300000.0,0.601683650863979,2.70554286736947,-0.333333333333333,0.904989834446703,-0.0177212963370124,12.3007433874943,-0.00697582586399952
11,2018-06-30 00:00:00+00:00,4,2018,13113700000.0,22630200000.0,8849700000.0,218900000.0,0.0,16891500000.0,107400000.0,7524300000.0,0.0,18979200000.0,3651000000.0,0.0,1680800000.0,1148900000.0,894600000.0,-626200000.0,158800000.0,1536000000.0,4044000000.0,0.0,750537307.0,7305400000.0,1928600000.0,9069700000.0,362200000.0,0.0,93600000.0,-20600000.0,-106900000.0,-93900000.0,2600000.0,224800000.0,4500000.0,-124300000.0,-130000000.0,-131200000.0,0.0,-221600000.0,193500000.0,24300000.0,739500000.0,-181300000.0,-263600000.0,-0.25,-256800000.0,-181300000.0,-234500000.0,1300000.0,-0.25,117300000.0,0.0,-183400000.0,750600000.0,-3400000.0,45200000.0,-184700000.0,-170200000.0,6800000.0,11100000.0,10100000.0,0.0,-380900000.0,4.0,-1.11457636193281,1.02647975077882,0.902818991097923,9516500000.0,1.02647975077882,-0.342154877052634,-0.468085106382979,0.825496909499757,-0.0181357170484335,12.6795828951378,-0.00722804636140874
