,year,quarter,date,statementData.balanceSheet.liabilitiesCurrent,statementData.balanceSheet.acctPay,statementData.balanceSheet.totalLiabilities,statementData.balanceSheet.investmentsCurrent,statementData.balanceSheet.cashAndEq,statementData.balanceSheet.debtCurrent,statementData.balanceSheet.totalAssets,statementData.balanceSheet.inventory,statementData.balanceSheet.taxAssets,statementData.balanceSheet.retainedEarnings,statementData.balanceSheet.liabilitiesNonCurrent,statementData.balanceSheet.assetsNonCurrent,statementData.balanceSheet.sharesBasic,statementData.balanceSheet.investments,statementData.balanceSheet.acctRec,statementData.balanceSheet.deferredRev,statementData.balanceSheet.intangibles,statementData.balanceSheet.ppeq,statementData.balanceSheet.debt,statementData.balanceSheet.debtNonCurrent,statementData.balanceSheet.taxLiabilities,statementData.balanceSheet.accoci,statementData.balanceSheet.assetsCurrent,statementData.balanceSheet.investmentsNonCurrent,statementData.balanceSheet.equity,statementData.balanceSheet.deposits,statementData.cashFlow.payDiv,statementData.cashFlow.capex,statementData.cashFlow.ncf,statementData.cashFlow.issrepayEquity,statementData.cashFlow.ncfo,statementData.cashFlow.ncfx,statementData.cashFlow.sbcomp,statementData.cashFlow.ncff,statementData.cashFlow.freeCashFlow,statementData.cashFlow.ncfi,statementData.cashFlow.investmentsAcqDisposals,statementData.cashFlow.issrepayDebt,statementData.cashFlow.depamor,statementData.cashFlow.businessAcqDisposals,statementData.incomeStatement.rnd,statementData.incomeStatement.sga,statementData.incomeStatement.netIncDiscOps,statementData.incomeStatement.revenue,statementData.incomeStatement.ebt,statementData.incomeStatement.intexp,statementData.incomeStatement.netinc,statementData.incomeStatement.netIncComStock,statementData.incomeStatement.nonControllingInterests,statementData.incomeStatement.eps,statementData.incomeStatement.ebit,statementData.incomeStatement.taxExp,statementData.incomeStatement.opinc,statementData.incomeStatement.opex,statementData.incomeStatement.epsDil,statementData.incomeStatement.ebitda,statementData.incomeStatement.consolidatedIncome,statementData.incomeStatement.grossProfit,statementData.incomeStatement.costRev,statementData.incomeStatement.shareswa,statementData.incomeStatement.prefDVDs,statementData.overview.piotroskiFScore,statementData.overview.revenueQoQ,statementData.overview.profitMargin,statementData.overview.currentRatio,statementData.overview.bookVal,statementData.overview.grossMargin,statementData.overview.rps,statementData.overview.epsQoQ,statementData.overview.longTermDebtEquity,statementData.overview.roe,statementData.overview.bvps,statementData.overview.roa
0,2020,3,2020-09-30 00:00:00+00:00,28561000000.0,15802000000.0,52653000000.0,25782000000.0,3984000000.0,1749000000.0,86574000000.0,0.0,0.0,24678000000.0,24092000000.0,41124000000.0,251506458.0,30510000000.0,11537000000.0,961000000.0,31184000000.0,3363000000.0,20843000000.0,19094000000.0,2375000000.0,-112000000.0,45450000000.0,4728000000.0,33921000000.0,0.0,-238000000.0,-306000000.0,-2044000000.0,-738000000.0,-1150000000.0,1000000.0,80000000.0,-984000000.0,-1456000000.0,89000000.0,369000000.0,-658000000.0,308000000.0,-67000000.0,0.0,5305000000.0,0.0,31158000000.0,389000000.0,198000000.0,222000000.0,222000000.0,0.0,0.88,587000000.0,167000000.0,617000000.0,5398000000.0,0.87,895000000.0,222000000.0,6015000000.0,25143000000.0,251506458.0,0.0,4.0,0.168103771462848,0.193048334296168,1.59133083575505,33921000000.0,0.193048334296168,123.88548686889,-0.810344827586207,0.562896141033578,0.150382785647625,134.87128827523,0.0592699804427007
1,2020,2,2020-06-30 00:00:00+00:00,28522000000.0,15135000000.0,53521000000.0,25488000000.0,6028000000.0,1603000000.0,87976000000.0,0.0,0.0,25346000000.0,24999000000.0,41212000000.0,252116097.0,30105000000.0,10988000000.0,946000000.0,31218000000.0,3427000000.0,21476000000.0,19873000000.0,2497000000.0,-254000000.0,46764000000.0,4617000000.0,34455000000.0,0.0,-242000000.0,-233000000.0,683000000.0,-7000000.0,5510000000.0,2000000.0,67000000.0,105000000.0,5277000000.0,-4934000000.0,-4004000000.0,-299000000.0,286000000.0,2000000.0,0.0,4046000000.0,0.0,29264000000.0,3149000000.0,201000000.0,2276000000.0,2276000000.0,0.0,9.02,3350000000.0,873000000.0,3353000000.0,4139000000.0,8.91,3636000000.0,2276000000.0,7492000000.0,21772000000.0,252116097.0,0.0,7.0,0.149140029843713,0.256014215418261,1.63957646728841,34455000000.0,0.256014215418261,116.073508785121,1.03153153153153,0.576781308953708,0.183146554392917,136.663229401017,0.0726698747378216
2,2020,1,2020-03-31 00:00:00+00:00,27039000000.0,14960000000.0,50706000000.0,20451000000.0,5345000000.0,2678000000.0,82399000000.0,0.0,0.0,23360000000.0,23667000000.0,41143000000.0,252329919.0,25137000000.0,11325000000.0,947000000.0,31274000000.0,3350000000.0,21683000000.0,19005000000.0,2213000000.0,-1008000000.0,41256000000.0,4686000000.0,31693000000.0,0.0,-240000000.0,-204000000.0,408000000.0,-485000000.0,2515000000.0,-2000000.0,67000000.0,679000000.0,2311000000.0,-2784000000.0,-571000000.0,1528000000.0,270000000.0,-1908000000.0,0.0,3781000000.0,0.0,29621000000.0,2089000000.0,194000000.0,1523000000.0,1523000000.0,0.0,6.03,2283000000.0,566000000.0,2284000000.0,3864000000.0,5.94,2553000000.0,1523000000.0,6148000000.0,23473000000.0,252329919.0,0.0,6.0,0.200883807670478,0.207555450524965,1.52579607233995,31693000000.0,0.207555450524965,117.38996357384,0.0,0.599659230744959,0.152262915584726,125.601435317704,0.060973742631861
3,2019,4,2019-12-31 00:00:00+00:00,23532000000.0,13040000000.0,45725000000.0,20685000000.0,4937000000.0,2298000000.0,77453000000.0,0.0,0.0,22573000000.0,22193000000.0,38420000000.0,253563697.0,25448000000.0,10391000000.0,1017000000.0,29174000000.0,3133000000.0,20085000000.0,17787000000.0,2227000000.0,-296000000.0,39033000000.0,4763000000.0,31728000000.0,0.0,-202000000.0,-351000000.0,747000000.0,-255000000.0,1327000000.0,1000000.0,68000000.0,-1304000000.0,976000000.0,723000000.0,1332000000.0,-729000000.0,246000000.0,0.0,0.0,3502000000.0,0.0,27407000000.0,1098000000.0,190000000.0,934000000.0,934000000.0,0.0,3.7,1288000000.0,164000000.0,1291000000.0,3584000000.0,3.64,1534000000.0,934000000.0,4875000000.0,22532000000.0,253563697.0,0.0,8.0,0.172592307363197,0.177874265698544,1.65872004079551,31728000000.0,0.177874265698544,108.087239318016,1.25609756097561,0.560608925869894,0.155251067815359,125.128322292919,0.062911437134369
5,2019,3,2019-09-30 00:00:00+00:00,23234000000.0,14429000000.0,46477000000.0,22270000000.0,4190000000.0,1410000000.0,77809000000.0,0.0,91000000.0,22104000000.0,23243000000.0,38305000000.0,255817204.0,26731000000.0,10207000000.0,948000000.0,29256000000.0,2921000000.0,20230000000.0,18820000000.0,2140000000.0,-299000000.0,39504000000.0,4461000000.0,31332000000.0,0.0,-204000000.0,-271000000.0,112000000.0,-607000000.0,1667000000.0,-1000000.0,86000000.0,144000000.0,1396000000.0,-1698000000.0,-1511000000.0,923000000.0,301000000.0,0.0,0.0,3418000000.0,0.0,26674000000.0,1489000000.0,185000000.0,1183000000.0,1183000000.0,0.0,4.64,1674000000.0,306000000.0,1674000000.0,3502000000.0,4.55,1975000000.0,1183000000.0,5176000000.0,21498000000.0,255817204.0,0.0,9.0,0.147219474431207,0.194046637174777,1.70026685030559,31332000000.0,0.194046637174777,104.26976600057,0.254054054054054,0.600663858036512,0.142478286812968,122.478080090345,0.057353696697959
6,2019,2,2019-06-30 00:00:00+00:00,23090000000.0,13732000000.0,45058000000.0,20629000000.0,4078000000.0,1860000000.0,75851000000.0,0.0,296000000.0,21679000000.0,21968000000.0,38046000000.0,257195705.0,24890000000.0,9918000000.0,900000000.0,29340000000.0,2837000000.0,19296000000.0,17436000000.0,2211000000.0,-383000000.0,37805000000.0,4261000000.0,30793000000.0,0.0,-206000000.0,-221000000.0,-404000000.0,-434000000.0,1437000000.0,1000000.0,70000000.0,-677000000.0,1216000000.0,-1165000000.0,-944000000.0,-72000000.0,297000000.0,0.0,0.0,3278000000.0,0.0,25466000000.0,1453000000.0,184000000.0,1139000000.0,1139000000.0,0.0,4.44,1637000000.0,314000000.0,1637000000.0,3363000000.0,4.36,1934000000.0,1139000000.0,5000000000.0,20466000000.0,257195705.0,0.0,9.0,0.10991980474198,0.196340218330323,1.63728886964054,30793000000.0,0.196340218330323,99.0140951226227,0.0909090909090908,0.566232585327834,0.137638694205664,119.72594954492,0.0549951077971591
7,2019,1,2019-03-31 00:00:00+00:00,22682000000.0,12941000000.0,44525000000.0,19026000000.0,4482000000.0,1946000000.0,74523000000.0,0.0,0.0,21136000000.0,21843000000.0,37912000000.0,257011928.0,23261000000.0,10179000000.0,998000000.0,29425000000.0,2799000000.0,19342000000.0,17396000000.0,2221000000.0,-623000000.0,36611000000.0,4235000000.0,29998000000.0,0.0,-206000000.0,-234000000.0,548000000.0,-218000000.0,1630000000.0,-1000000.0,70000000.0,-429000000.0,1396000000.0,-652000000.0,-440000000.0,67000000.0,289000000.0,0.0,0.0,3166000000.0,0.0,24666000000.0,1945000000.0,187000000.0,1551000000.0,1551000000.0,0.0,6.03,2132000000.0,394000000.0,2131000000.0,3253000000.0,5.91,2421000000.0,1551000000.0,5384000000.0,19282000000.0,257011928.0,0.0,9.0,0.0944668766916625,0.218276169626206,1.61409928577727,29998000000.0,0.218276169626206,95.9721993914617,0.175438596491228,0.579905327021801,0.13716289382767,116.718318225293,0.0541188661894079
8,2018,4,2018-12-31 00:00:00+00:00,21965000000.0,13214000000.0,43030000000.0,18206000000.0,3934000000.0,1994000000.0,71571000000.0,0.0,10000000.0,19988000000.0,21065000000.0,37250000000.0,258642095.0,22452000000.0,9301000000.0,902000000.0,29511000000.0,2735000000.0,19211000000.0,17217000000.0,1960000000.0,-986000000.0,34321000000.0,4246000000.0,28541000000.0,0.0,-193000000.0,-320000000.0,-326000000.0,-453000000.0,463000000.0,-1000000.0,91000000.0,-1561000000.0,143000000.0,773000000.0,1279000000.0,-776000000.0,288000000.0,-28000000.0,0.0,3618000000.0,0.0,23373000000.0,543000000.0,189000000.0,425000000.0,425000000.0,0.0,1.64,732000000.0,118000000.0,726000000.0,3711000000.0,1.61,1020000000.0,425000000.0,4437000000.0,18936000000.0,258642095.0,0.0,6.0,0.0305101186014727,0.189834424335772,1.56253129979513,28541000000.0,0.189834424335772,90.3681204716502,-0.656903765690377,0.603237447881994,0.132342616015891,110.34940000776,0.0510889603035646
10,2018,3,2018-09-30 00:00:00+00:00,24174000000.0,14853000000.0,45351000000.0,19683000000.0,4260000000.0,2119000000.0,74445000000.0,0.0,69000000.0,20182000000.0,21177000000.0,37337000000.0,259953678.0,23785000000.0,9317000000.0,896000000.0,29569000000.0,2592000000.0,19419000000.0,17300000000.0,2063000000.0,-811000000.0,37108000000.0,4102000000.0,29094000000.0,0.0,-195000000.0,-355000000.0,-422000000.0,-359000000.0,607000000.0,-1000000.0,57000000.0,-340000000.0,252000000.0,-688000000.0,-132000000.0,98000000.0,288000000.0,-10000000.0,0.0,3546000000.0,0.0,23251000000.0,1242000000.0,188000000.0,960000000.0,960000000.0,0.0,3.7,1430000000.0,282000000.0,1429000000.0,3637000000.0,3.62,1718000000.0,960000000.0,5066000000.0,18185000000.0,259953678.0,0.0,5.0,0.0367876571836261,0.217883101802073,1.53503764374948,29094000000.0,0.217883101802073,89.4428583541718,0.289198606271777,0.594624321165876,0.16372298229478,111.919939828664,0.0622854112449975
11,2018,2,2018-06-30 00:00:00+00:00,24505700000.0,14260900000.0,45642400000.0,19540700000.0,4682000000.0,1770200000.0,74367400000.0,0.0,154500000.0,19757300000.0,21136700000.0,36997000000.0,255199261.0,23556300000.0,9100900000.0,2089900000.0,29638800000.0,2392200000.0,19285600000.0,17515400000.0,1902200000.0,-782800000.0,37370400000.0,4015600000.0,28725000000.0,0.0,-196000000.0,-315000000.0,51000000.0,885000000.0,542000000.0,0.0,36000000.0,287000000.0,227000000.0,-778000000.0,89000000.0,-409000000.0,286000000.0,-376000000.0,0.0,3428000000.0,0.0,22944000000.0,1504000000.0,192000000.0,1054000000.0,1054000000.0,0.0,4.07,1696000000.0,450000000.0,1695000000.0,3521000000.0,3.98,1982000000.0,1054000000.0,5216000000.0,17728000000.0,255199261.0,0.0,6.0,0.0239565853832697,0.227336122733612,1.52496766058509,28725000000.0,0.227336122733612,89.9062164603995,0.260061919504644,0.609761531766754,0.160608270549512,112.55910337452,0.060645467976324
12,2018,1,2018-03-31 00:00:00+00:00,24755900000.0,14203500000.0,46288000000.0,19457700000.0,4630600000.0,1775800000.0,73300400000.0,0.0,0.0,19241100000.0,21532100000.0,36326300000.0,255721900.0,23452900000.0,8561100000.0,2115900000.0,29261500000.0,2237600000.0,19885900000.0,18110100000.0,2007800000.0,-720600000.0,36974100000.0,3995200000.0,27012400000.0,0.0,-192000000.0,-218000000.0,1022000000.0,-335000000.0,2215000000.0,0.0,42000000.0,-627000000.0,1997000000.0,-566000000.0,1224000000.0,-209000000.0,270000000.0,-1346000000.0,0.0,3428000000.0,0.0,22537000000.0,1780000000.0,184000000.0,1312000000.0,1312000000.0,0.0,5.13,1964000000.0,468000000.0,1983000000.0,3508000000.0,4.99,2234000000.0,1312000000.0,5491000000.0,17046000000.0,255721900.0,0.0,6.0,0.000492766104794873,0.243643785774504,1.49354699283807,27012400000.0,0.243643785774504,88.1308953202678,0.342931937172775,0.670436540255586,0.15658092797232,105.631938445632,0.0591366460535565
