,year,quarter,date,statementData.balanceSheet.taxAssets,statementData.balanceSheet.totalAssets,statementData.balanceSheet.intangibles,statementData.balanceSheet.accoci,statementData.balanceSheet.acctPay,statementData.balanceSheet.investments,statementData.balanceSheet.deferredRev,statementData.balanceSheet.cashAndEq,statementData.balanceSheet.ppeq,statementData.balanceSheet.acctRec,statementData.balanceSheet.retainedEarnings,statementData.balanceSheet.inventory,statementData.balanceSheet.taxLiabilities,statementData.balanceSheet.deposits,statementData.balanceSheet.debt,statementData.balanceSheet.sharesBasic,statementData.balanceSheet.equity,statementData.balanceSheet.totalLiabilities,statementData.cashFlow.payDiv,statementData.cashFlow.investmentsAcqDisposals,statementData.cashFlow.businessAcqDisposals,statementData.cashFlow.freeCashFlow,statementData.cashFlow.issrepayEquity,statementData.cashFlow.ncfi,statementData.cashFlow.capex,statementData.cashFlow.sbcomp,statementData.cashFlow.depamor,statementData.cashFlow.ncfo,statementData.cashFlow.ncfx,statementData.cashFlow.issrepayDebt,statementData.cashFlow.ncf,statementData.cashFlow.ncff,statementData.incomeStatement.netIncComStock,statementData.incomeStatement.costRev,statementData.incomeStatement.eps,statementData.incomeStatement.netinc,statementData.incomeStatement.epsDil,statementData.incomeStatement.ebit,statementData.incomeStatement.netIncDiscOps,statementData.incomeStatement.ebitda,statementData.incomeStatement.shareswa,statementData.incomeStatement.nonControllingInterests,statementData.incomeStatement.prefDVDs,statementData.incomeStatement.opex,statementData.incomeStatement.sga,statementData.incomeStatement.grossProfit,statementData.incomeStatement.ebt,statementData.incomeStatement.revenue,statementData.incomeStatement.intexp,statementData.incomeStatement.taxExp,statementData.incomeStatement.consolidatedIncome,statementData.incomeStatement.opinc,statementData.incomeStatement.rnd,statementData.overview.roa,statementData.overview.piotroskiFScore,statementData.overview.bookVal,statementData.overview.epsQoQ,statementData.overview.rps,statementData.overview.grossMargin,statementData.overview.longTermDebtEquity,statementData.overview.revenueQoQ,statementData.overview.bvps,statementData.overview.profitMargin,statementData.overview.roe
0,2020,3,2020-09-30 00:00:00+00:00,0.0,347804000000.0,1778000000.0,7809000000.0,6435000000.0,149515000000.0,0.0,2595000000.0,0.0,17108000000.0,8647000000.0,0.0,0.0,102568000000.0,6714000000.0,193248120.0,21549000000.0,326255000000.0,-77000000.0,-3055000000.0,0.0,-630000000.0,0.0,-3081000000.0,0.0,0.0,0.0,-630000000.0,0.0,0.0,-1606000000.0,2105000000.0,398000000.0,4815000000.0,2.06,398000000.0,2.01,526000000.0,0.0,526000000.0,193248120.0,0.0,0.0,20000000.0,0.0,546000000.0,460000000.0,5361000000.0,66000000.0,62000000.0,398000000.0,526000000.0,0.0,0.00235070733768224,4.0,21549000000.0,-3.54320987654321,27.7415376667054,0.101846670397314,0.311568982319365,0.155886157826649,111.509493598178,0.101846670397314,0.0401303727846812
1,2020,2,2020-06-30 00:00:00+00:00,0.0,339659000000.0,1778000000.0,7323000000.0,7031000000.0,144917000000.0,0.0,4201000000.0,0.0,17356000000.0,8327000000.0,0.0,0.0,100537000000.0,6736000000.0,193224445.0,20731000000.0,318928000000.0,-77000000.0,-4077000000.0,0.0,516000000.0,0.0,-4106000000.0,0.0,0.0,0.0,516000000.0,0.0,50000000.0,-2001000000.0,1589000000.0,-94000000.0,3580000000.0,-0.49,-94000000.0,-0.49,-77000000.0,0.0,-77000000.0,193224445.0,0.0,0.0,14000000.0,0.0,-63000000.0,-161000000.0,3517000000.0,84000000.0,-67000000.0,-94000000.0,-77000000.0,0.0,0.000694809484907995,4.0,20731000000.0,-1.27222222222222,18.201630751223,-0.017912994029002,0.324924026819739,-0.183990719257541,107.289737589879,-0.017912994029002,0.0118970309374756
2,2020,1,2020-03-31 00:00:00+00:00,0.0,318649000000.0,1778000000.0,3004000000.0,8434000000.0,135252000000.0,0.0,6202000000.0,0.0,17485000000.0,8500000000.0,0.0,0.0,99508000000.0,6748000000.0,195371579.0,16575000000.0,302074000000.0,-79000000.0,803000000.0,0.0,455000000.0,-225000000.0,742000000.0,0.0,0.0,0.0,455000000.0,0.0,199000000.0,3639000000.0,2442000000.0,52000000.0,4311000000.0,0.27,52000000.0,0.15,102000000.0,0.0,102000000.0,195371579.0,0.0,0.0,12000000.0,0.0,114000000.0,34000000.0,4425000000.0,68000000.0,-18000000.0,52000000.0,102000000.0,0.0,0.0021092327358455,5.0,16575000000.0,-0.780487804878049,22.6491489839471,0.0257627118644068,0.407119155354449,0.116015132408575,84.8383377195308,0.0257627118644068,0.0367247517331834
3,2019,4,2019-12-31 00:00:00+00:00,0.0,334761000000.0,1778000000.0,5673000000.0,5082000000.0,133697000000.0,0.0,2563000000.0,0.0,17609000000.0,8854000000.0,0.0,0.0,98018000000.0,6367000000.0,198330603.0,19689000000.0,315072000000.0,-76000000.0,-3147000000.0,0.0,171000000.0,-100000000.0,-3214000000.0,0.0,0.0,0.0,171000000.0,0.0,106000000.0,-376000000.0,2667000000.0,432000000.0,3773000000.0,2.16,432000000.0,2.14,553000000.0,0.0,553000000.0,198330603.0,0.0,0.0,19000000.0,0.0,572000000.0,481000000.0,4345000000.0,72000000.0,49000000.0,432000000.0,553000000.0,0.0,0.00273330880759403,5.0,19689000000.0,0.142857142857143,21.907864617343,0.131645569620253,0.323378536238509,-0.041050540719488,99.2736355468046,0.131645569620253,0.0475321888412017
5,2019,3,2019-09-30 00:00:00+00:00,0.0,325278000000.0,1778000000.0,6248000000.0,5528000000.0,132520000000.0,0.0,2939000000.0,0.0,17793000000.0,8559000000.0,0.0,0.0,95283000000.0,6370000000.0,200192690.0,19999000000.0,305279000000.0,-74000000.0,-2156000000.0,0.0,-295000000.0,-150000000.0,-2226000000.0,0.0,0.0,0.0,-295000000.0,0.0,345000000.0,-375000000.0,2146000000.0,-161000000.0,4759000000.0,-0.81,-161000000.0,-0.83,-137000000.0,0.0,-137000000.0,200192690.0,0.0,0.0,16000000.0,0.0,-121000000.0,-250000000.0,4638000000.0,113000000.0,-89000000.0,-161000000.0,-137000000.0,0.0,0.00270797304408075,3.0,19999000000.0,-1.3568281938326,23.1676790995715,-0.0260888313928417,0.31851592579629,0.0877110694183865,99.8987525468587,-0.0260888313928417,0.0492914000086679
6,2019,2,2019-06-30 00:00:00+00:00,0.0,322259000000.0,1778000000.0,4336000000.0,5632000000.0,126380000000.0,0.0,3314000000.0,0.0,18034000000.0,8878000000.0,0.0,0.0,94947000000.0,5921000000.0,202343277.0,18455000000.0,303804000000.0,-76000000.0,1136000000.0,0.0,-1231000000.0,-150000000.0,1074000000.0,0.0,0.0,0.0,-1231000000.0,0.0,50000000.0,1721000000.0,1878000000.0,363000000.0,3804000000.0,1.8,363000000.0,1.79,491000000.0,0.0,491000000.0,202343277.0,0.0,0.0,15000000.0,0.0,506000000.0,421000000.0,4310000000.0,70000000.0,58000000.0,363000000.0,491000000.0,0.0,0.00485727319335839,3.0,18455000000.0,0.0227272727272727,21.3004358924166,0.117401392111369,0.320834462205364,0.072139303482587,91.2063908108002,0.117401392111369,0.0935730728550986
7,2019,1,2019-03-31 00:00:00+00:00,0.0,314299000000.0,1778000000.0,2453000000.0,5362000000.0,121745000000.0,0.0,1593000000.0,0.0,18267000000.0,8679000000.0,0.0,0.0,93959000000.0,5872000000.0,204293812.0,16417000000.0,297882000000.0,-77000000.0,-1071000000.0,0.0,-1331000000.0,-150000000.0,-1133000000.0,0.0,0.0,0.0,-1331000000.0,0.0,0.0,-752000000.0,1712000000.0,252000000.0,3611000000.0,1.23,252000000.0,1.22,339000000.0,0.0,339000000.0,204293812.0,0.0,0.0,15000000.0,0.0,354000000.0,268000000.0,3965000000.0,71000000.0,16000000.0,252000000.0,339000000.0,0.0,0.0050233391050161,3.0,16417000000.0,-0.267857142857143,19.4083215795102,0.089281210592686,0.357678016690016,0.0986422831809366,80.3597516698156,0.089281210592686,0.100042613170748
8,2018,4,2018-12-31 00:00:00+00:00,0.0,298147000000.0,1782000000.0,407000000.0,4805000000.0,115216000000.0,0.0,2345000000.0,0.0,18318000000.0,8551000000.0,0.0,0.0,91233000000.0,5839000000.0,213604724.0,14350000000.0,283797000000.0,-72000000.0,-1526000000.0,0.0,909000000.0,-625000000.0,-1575000000.0,0.0,0.0,0.0,909000000.0,0.0,0.0,885000000.0,1551000000.0,399000000.0,3968000000.0,1.89,399000000.0,1.81,536000000.0,0.0,536000000.0,213604724.0,0.0,0.0,27000000.0,0.0,563000000.0,467000000.0,4531000000.0,69000000.0,68000000.0,399000000.0,536000000.0,0.0,0.00556240074707686,5.0,14350000000.0,-0.489189189189189,21.2120776879448,0.12425513131759,0.406898954703833,0.234941400926683,67.1801621765631,0.12425513131759,0.10834901455878
10,2018,3,2018-09-30 00:00:00+00:00,0.0,303850000000.0,1757000000.0,836000000.0,4212000000.0,112686000000.0,0.0,1460000000.0,0.0,18863000000.0,8615000000.0,0.0,0.0,89906000000.0,5804000000.0,216680606.0,15070000000.0,288780000000.0,-72000000.0,-1796000000.0,-6000000.0,402000000.0,-175000000.0,-1867000000.0,0.0,0.0,0.0,402000000.0,0.0,0.0,-315000000.0,1150000000.0,490000000.0,3645000000.0,2.27,490000000.0,2.24,601000000.0,0.0,601000000.0,216680606.0,0.0,0.0,18000000.0,0.0,619000000.0,532000000.0,4264000000.0,69000000.0,42000000.0,490000000.0,601000000.0,0.0,0.00707066019754538,4.0,15070000000.0,0.201058201058201,19.6787339610819,0.145168855534709,0.38513603185136,0.214468812304187,69.5493716682701,0.145168855534709,0.129464707178148
11,2018,2,2018-06-30 00:00:00+00:00,0.0,298832000000.0,1750000000.0,1201000000.0,4699000000.0,112007000000.0,0.0,1775000000.0,0.0,18553000000.0,8302000000.0,0.0,0.0,88698000000.0,5826000000.0,218706881.0,15177000000.0,283655000000.0,-73000000.0,-315000000.0,-1416000000.0,492000000.0,-100000000.0,-1778000000.0,0.0,0.0,0.0,492000000.0,0.0,-50000000.0,-482000000.0,804000000.0,385000000.0,3485000000.0,1.76,385000000.0,1.7,519000000.0,0.0,519000000.0,218706881.0,0.0,0.0,16000000.0,0.0,535000000.0,451000000.0,4020000000.0,68000000.0,66000000.0,385000000.0,519000000.0,0.0,0.0069856424811524,5.0,15177000000.0,-0.0434782608695653,18.3807659897084,0.133084577114428,0.383870330104764,0.12384679899357,69.3942501059214,0.133084577114428,0.122534646131053
