,year,quarter,date,statementData.balanceSheet.liabilitiesCurrent,statementData.balanceSheet.acctPay,statementData.balanceSheet.totalLiabilities,statementData.balanceSheet.investmentsCurrent,statementData.balanceSheet.cashAndEq,statementData.balanceSheet.debtCurrent,statementData.balanceSheet.totalAssets,statementData.balanceSheet.inventory,statementData.balanceSheet.taxAssets,statementData.balanceSheet.retainedEarnings,statementData.balanceSheet.liabilitiesNonCurrent,statementData.balanceSheet.assetsNonCurrent,statementData.balanceSheet.sharesBasic,statementData.balanceSheet.investments,statementData.balanceSheet.acctRec,statementData.balanceSheet.deferredRev,statementData.balanceSheet.intangibles,statementData.balanceSheet.ppeq,statementData.balanceSheet.debt,statementData.balanceSheet.debtNonCurrent,statementData.balanceSheet.taxLiabilities,statementData.balanceSheet.accoci,statementData.balanceSheet.assetsCurrent,statementData.balanceSheet.investmentsNonCurrent,statementData.balanceSheet.equity,statementData.balanceSheet.deposits,statementData.cashFlow.payDiv,statementData.cashFlow.capex,statementData.cashFlow.ncf,statementData.cashFlow.issrepayEquity,statementData.cashFlow.ncfo,statementData.cashFlow.ncfx,statementData.cashFlow.sbcomp,statementData.cashFlow.ncff,statementData.cashFlow.freeCashFlow,statementData.cashFlow.ncfi,statementData.cashFlow.investmentsAcqDisposals,statementData.cashFlow.issrepayDebt,statementData.cashFlow.depamor,statementData.cashFlow.businessAcqDisposals,statementData.incomeStatement.rnd,statementData.incomeStatement.sga,statementData.incomeStatement.netIncDiscOps,statementData.incomeStatement.revenue,statementData.incomeStatement.ebt,statementData.incomeStatement.intexp,statementData.incomeStatement.netinc,statementData.incomeStatement.netIncComStock,statementData.incomeStatement.nonControllingInterests,statementData.incomeStatement.eps,statementData.incomeStatement.ebit,statementData.incomeStatement.taxExp,statementData.incomeStatement.opinc,statementData.incomeStatement.opex,statementData.incomeStatement.epsDil,statementData.incomeStatement.ebitda,statementData.incomeStatement.consolidatedIncome,statementData.incomeStatement.grossProfit,statementData.incomeStatement.costRev,statementData.incomeStatement.shareswa,statementData.incomeStatement.prefDVDs,statementData.overview.piotroskiFScore,statementData.overview.revenueQoQ,statementData.overview.profitMargin,statementData.overview.currentRatio,statementData.overview.bookVal,statementData.overview.grossMargin,statementData.overview.rps,statementData.overview.epsQoQ,statementData.overview.longTermDebtEquity,statementData.overview.roe,statementData.overview.bvps,statementData.overview.roa
0,2020,3,2020-09-30 00:00:00+00:00,10500000000.0,2682000000.0,64574000000.0,0.0,1947000000.0,3017000000.0,84434000000.0,1660000000.0,0.0,4317000000.0,54074000000.0,73740000000.0,930142153.0,3125000000.0,3081000000.0,0.0,0.0,69617000000.0,39702000000.0,36685000000.0,7508000000.0,-283000000.0,10694000000.0,3125000000.0,19860000000.0,0.0,-7000000.0,-229000000.0,861000000.0,18000000.0,852000000.0,0.0,0.0,301000000.0,623000000.0,-292000000.0,-15000000.0,341000000.0,1915000000.0,-42000000.0,29000000.0,166000000.0,-80000000.0,3283000000.0,-3978000000.0,353000000.0,-3575000000.0,-3778000000.0,0.0,-4.07,-3625000000.0,-403000000.0,-3916000000.0,3154000000.0,-4.07,-1710000000.0,-3575000000.0,-762000000.0,4045000000.0,930142153.0,203000000.0,2.0,-0.45672679132881,-0.232104782211392,1.01847619047619,19860000000.0,-0.232104782211392,3.52956802292133,2.76851851851852,1.84718026183283,-0.577635124571197,21.3515750640322,-0.163197430747365
1,2020,2,2020-06-30 00:00:00+00:00,9919000000.0,3034000000.0,66106000000.0,0.0,1135000000.0,2880000000.0,89452000000.0,1477000000.0,0.0,8105000000.0,56187000000.0,81015000000.0,900018184.0,6128000000.0,3513000000.0,0.0,0.0,73733000000.0,39654000000.0,36774000000.0,7887000000.0,-312000000.0,8437000000.0,6128000000.0,23346000000.0,0.0,-714000000.0,-689000000.0,-1151000000.0,14000000.0,360000000.0,0.0,0.0,-935000000.0,-329000000.0,-576000000.0,-51000000.0,0.0,2186000000.0,168000000.0,33000000.0,225000000.0,1415000000.0,2976000000.0,-9599000000.0,310000000.0,-8131000000.0,-8353000000.0,0.0,-9.12,-9289000000.0,-1468000000.0,-7991000000.0,6991000000.0,-9.12,-7103000000.0,-8131000000.0,-1000000000.0,3976000000.0,900018184.0,222000000.0,2.0,-0.335120643431635,-0.336021505376344,0.850589777195282,23346000000.0,-0.336021505376344,3.30659985865352,-11.8571428571429,1.5751734772552,-0.410906500844317,25.9394759073001,-0.120563179201067
2,2020,1,2020-03-31 00:00:00+00:00,11963000000.0,3845000000.0,70348000000.0,0.0,2263000000.0,2917000000.0,101643000000.0,1436000000.0,0.0,17229000000.0,58385000000.0,87534000000.0,895224961.0,6050000000.0,3676000000.0,0.0,0.0,80266000000.0,39743000000.0,36826000000.0,9403000000.0,-334000000.0,14109000000.0,6050000000.0,31295000000.0,0.0,-913000000.0,-1728000000.0,-1210000000.0,90000000.0,1339000000.0,0.0,0.0,-1019000000.0,-389000000.0,-1530000000.0,254000000.0,0.0,2242000000.0,-35000000.0,37000000.0,260000000.0,0.0,6451000000.0,-2095000000.0,352000000.0,-2013000000.0,-2232000000.0,0.0,-2.49,-1743000000.0,-82000000.0,-1025000000.0,2443000000.0,-2.49,499000000.0,-2013000000.0,1418000000.0,5033000000.0,895224961.0,219000000.0,3.0,0.577647346539496,0.219810882033793,1.17938644152804,31295000000.0,0.219810882033793,7.20600997630136,-3.96428571428571,1.17673749800288,-0.125185028547262,34.9576937231981,-0.0403792374326444
3,2019,4,2019-12-31 00:00:00+00:00,14845000000.0,7050000000.0,75098000000.0,0.0,3517000000.0,630000000.0,109330000000.0,1581000000.0,0.0,20180000000.0,60253000000.0,92557000000.0,893317470.0,6389000000.0,8900000000.0,0.0,0.0,83641000000.0,40039000000.0,39409000000.0,9717000000.0,-221000000.0,16773000000.0,6389000000.0,34232000000.0,0.0,-858000000.0,-2293000000.0,-1791000000.0,18000000.0,2009000000.0,0.0,0.0,-2499000000.0,-284000000.0,-1301000000.0,1183000000.0,-1791000000.0,2271000000.0,-162000000.0,112000000.0,337000000.0,0.0,6796000000.0,-1093000000.0,434000000.0,-1139000000.0,-1339000000.0,103000000.0,-1.67,-659000000.0,46000000.0,-921000000.0,2722000000.0,-1.67,1612000000.0,-1036000000.0,1801000000.0,4995000000.0,893317470.0,200000000.0,2.0,0.4152436484798,0.265008828722778,1.12987537891546,34232000000.0,0.265008828722778,7.60759777820085,-2.77659574468085,1.15123276466464,-0.0348996855485185,38.3200834525267,-0.0121633845080467
5,2019,3,2019-09-30 00:00:00+00:00,15697000000.0,6789000000.0,84438000000.0,0.0,5294000000.0,494000000.0,125443000000.0,1601000000.0,0.0,22227000000.0,68741000000.0,104499000000.0,748348543.0,3684000000.0,7009000000.0,0.0,8461000000.0,91199000000.0,48753000000.0,48259000000.0,10956000000.0,-332000000.0,20944000000.0,3684000000.0,36080000000.0,0.0,-588000000.0,-1737000000.0,3614000000.0,9973000000.0,2405000000.0,0.0,0.0,26232000000.0,668000000.0,-25023000000.0,-59000000.0,16956000000.0,1767000000.0,-23073000000.0,63000000.0,245000000.0,15000000.0,6043000000.0,-631000000.0,381000000.0,-794000000.0,-912000000.0,42000000.0,-1.08,-250000000.0,163000000.0,-264000000.0,1919000000.0,-1.08,1517000000.0,-752000000.0,1655000000.0,4388000000.0,748348543.0,118000000.0,4.0,-0.0215349740932642,0.27387059407579,1.33426769446391,41005000000.0,0.27387059407579,8.07511427198703,-1.44262295081967,1.33755543237251,0.0424029682077745,54.793986550195,0.0164056847245277
6,2019,2,2019-06-30 00:00:00+00:00,7880000000.0,5445000000.0,23423000000.0,0.0,1751000000.0,368000000.0,44770000000.0,1582000000.0,0.0,23848000000.0,15543000000.0,35345000000.0,747877859.0,1777000000.0,6045000000.0,0.0,0.0,32796000000.0,10968000000.0,10600000000.0,950000000.0,-184000000.0,9425000000.0,1777000000.0,21347000000.0,0.0,-587000000.0,-1268000000.0,-1000000.0,21000000.0,2013000000.0,0.0,0.0,-726000000.0,745000000.0,-1288000000.0,-45000000.0,-108000000.0,1031000000.0,25000000.0,35000000.0,163000000.0,0.0,4476000000.0,941000000.0,153000000.0,635000000.0,635000000.0,0.0,0.84,1094000000.0,306000000.0,997000000.0,508000000.0,0.84,2125000000.0,635000000.0,1505000000.0,2971000000.0,747877859.0,0.0,4.0,0.083514887436456,0.336237712243074,1.19606598984772,21347000000.0,0.336237712243074,5.98493449984592,-0.236363636363636,0.496556893240268,0.179902110020843,28.5434309133626,0.0863335225133597
7,2019,1,2019-03-31 00:00:00+00:00,7537000000.0,5261000000.0,23144000000.0,0.0,1752000000.0,356000000.0,44380000000.0,1484000000.0,0.0,23795000000.0,15607000000.0,35110000000.0,749546443.0,1725000000.0,6111000000.0,0.0,0.0,32584000000.0,11024000000.0,10668000000.0,918000000.0,-168000000.0,9270000000.0,1725000000.0,21236000000.0,0.0,-591000000.0,-1310000000.0,-1281000000.0,-221000000.0,948000000.0,0.0,0.0,-814000000.0,-362000000.0,-1415000000.0,-36000000.0,0.0,973000000.0,-69000000.0,36000000.0,140000000.0,0.0,4089000000.0,856000000.0,98000000.0,631000000.0,631000000.0,0.0,0.84,954000000.0,225000000.0,881000000.0,414000000.0,0.84,1927000000.0,631000000.0,1295000000.0,2794000000.0,749546443.0,0.0,4.0,0.0690196078431373,0.316703350452433,1.22993233381982,21236000000.0,0.316703350452433,5.45529905209623,-0.0869565217391305,0.502354492371445,0.190807897771398,28.3318001150197,0.0914824718771508
8,2018,4,2018-12-31 00:00:00+00:00,7412000000.0,4885000000.0,22524000000.0,0.0,3033000000.0,116000000.0,43854000000.0,1260000000.0,0.0,23750000000.0,15112000000.0,33922000000.0,755025938.0,1680000000.0,5698000000.0,0.0,0.0,31437000000.0,10317000000.0,10201000000.0,907000000.0,-172000000.0,9932000000.0,1680000000.0,21330000000.0,0.0,-594000000.0,-1289000000.0,79000000.0,-324000000.0,2500000000.0,0.0,0.0,-915000000.0,1211000000.0,-1506000000.0,-15000000.0,0.0,1086000000.0,-202000000.0,50000000.0,162000000.0,0.0,4802000000.0,832000000.0,99000000.0,706000000.0,706000000.0,0.0,0.94,931000000.0,126000000.0,828000000.0,828000000.0,0.94,2017000000.0,706000000.0,1656000000.0,3146000000.0,755025938.0,0.0,8.0,0.33835005574136,0.344856309870887,1.33998920669185,21330000000.0,0.344856309870887,6.36004640147873,0.446153846153846,0.478246601031411,0.195615115067715,28.2506850777887,0.0940541648167754
10,2018,3,2018-09-30 00:00:00+00:00,8372000000.0,5443000000.0,23464000000.0,0.0,2954000000.0,116000000.0,44957000000.0,1009000000.0,0.0,23635000000.0,15092000000.0,33845000000.0,764721453.0,1568000000.0,7122000000.0,0.0,0.0,31155000000.0,10314000000.0,10198000000.0,1162000000.0,-154000000.0,11112000000.0,1568000000.0,21489000000.0,0.0,-595000000.0,-1306000000.0,1592000000.0,-807000000.0,2404000000.0,0.0,0.0,-1398000000.0,1098000000.0,586000000.0,2706000000.0,0.0,1023000000.0,-484000000.0,24000000.0,151000000.0,0.0,6176000000.0,2579000000.0,96000000.0,1869000000.0,1869000000.0,0.0,2.44,2675000000.0,710000000.0,2588000000.0,669000000.0,2.44,3698000000.0,1869000000.0,3257000000.0,2919000000.0,764721453.0,0.0,8.0,0.989049919484702,0.527363989637306,1.32728141423794,21493000000.0,0.527363989637306,8.07614324898507,8.76,0.474568383824282,0.18739995699644,28.1056584926224,0.0902345592379988
11,2018,2,2018-06-30 00:00:00+00:00,8078000000.0,5412000000.0,23136000000.0,0.0,1362000000.0,0.0,44067000000.0,1347000000.0,0.0,22361000000.0,15058000000.0,33077000000.0,765770223.0,1551000000.0,6615000000.0,0.0,0.0,30432000000.0,10312000000.0,10312000000.0,738000000.0,-308000000.0,10990000000.0,1551000000.0,20931000000.0,0.0,-593000000.0,-1248000000.0,-244000000.0,-94000000.0,1756000000.0,0.0,0.0,-685000000.0,508000000.0,-1315000000.0,-57000000.0,0.0,947000000.0,-65000000.0,21000000.0,402000000.0,0.0,4131000000.0,1150000000.0,97000000.0,848000000.0,848000000.0,0.0,1.1,1247000000.0,302000000.0,1169000000.0,435000000.0,1.1,2194000000.0,848000000.0,1604000000.0,2527000000.0,765770223.0,0.0,7.0,0.14654454621149,0.388283708545146,1.36048526863085,20931000000.0,0.388283708545146,5.39456860024707,0.666666666666667,0.492666380010511,0.108234612879099,27.3332644327697,0.052669891513643
