,year,quarter,date,statementData.balanceSheet.totalAssets,statementData.balanceSheet.taxAssets,statementData.balanceSheet.assetsCurrent,statementData.balanceSheet.investmentsNonCurrent,statementData.balanceSheet.deferredRev,statementData.balanceSheet.acctRec,statementData.balanceSheet.investments,statementData.balanceSheet.totalLiabilities,statementData.balanceSheet.retainedEarnings,statementData.balanceSheet.liabilitiesNonCurrent,statementData.balanceSheet.taxLiabilities,statementData.balanceSheet.cashAndEq,statementData.balanceSheet.assetsNonCurrent,statementData.balanceSheet.debt,statementData.balanceSheet.intangibles,statementData.balanceSheet.accoci,statementData.balanceSheet.ppeq,statementData.balanceSheet.inventory,statementData.balanceSheet.investmentsCurrent,statementData.balanceSheet.acctPay,statementData.balanceSheet.liabilitiesCurrent,statementData.balanceSheet.sharesBasic,statementData.balanceSheet.deposits,statementData.balanceSheet.debtNonCurrent,statementData.balanceSheet.equity,statementData.balanceSheet.debtCurrent,statementData.cashFlow.capex,statementData.cashFlow.ncfi,statementData.cashFlow.freeCashFlow,statementData.cashFlow.ncff,statementData.cashFlow.ncfo,statementData.cashFlow.investmentsAcqDisposals,statementData.cashFlow.issrepayDebt,statementData.cashFlow.payDiv,statementData.cashFlow.sbcomp,statementData.cashFlow.businessAcqDisposals,statementData.cashFlow.ncf,statementData.cashFlow.issrepayEquity,statementData.cashFlow.ncfx,statementData.cashFlow.depamor,statementData.incomeStatement.opinc,statementData.incomeStatement.netIncComStock,statementData.incomeStatement.shareswa,statementData.incomeStatement.shareswaDil,statementData.incomeStatement.intexp,statementData.incomeStatement.rnd,statementData.incomeStatement.netinc,statementData.incomeStatement.grossProfit,statementData.incomeStatement.eps,statementData.incomeStatement.prefDVDs,statementData.incomeStatement.ebit,statementData.incomeStatement.netIncDiscOps,statementData.incomeStatement.taxExp,statementData.incomeStatement.opex,statementData.incomeStatement.nonControllingInterests,statementData.incomeStatement.consolidatedIncome,statementData.incomeStatement.revenue,statementData.incomeStatement.epsDil,statementData.incomeStatement.ebitda,statementData.incomeStatement.ebt,statementData.incomeStatement.sga,statementData.incomeStatement.costRev,statementData.overview.roa,statementData.overview.revenueQoQ,statementData.overview.bookVal,statementData.overview.currentRatio,statementData.overview.epsQoQ,statementData.overview.grossMargin,statementData.overview.rps,statementData.overview.longTermDebtEquity,statementData.overview.profitMargin,statementData.overview.bvps,statementData.overview.piotroskiFScore,statementData.overview.roe
0,2020,4,2020-10-25 00:00:00+00:00,9908282000.0,41449000.0,3579063000.0,308372000.0,0.0,702419000.0,325710000.0,3477956000.0,6523335000.0,1973991000.0,241259000.0,1714309000.0,6329219000.0,1303627000.0,3689012000.0,-395250000.0,1898222000.0,1072762000.0,17338000.0,777241000.0,1503965000.0,539607988.0,0.0,1044936000.0,6425548000.0,258691000.0,-140221000.0,-150276000.0,109717000.0,-117820000.0,249938000.0,53000.0,-2147000.0,-125373000.0,3269000.0,-12700000.0,-15059000.0,9700000.0,3098000.0,56007000.0,266968000.0,234356000.0,539726000.0,548032000.0,8271000.0,0.0,234356000.0,457765000.0,0.44,0.0,286834000.0,0.0,44207000.0,190797000.0,169000.0,234526000.0,2420105000.0,0.43,342841000.0,278563000.0,190797000.0,1962340000.0,0.100356953757364,-0.0325435046709731,6430326000.0,2.37975152347295,-0.0833333333333333,0.18915088394925,4.48493175382719,0.162622082972534,0.18915088394925,11.9166619898147,4.0,0.145602814437348
2,2020,3,2020-07-26 00:00:00+00:00,9600472000.0,572000.0,3409774000.0,298638000.0,0.0,648991000.0,316202000.0,3328725000.0,6414813000.0,1901674000.0,220053000.0,1729368000.0,6190698000.0,1305509000.0,3696236000.0,-431882000.0,1800012000.0,982355000.0,17564000.0,667783000.0,1427051000.0,538951833.0,0.0,1046821000.0,6267425000.0,258688000.0,-87922000.0,-82905000.0,241874000.0,872723000.0,329796000.0,-651000.0,990229000.0,-125253000.0,3724000.0,5669000.0,1123294000.0,7746000.0,3680000.0,49857000.0,241340000.0,203119000.0,539108000.0,547149000.0,5724000.0,0.0,203119000.0,422425000.0,0.38,0.0,264946000.0,0.0,56103000.0,181085000.0,141000.0,203260000.0,2381457000.0,0.37,314803000.0,259222000.0,181085000.0,1959032000.0,0.108066209841346,0.0396174976699313,6271747000.0,2.38938482226634,0.027027027027027,0.177380905890805,4.41868243910398,0.167025692369673,0.177380905890805,11.6369341673619,4.0,0.152066293145588
3,2020,2,2020-04-26 00:00:00+00:00,8395181000.0,342000.0,2248896000.0,303194000.0,0.0,536009000.0,320035000.0,2228979000.0,6336946000.0,904384000.0,220018000.0,606073000.0,6146285000.0,315156000.0,3706775000.0,-447908000.0,1750165000.0,1048992000.0,16841000.0,627728000.0,1324595000.0,537776130.0,0.0,56861000.0,6162061000.0,258295000.0,-80345000.0,-362631000.0,279527000.0,-110816000.0,359872000.0,-1975000.0,-2050000.0,-124501000.0,6167000.0,-280373000.0,-118346000.0,15659000.0,-4771000.0,50588000.0,283440000.0,227734000.0,538119000.0,546373000.0,3497000.0,0.0,227734000.0,477352000.0,0.42,0.0,290104000.0,0.0,58873000.0,193912000.0,-119000.0,227615000.0,2422465000.0,0.42,340692000.0,286607000.0,193912000.0,1945113000.0,0.113049152535645,0.033146902177807,6166202000.0,1.6977989498677,-0.207547169811321,0.197052176192432,4.504597479996,0.00922759446879867,0.197052176192432,11.4661132319131,4.0,0.153859925757887
4,2020,1,2020-01-26 00:00:00+00:00,8290109000.0,187000.0,2394967000.0,290777000.0,0.0,562483000.0,305585000.0,2194064000.0,6246641000.0,1170979000.0,206602000.0,724419000.0,5895142000.0,317231000.0,3515892000.0,-393278000.0,1695228000.0,1057277000.0,14808000.0,617494000.0,1023085000.0,534736743.0,0.0,308972000.0,6091764000.0,8259000.0,-57097000.0,-60504000.0,131321000.0,-77915000.0,188418000.0,-16000.0,-2019000.0,-112249000.0,9298000.0,-4509000.0,51518000.0,36353000.0,1519000.0,49329000.0,272899000.0,242872000.0,535075000.0,544815000.0,3577000.0,0.0,242872000.0,468420000.0,0.45,0.0,293658000.0,0.0,47209000.0,195521000.0,81000.0,242953000.0,2384434000.0,0.45,342987000.0,290081000.0,195521000.0,1916014000.0,0.121433283717516,0.0102014315643197,6096045000.0,2.34092670696961,0.0,0.196449136356888,4.4590801571307,0.0507196273526026,0.196449136356888,11.4000862663743,3.0,0.164764817537075
5,2019,4,2019-10-27 00:00:00+00:00,8109004000.0,19924000.0,2361413000.0,289157000.0,0.0,574396000.0,303893000.0,2183469000.0,6128207000.0,1078420000.0,182782000.0,672901000.0,5747591000.0,250000000.0,3515507000.0,-399500000.0,1629111000.0,1042362000.0,14736000.0,702718000.0,1105049000.0,533969951.0,0.0,250000000.0,5921458000.0,0.0,-138463000.0,-134788000.0,211621000.0,-100294000.0,350084000.0,-612000.0,0.0,-112082000.0,3000000.0,2984000.0,112702000.0,11788000.0,-2300000.0,42994000.0,309928000.0,255503000.0,534149000.0,543801000.0,3095000.0,0.0,255503000.0,493723000.0,0.48,0.0,326726000.0,0.0,68128000.0,183795000.0,63000.0,255566000.0,2501513000.0,0.47,369720000.0,323631000.0,183795000.0,2007790000.0,0.121762019221873,-0.00918288412431278,5925535000.0,2.13693057954896,-0.0204081632653061,0.197369751826195,4.68474489119707,0.0422193317929469,0.197369751826195,11.0971319432917,5.0,0.167263126029207
7,2019,3,2019-07-28 00:00:00+00:00,7954576000.0,667000.0,2245968000.0,279265000.0,0.0,528583000.0,293329000.0,2063241000.0,5984305000.0,990154000.0,179531000.0,560199000.0,5708608000.0,250000000.0,3525416000.0,-275195000.0,1516386000.0,1108514000.0,14064000.0,629116000.0,1073087000.0,533844537.0,0.0,250000000.0,5887071000.0,0.0,-61519000.0,-69886000.0,145800000.0,-215478000.0,207319000.0,-7220000.0,0.0,-112684000.0,3193000.0,-3432000.0,-79128000.0,-102794000.0,-1083000.0,41472000.0,253273000.0,199449000.0,534188000.0,543678000.0,3213000.0,0.0,199449000.0,433442000.0,0.37,0.0,264235000.0,0.0,61573000.0,180169000.0,-22000.0,199427000.0,2290705000.0,0.37,305707000.0,261022000.0,180169000.0,1857263000.0,0.12236966117602,-0.0290092754060587,5891335000.0,2.09299711952526,-0.0750000000000001,0.189217729912843,4.29095896133522,0.0424659393440303,0.189217729912843,11.0356753543026,5.0,0.170608933791838
8,2019,2,2019-04-28 00:00:00+00:00,7935745000.0,293000.0,2250667000.0,276478000.0,0.0,537447000.0,283153000.0,2033961000.0,6003637000.0,982285000.0,164582000.0,639327000.0,5685078000.0,250000000.0,3527027000.0,-278135000.0,1494567000.0,1030574000.0,6675000.0,636471000.0,1051676000.0,535675778.0,0.0,250000000.0,5897336000.0,0.0,-47329000.0,426506000.0,130839000.0,-481573000.0,178168000.0,-6664000.0,-374878000.0,-112162000.0,5568000.0,466473000.0,126638000.0,5467000.0,3537000.0,40725000.0,299073000.0,282429000.0,535480000.0,546330000.0,5615000.0,0.0,282429000.0,469149000.0,0.53,0.0,323454000.0,0.0,35410000.0,170076000.0,207000.0,282636000.0,2344744000.0,0.52,364179000.0,317839000.0,170076000.0,1875595000.0,0.123938989582184,0.00608263736565506,5901784000.0,2.14007641136624,0.177777777777778,0.200085382455398,4.3771701023226,0.0423920224318235,0.200085382455398,11.0174554131137,4.0,0.176261849777994
9,2019,1,2019-01-27 00:00:00+00:00,8155398000.0,147000.0,2100686000.0,277837000.0,0.0,565060000.0,277837000.0,2449619000.0,5856029000.0,1013807000.0,243460000.0,512689000.0,6054712000.0,624878000.0,3921741000.0,-292342000.0,1483681000.0,994428000.0,0.0,621987000.0,1435812000.0,534595685.0,0.0,250000000.0,5701709000.0,374878000.0,-9125000.0,-1679000.0,178300000.0,-128899000.0,187425000.0,0.0,38000.0,-100125000.0,7946000.0,7302000.0,53553000.0,-28812000.0,-3294000.0,40018000.0,294790000.0,241425000.0,534495000.0,547118000.0,6147000.0,0.0,241425000.0,488334000.0,0.45,0.0,313028000.0,0.0,65456000.0,193544000.0,94000.0,241519000.0,2360355000.0,0.44,353046000.0,306881000.0,193544000.0,1872021000.0,0.118722615615393,0.0124660435217709,5705779000.0,1.46306480235574,-0.210526315789474,0.206890065265606,4.41521521072509,0.0438465028643166,0.206890065265606,10.6730734274445,3.0,0.172957354801981
10,2018,4,2018-10-28 00:00:00+00:00,8142292000.0,3995000.0,2050100000.0,273153000.0,0.0,600438000.0,273153000.0,2537474000.0,5729956000.0,1398560000.0,199583000.0,459136000.0,6092192000.0,624840000.0,3921335000.0,-243498000.0,1512600000.0,963527000.0,0.0,719909000.0,1138914000.0,533117904.0,0.0,624840000.0,5600811000.0,0.0,-143125000.0,-139398000.0,355399000.0,-165639000.0,498524000.0,0.0,-94961000.0,-99592000.0,2939000.0,-683000.0,190154000.0,28914000.0,-3333000.0,40750000.0,310762000.0,261406000.0,533109000.0,545420000.0,6329000.0,0.0,261406000.0,533328000.0,0.49,0.0,327743000.0,0.0,60008000.0,222566000.0,90000.0,261496000.0,2524697000.0,0.48,368493000.0,321414000.0,205287000.0,1991369000.0,0.127609108189298,0.0128736648522352,5604818000.0,1.80004811601227,0.195121951219512,0.211244359224097,4.73571977428843,0.111562414800285,0.211244359224097,10.5132803793436,4.0,0.188911848416598
12,2018,3,2018-07-29 00:00:00+00:00,7895373000.0,4641000.0,1854310000.0,276462000.0,0.0,559181000.0,276462000.0,2499605000.0,5615053000.0,1402774000.0,141564000.0,268982000.0,6041063000.0,719801000.0,3971472000.0,-259208000.0,1410310000.0,1001044000.0,0.0,592738000.0,1096831000.0,530506904.0,0.0,624801000.0,5391601000.0,95000000.0,-102012000.0,-109510000.0,197852000.0,-178584000.0,299864000.0,0.0,-89962000.0,-99376000.0,6265000.0,-9764000.0,7411000.0,10754000.0,-4359000.0,40792000.0,243549000.0,210243000.0,530606000.0,543762000.0,8435000.0,0.0,210243000.0,455046000.0,0.4,0.0,266057000.0,0.0,47379000.0,211497000.0,110000.0,210353000.0,2359142000.0,0.39,306849000.0,257622000.0,211497000.0,1904096000.0,0.126818307324394,0.068754516110765,5395768000.0,1.69060684827471,0.142857142857143,0.192886227280935,4.44695814929489,0.115884131633628,0.192886227280935,10.1709665968833,3.0,0.18662928769678
