,date,quarter,year,statementData.balanceSheet.retainedEarnings,statementData.balanceSheet.deposits,statementData.balanceSheet.accoci,statementData.balanceSheet.inventory,statementData.balanceSheet.ppeq,statementData.balanceSheet.deferredRev,statementData.balanceSheet.cashAndEq,statementData.balanceSheet.equity,statementData.balanceSheet.taxLiabilities,statementData.balanceSheet.intangibles,statementData.balanceSheet.totalAssets,statementData.balanceSheet.taxAssets,statementData.balanceSheet.acctPay,statementData.balanceSheet.investments,statementData.balanceSheet.acctRec,statementData.balanceSheet.totalLiabilities,statementData.balanceSheet.sharesBasic,statementData.balanceSheet.debt,statementData.cashFlow.ncf,statementData.cashFlow.issrepayEquity,statementData.cashFlow.payDiv,statementData.cashFlow.ncff,statementData.cashFlow.ncfx,statementData.cashFlow.capex,statementData.cashFlow.ncfi,statementData.cashFlow.investmentsAcqDisposals,statementData.cashFlow.depamor,statementData.cashFlow.ncfo,statementData.cashFlow.issrepayDebt,statementData.cashFlow.sbcomp,statementData.cashFlow.businessAcqDisposals,statementData.cashFlow.freeCashFlow,statementData.incomeStatement.netIncComStock,statementData.incomeStatement.sga,statementData.incomeStatement.ebt,statementData.incomeStatement.ebitda,statementData.incomeStatement.prefDVDs,statementData.incomeStatement.costRev,statementData.incomeStatement.shareswaDil,statementData.incomeStatement.opinc,statementData.incomeStatement.grossProfit,statementData.incomeStatement.ebit,statementData.incomeStatement.eps,statementData.incomeStatement.taxExp,statementData.incomeStatement.revenue,statementData.incomeStatement.nonControllingInterests,statementData.incomeStatement.rnd,statementData.incomeStatement.netinc,statementData.incomeStatement.intexp,statementData.incomeStatement.netIncDiscOps,statementData.incomeStatement.epsDil,statementData.incomeStatement.shareswa,statementData.incomeStatement.consolidatedIncome,statementData.incomeStatement.opex,statementData.overview.roa,statementData.overview.piotroskiFScore,statementData.overview.bookVal,statementData.overview.epsQoQ,statementData.overview.rps,statementData.overview.grossMargin,statementData.overview.longTermDebtEquity,statementData.overview.revenueQoQ,statementData.overview.bvps,statementData.overview.profitMargin,statementData.overview.roe
0,2020-09-30 00:00:00+00:00,3,2020,-1884602000.0,0.0,3579000.0,0.0,6039984000.0,0.0,268491000.0,2121391000.0,0.0,0.0,7042129000.0,0.0,0.0,300326000.0,0.0,4821512000.0,120225943.0,4406797000.0,-174017000.0,0.0,-60945000.0,-59637000.0,0.0,-185496000.0,-195899000.0,0.0,98249000.0,81519000.0,-448845000.0,0.0,0.0,-103977000.0,-25046000.0,8118000.0,-26754000.0,122014000.0,39000.0,77748000.0,119966660.0,13769000.0,137707000.0,23765000.0,-0.21,-1747000.0,215455000.0,192000.0,0.0,-25007000.0,50519000.0,0.0,-0.21,119966660.0,-24815000.0,123938000.0,0.0219946605345314,4.0,2220617000.0,-18.5,1.79208409286505,0.639145065094799,2.07731483729308,-0.062533992959922,18.4703645867847,0.639145065094799,0.084282256238361
1,2020-06-30 00:00:00+00:00,2,2020,-1798561000.0,0.0,3807000.0,0.0,6008489000.0,0.0,442508000.0,1698012000.0,0.0,0.0,7121147000.0,0.0,0.0,293427000.0,0.0,5245970000.0,120225214.0,4892183000.0,67692000.0,0.0,-60942000.0,22807000.0,0.0,-59337000.0,-62056000.0,0.0,97689000.0,106941000.0,113186000.0,0.0,0.0,47604000.0,39212000.0,9696000.0,36376000.0,182867000.0,43000.0,75244000.0,119973928.0,31940000.0,143564000.0,85178000.0,0.322,-2879000.0,218808000.0,3949000.0,0.0,39255000.0,48802000.0,0.0,0.322,119959391.0,43204000.0,111624000.0,0.0263254481401941,3.0,1875177000.0,-0.34949494949495,1.81998428382918,0.656118606266681,2.88112392609711,-0.024049955396967,15.5972024304319,0.656118606266681,0.105038632486063
2,2020-03-31 00:00:00+00:00,1,2020,-1776782000.0,0.0,4139000.0,0.0,6025659000.0,0.0,374816000.0,1717455000.0,0.0,0.0,7048245000.0,0.0,0.0,286472000.0,0.0,5151631000.0,120278724.0,4802532000.0,197114000.0,-10004000.0,-61116000.0,217712000.0,0.0,-102679000.0,-98014000.0,0.0,100476000.0,77416000.0,296223000.0,0.0,0.0,-25263000.0,6679000.0,10108000.0,3489000.0,145301000.0,43000.0,76664000.0,120162103.0,35662000.0,147888000.0,44825000.0,0.05,-3233000.0,224552000.0,2255000.0,0.0,6722000.0,41336000.0,0.0,0.05,119945662.0,8977000.0,112226000.0,0.0301992357269766,4.0,1896614000.0,-0.978522336769759,1.86693034754842,0.658591328511881,2.79630732682952,-0.0246834755792994,15.7684911921746,0.658591328511881,0.115551213681039
3,2019-12-31 00:00:00+00:00,4,2019,-1722402000.0,0.0,4195000.0,0.0,6019307000.0,0.0,177702000.0,1780649000.0,0.0,0.0,6828739000.0,0.0,0.0,280258000.0,0.0,4866164000.0,120241803.0,4505590000.0,84477000.0,0.0,-57969000.0,178161000.0,0.0,-532632000.0,-189408000.0,-277591000.0,97144000.0,95724000.0,242625000.0,8146000.0,628771000.0,-436908000.0,133339000.0,12723000.0,132319000.0,275309000.0,173000.0,78768000.0,120092646.0,36628000.0,151264000.0,178165000.0,1.114,-1193000.0,230032000.0,9254000.0,0.0,133512000.0,45846000.0,0.0,1.102,119890745.0,142766000.0,114636000.0,0.0720122321182706,3.0,1962575000.0,16.9677419354839,1.91307843246496,0.657578076093761,2.53030776980753,-0.00857677289222569,16.3219026248301,0.657578076093761,0.261402766480461
5,2019-09-30 00:00:00+00:00,3,2019,-1797851000.0,0.0,4488000.0,0.0,6050892000.0,0.0,93225000.0,1705459000.0,0.0,0.0,6539178000.0,0.0,0.0,0.0,0.0,4651926000.0,120241410.0,4254710000.0,27318000.0,0.0,-57969000.0,132139000.0,0.0,-211763000.0,-213530000.0,0.0,97538000.0,108709000.0,185984000.0,0.0,0.0,-103054000.0,2003000.0,10595000.0,-1117000.0,138432000.0,-24000.0,79065000.0,120040960.0,38627000.0,150762000.0,40894000.0,0.012,-3096000.0,229827000.0,1991000.0,0.0,1979000.0,42011000.0,0.0,0.012,119877822.0,3970000.0,112135000.0,0.0535415030358852,4.0,1887252000.0,-0.997402035072527,1.91137978172412,0.655980367841899,2.49475947530841,-0.0521855320623059,15.6955245285297,0.655980367841899,0.191743531943642
6,2019-06-30 00:00:00+00:00,2,2019,-1741765000.0,0.0,4866000.0,0.0,5719000000.0,0.0,65907000.0,1763218000.0,0.0,0.0,6240804000.0,0.0,0.0,0.0,0.0,4296760000.0,120196402.0,3997447000.0,-132482000.0,0.0,-57945000.0,-166025000.0,0.0,-55943000.0,-54879000.0,0.0,91924000.0,88422000.0,36750000.0,0.0,0.0,32479000.0,59234000.0,11498000.0,62632000.0,194097000.0,5225000.0,77053000.0,120011079.0,40104000.0,147147000.0,102173000.0,0.495,-1827000.0,224200000.0,5537000.0,0.0,64459000.0,39541000.0,0.0,0.495,119823711.0,69996000.0,107043000.0,0.145071739712424,6.0,1944044000.0,18.8,1.86528045989263,0.656320249776985,2.26713146077229,-0.103870305011851,16.1738951220853,0.656320249776985,0.483438136337813
7,2019-03-31 00:00:00+00:00,1,2019,-1742998000.0,0.0,4851000.0,0.0,5643853000.0,0.0,198389000.0,1883636000.0,0.0,0.0,6283769000.0,0.0,0.0,0.0,0.0,4222302000.0,116512018.0,3929023000.0,125794000.0,-20682000.0,-67405000.0,-208227000.0,0.0,250982000.0,252404000.0,0.0,93565000.0,81617000.0,-109940000.0,0.0,0.0,332599000.0,271568000.0,9829000.0,277114000.0,412088000.0,2565000.0,80291000.0,116656238.0,41414000.0,149944000.0,318523000.0,2.328,2981000.0,230235000.0,17162000.0,0.0,274133000.0,41409000.0,0.0,2.328,116484215.0,291295000.0,108530000.0,0.134370505274142,5.0,2061467000.0,2.47982062780269,1.97606224621395,0.651265011835733,2.08587168646172,-0.0705837235588568,17.6931705019477,0.651265011835733,0.462412465430621
8,2018-12-31 00:00:00+00:00,4,2018,-1947507000.0,0.0,4794000.0,0.0,5723475000.0,0.0,72595000.0,1699419000.0,0.0,0.0,6190004000.0,0.0,0.0,0.0,0.0,4325072000.0,121898486.0,4075665000.0,-31704000.0,-373593000.0,-58567000.0,-7890000.0,0.0,-827931000.0,-117276000.0,1768000.0,91347000.0,93462000.0,428626000.0,8550000.0,708848000.0,-734469000.0,5226000.0,9072000.0,6997000.0,155785000.0,2181000.0,75385000.0,120397927.0,66064000.0,156637000.0,64438000.0,0.062,-410000.0,232022000.0,2433000.0,0.0,7407000.0,57441000.0,0.0,0.074,120192792.0,9840000.0,90573000.0,0.104326606691305,7.0,1864932000.0,-0.970905678085406,1.9034034598264,0.675095465085207,2.39826964391948,-0.0909261878548284,15.2990579390789,0.675095465085207,0.369381477285129
10,2018-09-30 00:00:00+00:00,3,2018,-1894054000.0,0.0,4850000.0,0.0,5730655000.0,0.0,104299000.0,2125682000.0,0.0,0.0,6185021000.0,0.0,0.0,0.0,0.0,3889571000.0,123235528.0,3646789000.0,-34641000.0,0.0,-59649000.0,-684750000.0,0.0,533193000.0,532809000.0,3242000.0,96406000.0,117300000.0,-616167000.0,0.0,0.0,650493000.0,567029000.0,12479000.0,596197000.0,738095000.0,2962000.0,80862000.0,122913654.0,46954000.0,161619000.0,641689000.0,4.619,26206000.0,242481000.0,33926000.0,0.0,569991000.0,45492000.0,0.0,4.619,122734363.0,603917000.0,114665000.0,0.145783383120462,5.0,2295450000.0,31.9928571428571,1.9676225187269,0.666522325460552,1.71558539800403,-0.0477310660356982,18.6265278954296,0.666522325460552,0.516524485517794
11,2018-06-30 00:00:00+00:00,2,2018,-2402101000.0,0.0,3208000.0,0.0,5935579000.0,0.0,138571000.0,1614941000.0,0.0,0.0,6544356000.0,0.0,0.0,0.0,0.0,4788239000.0,123234535.0,4485321000.0,-91000.0,0.0,-59636000.0,17665000.0,0.0,-124356000.0,-122059000.0,0.0,97485000.0,104303000.0,90653000.0,0.0,0.0,-20053000.0,2817000.0,13882000.0,730000.0,148121000.0,2220000.0,85093000.0,122832892.0,49361000.0,165094000.0,50636000.0,0.025,-4307000.0,250187000.0,2119000.0,0.0,5037000.0,49906000.0,0.0,0.025,122727902.0,7156000.0,115733000.0,0.058107417974368,5.0,1756117000.0,-0.8046875,2.03016954622339,0.659882407958847,2.77739000991367,0.00439596614905335,14.2502018610286,0.659882407958847,0.227330709238213
