,date,quarter,year,statementData.balanceSheet.taxAssets,statementData.balanceSheet.totalAssets,statementData.balanceSheet.intangibles,statementData.balanceSheet.accoci,statementData.balanceSheet.acctPay,statementData.balanceSheet.investments,statementData.balanceSheet.deferredRev,statementData.balanceSheet.cashAndEq,statementData.balanceSheet.ppeq,statementData.balanceSheet.acctRec,statementData.balanceSheet.retainedEarnings,statementData.balanceSheet.inventory,statementData.balanceSheet.taxLiabilities,statementData.balanceSheet.deposits,statementData.balanceSheet.debt,statementData.balanceSheet.sharesBasic,statementData.balanceSheet.equity,statementData.balanceSheet.totalLiabilities,statementData.cashFlow.payDiv,statementData.cashFlow.investmentsAcqDisposals,statementData.cashFlow.businessAcqDisposals,statementData.cashFlow.freeCashFlow,statementData.cashFlow.issrepayEquity,statementData.cashFlow.ncfi,statementData.cashFlow.capex,statementData.cashFlow.sbcomp,statementData.cashFlow.depamor,statementData.cashFlow.ncfo,statementData.cashFlow.ncfx,statementData.cashFlow.issrepayDebt,statementData.cashFlow.ncf,statementData.cashFlow.ncff,statementData.incomeStatement.netIncComStock,statementData.incomeStatement.costRev,statementData.incomeStatement.eps,statementData.incomeStatement.netinc,statementData.incomeStatement.epsDil,statementData.incomeStatement.ebit,statementData.incomeStatement.netIncDiscOps,statementData.incomeStatement.ebitda,statementData.incomeStatement.shareswa,statementData.incomeStatement.nonControllingInterests,statementData.incomeStatement.prefDVDs,statementData.incomeStatement.opex,statementData.incomeStatement.sga,statementData.incomeStatement.grossProfit,statementData.incomeStatement.ebt,statementData.incomeStatement.revenue,statementData.incomeStatement.intexp,statementData.incomeStatement.taxExp,statementData.incomeStatement.consolidatedIncome,statementData.incomeStatement.opinc,statementData.incomeStatement.rnd,statementData.overview.roa,statementData.overview.piotroskiFScore,statementData.overview.bookVal,statementData.overview.epsQoQ,statementData.overview.rps,statementData.overview.grossMargin,statementData.overview.longTermDebtEquity,statementData.overview.revenueQoQ,statementData.overview.bvps,statementData.overview.profitMargin,statementData.overview.roe
0,2020-09-30 00:00:00+00:00,3,2020,0.0,11128704000.0,0.0,-12396000.0,0.0,0.0,0.0,27589000.0,10928375000.0,0.0,-1258072000.0,0.0,0.0,0.0,4425594000.0,114365203.0,5904072000.0,4995608000.0,-114365000.0,0.0,-1602000.0,157937000.0,0.0,-95317000.0,-96333000.0,4382000.0,127833000.0,254270000.0,0.0,-48311000.0,-8005000.0,-166958000.0,58988000.0,297493000.0,0.52,59910000.0,0.52,101585000.0,0.0,229418000.0,114365203.0,2126000.0,922000.0,24051000.0,24051000.0,125706000.0,60575000.0,423199000.0,41010000.0,665000.0,62036000.0,101655000.0,0.0,0.028447595960834,4.0,6133096000.0,-0.235294117647059,3.70041751248411,0.297037563888383,0.749583338414572,0.0182060091619509,53.6272908115242,0.297037563888383,0.0530863046810247
1,2020-06-30 00:00:00+00:00,2,2020,0.0,11131313000.0,0.0,-12665000.0,0.0,0.0,0.0,35594000.0,10938702000.0,0.0,-1202536000.0,0.0,0.0,0.0,4472608000.0,114351140.0,5954834000.0,4946403000.0,-114348000.0,0.0,-741000.0,121773000.0,0.0,-107846000.0,-107240000.0,2862000.0,127448000.0,229013000.0,0.0,-11774000.0,-13453000.0,-134620000.0,74140000.0,284661000.0,0.65,75062000.0,0.65,118380000.0,0.0,245828000.0,114351140.0,2666000.0,922000.0,22287000.0,22287000.0,128365000.0,76262000.0,413026000.0,42118000.0,1200000.0,77728000.0,106078000.0,0.0,0.0300459992689905,3.0,6184910000.0,0.226415094339623,3.6119097719533,0.310791572443381,0.751088611370191,0.0138344092883969,54.0869990452216,0.310791572443381,0.0559557720157073
2,2020-03-31 00:00:00+00:00,1,2020,0.0,11155977000.0,0.0,-12934000.0,0.0,0.0,0.0,49047000.0,10965184000.0,0.0,-1160944000.0,0.0,0.0,0.0,4483693000.0,114271414.0,5997419000.0,4929145000.0,-114270000.0,0.0,-900000.0,70988000.0,0.0,-89989000.0,-89614000.0,5288000.0,126657000.0,160602000.0,0.0,28260000.0,-21494000.0,-92107000.0,35726000.0,279560000.0,0.31,36648000.0,0.31,80797000.0,0.0,207454000.0,114271414.0,1304000.0,922000.0,28283000.0,27907000.0,138538000.0,37315000.0,418098000.0,43482000.0,667000.0,37952000.0,110255000.0,0.0,0.0287791686171846,4.0,6226832000.0,-0.436363636363636,3.65881531841375,0.331352936392903,0.747603760884474,0.042175792291701,54.4915983974785,0.331352936392903,0.0535530474931074
3,2019-12-31 00:00:00+00:00,4,2019,0.0,11230450000.0,0.0,-13178000.0,0.0,0.0,0.0,70541000.0,10987128000.0,0.0,-1085479000.0,0.0,0.0,0.0,4454598000.0,114065859.0,6068565000.0,4926860000.0,-109504000.0,0.0,-749000.0,-5791000.0,0.0,-7592000.0,-165673000.0,2104000.0,125580000.0,159882000.0,0.0,-22442000.0,27859000.0,-124431000.0,148667000.0,275213000.0,1.3,149589000.0,1.3,194169000.0,0.0,319749000.0,114065859.0,5471000.0,922000.0,24701000.0,24701000.0,141604000.0,150471000.0,416817000.0,43698000.0,882000.0,155060000.0,116903000.0,0.0,0.0310828137890675,7.0,6303590000.0,1.45283018867925,3.65417841634805,0.339727026488843,0.734044704143401,0.0468895988426414,55.2627232658634,0.339727026488843,0.0577793977829995
5,2019-09-30 00:00:00+00:00,3,2019,0.0,11247754000.0,0.0,-14870000.0,0.0,0.0,0.0,42682000.0,11004200000.0,0.0,-1119714000.0,0.0,0.0,0.0,4476114000.0,114044489.0,6016452000.0,4997488000.0,-109481000.0,0.0,-1619000.0,163491000.0,0.0,-89855000.0,-89580000.0,3313000.0,124944000.0,253071000.0,0.0,-64877000.0,-15002000.0,-178218000.0,77723000.0,284223000.0,0.68,78645000.0,0.68,124649000.0,0.0,249593000.0,114044489.0,2814000.0,922000.0,24124000.0,24124000.0,131409000.0,80136000.0,415632000.0,44513000.0,1491000.0,81459000.0,107285000.0,0.0,0.0231951507024554,5.0,6250266000.0,0.478260869565218,3.64447246547792,0.316166705162259,0.743979009555798,0.0466472596875409,54.8055066474979,0.316166705162259,0.0430620545825062
6,2019-06-30 00:00:00+00:00,2,2019,0.0,11274830000.0,0.0,-9092000.0,0.0,0.0,0.0,57684000.0,11067850000.0,0.0,-1086665000.0,0.0,0.0,0.0,4539989000.0,113995608.0,6051466000.0,4990201000.0,-109434000.0,0.0,-2559000.0,127648000.0,0.0,-87942000.0,-86141000.0,3452000.0,124184000.0,213789000.0,0.0,-14168000.0,-1703000.0,-127550000.0,60995000.0,278086000.0,0.53,61917000.0,0.53,108535000.0,0.0,232719000.0,113995608.0,2224000.0,922000.0,23852000.0,23852000.0,129304000.0,62599000.0,407390000.0,45936000.0,682000.0,64141000.0,105452000.0,0.0,0.0208256768993693,5.0,6284629000.0,0.0192307692307692,3.57373417403941,0.317396106924569,0.750229613782842,0.0443942544087901,55.1304485344734,0.317396106924569,0.0385073784716025
7,2019-03-31 00:00:00+00:00,1,2019,0.0,11303762000.0,0.0,-3300000.0,0.0,0.0,0.0,59387000.0,11099997000.0,0.0,-1037268000.0,0.0,0.0,0.0,4548098000.0,113888340.0,6102122000.0,4967418000.0,-109324000.0,0.0,43000.0,87869000.0,0.0,-52884000.0,-66809000.0,4785000.0,123082000.0,154678000.0,0.0,18883000.0,7714000.0,-94080000.0,62738000.0,272166000.0,0.55,63660000.0,0.55,110001000.0,0.0,233083000.0,113888340.0,2298000.0,922000.0,17216000.0,26179000.0,129012000.0,64301000.0,401178000.0,45700000.0,641000.0,65958000.0,111796000.0,0.0,0.020561283057052,5.0,6336344000.0,0.30952380952381,3.52255551358462,0.321582938246863,0.745330558779389,0.0392754723237578,55.6364593601066,0.321582938246863,0.0378527929853555
8,2018-12-31 00:00:00+00:00,4,2018,0.0,11323781000.0,0.0,-212000.0,0.0,0.0,0.0,51673000.0,11151701000.0,0.0,-989263000.0,0.0,0.0,0.0,4528328000.0,113837767.0,6149840000.0,4942178000.0,-105015000.0,0.0,-630000.0,54210000.0,0.0,-78592000.0,-79026000.0,2567000.0,121772000.0,133236000.0,0.0,27328000.0,-27727000.0,-82371000.0,60360000.0,268255000.0,0.53,61282000.0,0.53,106521000.0,0.0,228293000.0,113837767.0,2235000.0,922000.0,21726000.0,21117000.0,129893000.0,62067000.0,398148000.0,44454000.0,785000.0,63517000.0,108167000.0,0.0,0.0192259686300472,5.0,6381603000.0,-0.509259259259259,3.49750360089196,0.326243005113676,0.736332652556814,0.0402625294587942,56.0587506956281,0.326243005113676,0.03521341640948
10,2018-09-30 00:00:00+00:00,3,2018,0.0,11418987000.0,0.0,11556000.0,0.0,0.0,0.0,79400000.0,11196041000.0,0.0,-940773000.0,0.0,0.0,0.0,4504023000.0,113809954.0,6207407000.0,4977826000.0,-104991000.0,0.0,-750000.0,168638000.0,0.0,-66396000.0,-68413000.0,2890000.0,124702000.0,237051000.0,0.0,-42887000.0,18597000.0,-152058000.0,51869000.0,279289000.0,0.46,52791000.0,0.46,98057000.0,0.0,222759000.0,113809954.0,1913000.0,922000.0,19561000.0,17683000.0,117819000.0,53407000.0,397108000.0,44650000.0,616000.0,54704000.0,98258000.0,0.0,0.0245877857874395,4.0,6441161000.0,-0.54,3.48922028384266,0.296692587406952,0.725588478409745,0.0326563515797686,56.5957613865655,0.296692587406952,0.0448574986602724
11,2018-06-30 00:00:00+00:00,2,2018,0.0,11447129000.0,0.0,7986000.0,0.0,0.0,0.0,60803000.0,11263013000.0,0.0,-887672000.0,0.0,0.0,0.0,4548635000.0,113791411.0,6252361000.0,4958239000.0,-104967000.0,0.0,0.0,26313000.0,0.0,-174697000.0,-184988000.0,2963000.0,123160000.0,211301000.0,0.0,51561000.0,-21307000.0,-57911000.0,58885000.0,271655000.0,0.52,59807000.0,0.52,103962000.0,0.0,227122000.0,113791411.0,2174000.0,922000.0,23433000.0,20607000.0,118418000.0,60377000.0,390073000.0,43585000.0,570000.0,61981000.0,94985000.0,0.0,0.0299239745277895,5.0,6488890000.0,0.238095238095238,3.42796522665494,0.303579073660571,0.727506777039905,0.0190234357652086,57.0244269139083,0.303579073660571,0.0544906315532085
