,date,quarter,year,statementData.balanceSheet.liabilitiesCurrent,statementData.balanceSheet.acctPay,statementData.balanceSheet.totalLiabilities,statementData.balanceSheet.investmentsCurrent,statementData.balanceSheet.cashAndEq,statementData.balanceSheet.debtCurrent,statementData.balanceSheet.totalAssets,statementData.balanceSheet.inventory,statementData.balanceSheet.taxAssets,statementData.balanceSheet.retainedEarnings,statementData.balanceSheet.liabilitiesNonCurrent,statementData.balanceSheet.assetsNonCurrent,statementData.balanceSheet.sharesBasic,statementData.balanceSheet.investments,statementData.balanceSheet.acctRec,statementData.balanceSheet.deferredRev,statementData.balanceSheet.intangibles,statementData.balanceSheet.ppeq,statementData.balanceSheet.debt,statementData.balanceSheet.debtNonCurrent,statementData.balanceSheet.taxLiabilities,statementData.balanceSheet.accoci,statementData.balanceSheet.assetsCurrent,statementData.balanceSheet.investmentsNonCurrent,statementData.balanceSheet.equity,statementData.balanceSheet.deposits,statementData.cashFlow.payDiv,statementData.cashFlow.capex,statementData.cashFlow.ncf,statementData.cashFlow.issrepayEquity,statementData.cashFlow.ncfo,statementData.cashFlow.ncfx,statementData.cashFlow.sbcomp,statementData.cashFlow.ncff,statementData.cashFlow.freeCashFlow,statementData.cashFlow.ncfi,statementData.cashFlow.investmentsAcqDisposals,statementData.cashFlow.issrepayDebt,statementData.cashFlow.depamor,statementData.cashFlow.businessAcqDisposals,statementData.incomeStatement.rnd,statementData.incomeStatement.sga,statementData.incomeStatement.netIncDiscOps,statementData.incomeStatement.revenue,statementData.incomeStatement.ebt,statementData.incomeStatement.intexp,statementData.incomeStatement.netinc,statementData.incomeStatement.netIncComStock,statementData.incomeStatement.nonControllingInterests,statementData.incomeStatement.eps,statementData.incomeStatement.ebit,statementData.incomeStatement.taxExp,statementData.incomeStatement.opinc,statementData.incomeStatement.opex,statementData.incomeStatement.epsDil,statementData.incomeStatement.ebitda,statementData.incomeStatement.consolidatedIncome,statementData.incomeStatement.grossProfit,statementData.incomeStatement.costRev,statementData.incomeStatement.shareswa,statementData.incomeStatement.prefDVDs,statementData.overview.piotroskiFScore,statementData.overview.revenueQoQ,statementData.overview.profitMargin,statementData.overview.currentRatio,statementData.overview.bookVal,statementData.overview.grossMargin,statementData.overview.rps,statementData.overview.epsQoQ,statementData.overview.longTermDebtEquity,statementData.overview.roe,statementData.overview.bvps,statementData.overview.roa
0,2020-09-27 00:00:00+00:00,3,2020,4217431000.0,289103000.0,10762377000.0,1701478000.0,3721105000.0,3337047000.0,12532275000.0,322375000.0,137960000.0,2148462000.0,6544946000.0,6375541000.0,153241253.0,6843492000.0,232845000.0,0.0,64884000.0,832764000.0,9539948000.0,6202901000.0,0.0,-529603000.0,6156734000.0,5142014000.0,1769898000.0,0.0,-3085000.0,-25269000.0,-325418000.0,-684000.0,524865000.0,6453000.0,0.0,-772960000.0,499596000.0,-83776000.0,-59222000.0,-781188000.0,0.0,0.0,0.0,231721000.0,0.0,1165684000.0,132928000.0,7783000.0,120218000.0,120218000.0,0.0,0.78,140711000.0,12710000.0,137884000.0,275636000.0,0.78,140711000.0,120218000.0,413520000.0,752164000.0,153241253.0,0.0,6.0,-0.0839555244361774,0.354744510519146,1.45983040386434,1769898000.0,0.354744510519146,7.60685505488525,0.418181818181818,3.5046658056001,0.0645565734365713,11.5497489439087,0.00939190375275149
1,2020-06-28 00:00:00+00:00,2,2020,4655097000.0,317462000.0,11532447000.0,1901620000.0,4046309000.0,3733425000.0,13156152000.0,429339000.0,141566000.0,2031329000.0,6877350000.0,6344318000.0,153173270.0,6979991000.0,271431000.0,0.0,64192000.0,870020000.0,10258318000.0,6524893000.0,0.0,-552198000.0,6811834000.0,5078371000.0,1623705000.0,0.0,-3100000.0,-34098000.0,2492698000.0,-78000.0,618785000.0,5350000.0,0.0,2048129000.0,584687000.0,-179566000.0,-145071000.0,2033312000.0,0.0,0.0,0.0,224365000.0,0.0,865227000.0,-117955000.0,7769000.0,-92217000.0,-92217000.0,0.0,-0.6,-110186000.0,-25738000.0,-116099000.0,266314000.0,-0.6,-110186000.0,-92217000.0,150215000.0,715012000.0,153173270.0,0.0,5.0,-0.470037406155386,0.17361339856477,1.46330656482561,1623705000.0,0.17361339856477,5.64868139199483,-1.48780487804878,4.01852122152731,0.0445877215707055,10.6004461483391,0.00683138031467856
2,2020-03-29 00:00:00+00:00,1,2020,4580070000.0,333411000.0,9447964000.0,2358989000.0,1564964000.0,3662124000.0,11139947000.0,610924000.0,127856000.0,2126646000.0,4867894000.0,6163565000.0,152807930.0,7292407000.0,299148000.0,0.0,64063000.0,883341000.0,8180255000.0,4518131000.0,0.0,-579290000.0,4976382000.0,4933418000.0,1691983000.0,0.0,-58817000.0,-32928000.0,669482000.0,-7037000.0,-8582000.0,-5732000.0,0.0,655508000.0,-41510000.0,28288000.0,61200000.0,721362000.0,0.0,0.0,0.0,277971000.0,0.0,1298244000.0,94566000.0,7755000.0,69695000.0,69695000.0,0.0,0.46,102321000.0,24871000.0,107513000.0,277971000.0,0.45,102321000.0,69695000.0,385484000.0,912760000.0,152807930.0,0.0,4.0,-0.0622199107181555,0.296927234017642,1.08652968186076,1691983000.0,0.296927234017642,8.49592033607156,-0.425,2.6703170185516,0.201790954434737,11.0726125273734,0.0340014384669207
3,2019-12-31 00:00:00+00:00,4,2019,3196772000.0,294380000.0,8724160000.0,2272522000.0,898422000.0,2320104000.0,10528159000.0,603571000.0,101204000.0,2193997000.0,5527388000.0,6325336000.0,154292388.0,7374366000.0,259334000.0,0.0,64160000.0,909000000.0,7489377000.0,5169273000.0,0.0,-536949000.0,4202823000.0,5101844000.0,1803999000.0,0.0,-57812000.0,-60279000.0,-43757000.0,-77657000.0,19623000.0,1805000.0,0.0,-108533000.0,-40656000.0,43348000.0,98103000.0,26936000.0,0.0,0.0,0.0,313783000.0,0.0,1072271000.0,13679000.0,7774000.0,13496000.0,13496000.0,0.0,0.11,21453000.0,183000.0,12395000.0,314454000.0,0.1,21453000.0,13496000.0,326849000.0,745422000.0,154292388.0,0.0,5.0,-0.0642232659779275,0.304819397335189,1.31470839959809,1803999000.0,0.304819397335189,6.94960402064683,2.66666666666667,2.86545225357664,0.230597661826203,11.6920803636794,0.0399417159348104
5,2019-09-29 00:00:00+00:00,3,2019,3698751000.0,348951000.0,8740011000.0,2210001000.0,941496000.0,2792810000.0,10576230000.0,489098000.0,132019000.0,2238313000.0,5041260000.0,6487233000.0,156731690.0,7515580000.0,307616000.0,0.0,63727000.0,900351000.0,7439259000.0,4646449000.0,0.0,-616254000.0,4088997000.0,5305579000.0,1836219000.0,0.0,-58568000.0,-37932000.0,-64775000.0,-111486000.0,352417000.0,-7549000.0,0.0,-222744000.0,314485000.0,-186899000.0,-149638000.0,-52690000.0,0.0,0.0,0.0,309031000.0,0.0,1272519000.0,117256000.0,7789000.0,86563000.0,86563000.0,0.0,0.55,125045000.0,30693000.0,119844000.0,316660000.0,0.55,125045000.0,86563000.0,436504000.0,836015000.0,156731690.0,0.0,7.0,-0.0327970028935849,0.34302356192717,1.10550750780466,1836219000.0,0.34302356192717,8.11909193348199,-0.202898550724638,2.53044380871781,0.224438608333493,11.715684300986,0.0385908613251522
6,2019-06-30 00:00:00+00:00,2,2019,3742252000.0,324464000.0,8829675000.0,2362125000.0,1006886000.0,2801883000.0,10740316000.0,470610000.0,134639000.0,2210318000.0,5087423000.0,6428155000.0,159072779.0,7594405000.0,325306000.0,0.0,64449000.0,910911000.0,7490424000.0,4688541000.0,0.0,-614961000.0,4312161000.0,5232280000.0,1910641000.0,0.0,-59982000.0,-47974000.0,214767000.0,-42692000.0,463561000.0,3848000.0,0.0,34733000.0,415587000.0,-287375000.0,-250515000.0,137407000.0,0.0,0.0,0.0,307617000.0,0.0,1632619000.0,256081000.0,7784000.0,195631000.0,195631000.0,0.0,1.23,263865000.0,60450000.0,256257000.0,318040000.0,1.23,263865000.0,195631000.0,574297000.0,1058322000.0,159072779.0,0.0,7.0,-0.0470481659422036,0.35176425118169,1.15229038557532,1910641000.0,0.35176425118169,10.263346188225,-0.151724137931034,2.45390997052822,0.229425580795615,12.0111122217837,0.0412258836956392
7,2019-03-31 00:00:00+00:00,1,2019,3590064000.0,380918000.0,8783002000.0,2453902000.0,793071000.0,2564975000.0,10580613000.0,595806000.0,132988000.0,2074669000.0,5192938000.0,6206532000.0,159543955.0,7448595000.0,353541000.0,0.0,64131000.0,931308000.0,7349185000.0,4784210000.0,0.0,-622051000.0,4374081000.0,4994693000.0,1797611000.0,0.0,-60859000.0,-35255000.0,-460617000.0,-61096000.0,32671000.0,-409000.0,0.0,-415679000.0,-2584000.0,-77200000.0,-35548000.0,-293724000.0,0.0,-7000000.0,0.0,268625000.0,0.0,1384380000.0,170399000.0,7731000.0,127945000.0,127945000.0,0.0,0.8,178130000.0,42454000.0,167112000.0,282255000.0,0.8,178130000.0,127945000.0,449367000.0,935013000.0,159543955.0,0.0,6.0,-0.102288341835693,0.324598014995883,1.21838524327143,1797611000.0,0.324598014995883,8.67710719594484,-0.230769230769231,2.66142674916876,0.245817618891466,11.2671833915613,0.045832406435402
8,2018-12-31 00:00:00+00:00,4,2018,3597600000.0,284861000.0,8891715000.0,2224431000.0,1253041000.0,2711609000.0,10665664000.0,556128000.0,141464000.0,2007583000.0,5294115000.0,6181222000.0,162832750.0,7231938000.0,306474000.0,0.0,55048000.0,904132000.0,7599276000.0,4887667000.0,0.0,-629684000.0,4484442000.0,5007507000.0,1773949000.0,0.0,-59705000.0,-93671000.0,289737000.0,-194240000.0,83366000.0,-2784000.0,0.0,255361000.0,-10305000.0,-46206000.0,37310000.0,509306000.0,0.0,0.0,0.0,348200000.0,0.0,1145862000.0,-4110000.0,7704000.0,495000.0,495000.0,0.0,0.03,3594000.0,-4605000.0,3743000.0,367557000.0,0.02,3594000.0,495000.0,371300000.0,774562000.0,162832750.0,0.0,5.0,-0.0675922429955212,0.324035529583842,1.24650933955971,1773949000.0,0.324035529583842,7.0370487509423,-0.571428571428572,2.75524662772154,0.262951493222252,10.8943010543027,0.0506226890999039
10,2018-09-30 00:00:00+00:00,3,2018,3775814000.0,310967000.0,8350828000.0,2126397000.0,963463000.0,2900015000.0,10503800000.0,516247000.0,63559000.0,1958445000.0,4575014000.0,6414342000.0,166554483.0,7313573000.0,332309000.0,0.0,55318000.0,884960000.0,7096532000.0,4196517000.0,0.0,-386452000.0,4089458000.0,5187176000.0,2152972000.0,0.0,-61425000.0,-50552000.0,-59672000.0,-83579000.0,386696000.0,-2476000.0,0.0,-195782000.0,336144000.0,-248110000.0,-187563000.0,-50778000.0,0.0,0.0,0.0,306665000.0,0.0,1315669000.0,141192000.0,7762000.0,113855000.0,113855000.0,0.0,0.69,148954000.0,27337000.0,149416000.0,321497000.0,0.68,148954000.0,113855000.0,470913000.0,844756000.0,166554483.0,0.0,8.0,0.142872406499333,0.357926651764236,1.0830665917336,2152972000.0,0.357926651764236,7.89933105553214,0.725,1.94917397903921,0.26451906894703,12.9265328751313,0.0522293945186351
11,2018-07-01 00:00:00+00:00,2,2018,3132424000.0,287214000.0,8384496000.0,2252956000.0,1023135000.0,2272770000.0,10546022000.0,465373000.0,67505000.0,1906015000.0,5252072000.0,6302602000.0,166436632.0,7313202000.0,335594000.0,0.0,55451000.0,904113000.0,7141116000.0,4868346000.0,0.0,-396764000.0,4243420000.0,5060246000.0,2161526000.0,0.0,-61949000.0,-40857000.0,210426000.0,-38013000.0,544265000.0,-12125000.0,0.0,24588000.0,503408000.0,-346302000.0,-298635000.0,124550000.0,0.0,0.0,0.0,313047000.0,0.0,1713223000.0,319397000.0,7728000.0,242338000.0,242338000.0,0.0,1.45,327125000.0,77059000.0,323947000.0,325417000.0,1.45,327125000.0,242338000.0,649364000.0,1063859000.0,166436632.0,0.0,8.0,-0.029428343688338,0.379030634073906,1.35467612302804,2161526000.0,0.379030634073906,10.2935452334796,-0.0202702702702703,2.25227269993514,0.251253790128792,12.9870808729174,0.0482942825959674
