,year,quarter,date,statementData.balanceSheet.debt,statementData.balanceSheet.deferredRev,statementData.balanceSheet.deposits,statementData.balanceSheet.assetsNonCurrent,statementData.balanceSheet.taxAssets,statementData.balanceSheet.intangibles,statementData.balanceSheet.accoci,statementData.balanceSheet.acctPay,statementData.balanceSheet.equity,statementData.balanceSheet.retainedEarnings,statementData.balanceSheet.investments,statementData.balanceSheet.taxLiabilities,statementData.balanceSheet.ppeq,statementData.balanceSheet.debtCurrent,statementData.balanceSheet.cashAndEq,statementData.balanceSheet.totalAssets,statementData.balanceSheet.investmentsCurrent,statementData.balanceSheet.acctRec,statementData.balanceSheet.inventory,statementData.balanceSheet.liabilitiesCurrent,statementData.balanceSheet.totalLiabilities,statementData.balanceSheet.investmentsNonCurrent,statementData.balanceSheet.debtNonCurrent,statementData.balanceSheet.assetsCurrent,statementData.balanceSheet.liabilitiesNonCurrent,statementData.balanceSheet.sharesBasic,statementData.cashFlow.ncfx,statementData.cashFlow.issrepayEquity,statementData.cashFlow.businessAcqDisposals,statementData.cashFlow.depamor,statementData.cashFlow.payDiv,statementData.cashFlow.ncff,statementData.cashFlow.investmentsAcqDisposals,statementData.cashFlow.ncfo,statementData.cashFlow.issrepayDebt,statementData.cashFlow.ncf,statementData.cashFlow.sbcomp,statementData.cashFlow.capex,statementData.cashFlow.ncfi,statementData.cashFlow.freeCashFlow,statementData.incomeStatement.nonControllingInterests,statementData.incomeStatement.prefDVDs,statementData.incomeStatement.rnd,statementData.incomeStatement.eps,statementData.incomeStatement.intexp,statementData.incomeStatement.costRev,statementData.incomeStatement.opex,statementData.incomeStatement.consolidatedIncome,statementData.incomeStatement.netinc,statementData.incomeStatement.revenue,statementData.incomeStatement.opinc,statementData.incomeStatement.netIncDiscOps,statementData.incomeStatement.taxExp,statementData.incomeStatement.shareswa,statementData.incomeStatement.sga,statementData.incomeStatement.epsDil,statementData.incomeStatement.ebitda,statementData.incomeStatement.ebt,statementData.incomeStatement.netIncComStock,statementData.incomeStatement.grossProfit,statementData.incomeStatement.ebit,statementData.overview.roa,statementData.overview.revenueQoQ,statementData.overview.bookVal,statementData.overview.currentRatio,statementData.overview.epsQoQ,statementData.overview.grossMargin,statementData.overview.rps,statementData.overview.longTermDebtEquity,statementData.overview.profitMargin,statementData.overview.bvps,statementData.overview.piotroskiFScore,statementData.overview.roe
0,2021,2,2020-11-29 00:00:00+00:00,2751200000.0,0.0,0.0,2373300000.0,0.0,363000000.0,7000000.0,377400000.0,408900000.0,1182800000.0,291400000.0,158000000.0,1640300000.0,31800000.0,763900000.0,4159100000.0,0.0,353200000.0,630500000.0,614300000.0,3750200000.0,291400000.0,2719400000.0,1785800000.0,3135900000.0,146339062.0,400000.0,-200000.0,0.0,48800000.0,-33600000.0,-317000000.0,0.0,68200000.0,-283900000.0,-268600000.0,5300000.0,-21700000.0,-20200000.0,46500000.0,0.0,0.0,0.0,0.66,30000000.0,672600000.0,83900000.0,96900000.0,96900000.0,896100000.0,139600000.0,0.0,31900000.0,146339062.0,83900000.0,0.66,207600000.0,128800000.0,96900000.0,223500000.0,158800000.0,0.0714967210540935,-0.120781004709576,408900000.0,2.90704867328667,-0.3125,0.249414127887513,6.12345048378129,6.65052580092932,0.249414127887513,2.79419585182253,4.0,0.946215935427156
1,2021,1,2020-08-30 00:00:00+00:00,3034300000.0,0.0,0.0,2381600000.0,0.0,361800000.0,-1000000.0,259300000.0,332000000.0,1119900000.0,275000000.0,157200000.0,1669900000.0,53500000.0,1032500000.0,4272600000.0,0.0,334800000.0,470600000.0,549600000.0,3940600000.0,275000000.0,2980800000.0,1891000000.0,3391000000.0,146059508.0,1200000.0,-9600000.0,0.0,46900000.0,-33600000.0,-550200000.0,0.0,250600000.0,-507300000.0,-331500000.0,6000000.0,-20600000.0,-33100000.0,230000000.0,0.0,0.0,0.0,0.61,30300000.0,657700000.0,78100000.0,89300000.0,89300000.0,871500000.0,135700000.0,0.0,28000000.0,146059508.0,78100000.0,0.61,194500000.0,117300000.0,89300000.0,213800000.0,147600000.0,0.0855815829441829,-0.118806875631951,332000000.0,3.44068413391558,-0.227848101265823,0.245324153757889,5.96674610186966,8.97831325301205,0.245324153757889,2.27304613404558,6.0,1.30138955438428
2,2020,4,2020-05-31 00:00:00+00:00,3540100000.0,0.0,0.0,2359700000.0,0.0,342100000.0,-40500000.0,244400000.0,240000000.0,1064600000.0,250200000.0,152500000.0,1702000000.0,547500000.0,1364000000.0,4662300000.0,0.0,342100000.0,486700000.0,1024900000.0,4422300000.0,250200000.0,2992600000.0,2302600000.0,3397400000.0,146038893.0,-900000.0,0.0,0.0,46500000.0,-33600000.0,1252700000.0,0.0,138300000.0,1292200000.0,1333900000.0,4600000.0,-39900000.0,-56200000.0,98400000.0,0.0,0.0,0.0,-0.01,29200000.0,735800000.0,80200000.0,-1600000.0,-1600000.0,846900000.0,30900000.0,0.0,-2800000.0,146038893.0,80200000.0,-0.01,71300000.0,-4400000.0,-1600000.0,111100000.0,24800000.0,0.098772430641319,-0.155969703009767,240000000.0,2.24665821055713,-1.01333333333333,0.131184319282088,5.79914009619342,12.4691666666667,0.131184319282088,1.64339783101478,5.0,1.82085095794974
4,2020,3,2020-02-23 00:00:00+00:00,2252900000.0,0.0,0.0,2368700000.0,0.0,342000000.0,-40600000.0,291900000.0,270400000.0,1099200000.0,253400000.0,156900000.0,1726400000.0,57600000.0,30100000.0,3466200000.0,0.0,368800000.0,597300000.0,593700000.0,3195800000.0,253400000.0,2195300000.0,1097500000.0,2602100000.0,146092112.0,-400000.0,-11100000.0,-5500000.0,45800000.0,-29200000.0,-34100000.0,0.0,90400000.0,2300000.0,6300000.0,5600000.0,-39700000.0,-49600000.0,50700000.0,0.0,0.0,0.0,0.76,25200000.0,686900000.0,87900000.0,111400000.0,111400000.0,937300000.0,162500000.0,0.0,35700000.0,146092112.0,87900000.0,0.76,218100000.0,147100000.0,111400000.0,250400000.0,172300000.0,0.144777600218121,0.0113293051359518,270400000.0,1.84857672225029,-0.208333333333333,0.267150325402753,6.41581524949136,8.11871301775148,0.267150325402753,1.85088706226658,4.0,3.41845493562232
5,2020,2,2019-11-24 00:00:00+00:00,2249700000.0,0.0,0.0,2359500000.0,0.0,347000000.0,-33500000.0,406000000.0,201100000.0,1021900000.0,257900000.0,149500000.0,1715200000.0,46000000.0,23800000.0,3466800000.0,0.0,399700000.0,636000000.0,669400000.0,3265700000.0,257900000.0,2203700000.0,1107300000.0,2596300000.0,146062722.0,200000.0,-10400000.0,-16900000.0,45700000.0,-29300000.0,-38700000.0,0.0,106800000.0,600000.0,4800000.0,7200000.0,-37800000.0,-63500000.0,69000000.0,0.0,0.0,0.0,0.96,25400000.0,734100000.0,91600000.0,140400000.0,140400000.0,1019200000.0,193500000.0,0.0,42700000.0,146062722.0,91600000.0,0.95,254200000.0,183100000.0,140400000.0,285100000.0,208500000.0,0.1581171636041,0.118279569892473,201100000.0,1.65416791156259,0.297297297297297,0.279729199372057,6.97782422540366,10.9582297364495,0.279729199372057,1.3768057807385,5.0,8.73430782459157
6,2020,1,2019-08-25 00:00:00+00:00,2246600000.0,0.0,0.0,2316400000.0,0.0,346800000.0,-34200000.0,284900000.0,92300000.0,911100000.0,225500000.0,143500000.0,1715400000.0,36500000.0,19000000.0,3222600000.0,0.0,371100000.0,466500000.0,540100000.0,3130300000.0,225500000.0,2210100000.0,906200000.0,2590200000.0,146069033.0,-100000.0,-7400000.0,-116900000.0,46000000.0,-29200000.0,-54900000.0,0.0,238500000.0,-18000000.0,6800000.0,5400000.0,-50300000.0,-176700000.0,188200000.0,0.0,0.0,0.0,0.79,28200000.0,740400000.0,78600000.0,115700000.0,115700000.0,989000000.0,170000000.0,0.0,36700000.0,146069033.0,78600000.0,0.79,226600000.0,152400000.0,115700000.0,248600000.0,180600000.0,0.156501318921701,0.0809924581921522,92300000.0,1.67783743751157,0.0821917808219179,0.251365015166835,6.77077118734674,23.9447453954496,0.251365015166835,0.631893003632057,5.0,-14.3510324483776
7,2019,4,2019-05-26 00:00:00+00:00,2326600000.0,0.0,0.0,2086600000.0,0.0,243500000.0,-25300000.0,289200000.0,-4600000.0,803600000.0,224600000.0,125700000.0,1597800000.0,46400000.0,12200000.0,3048100000.0,0.0,340100000.0,498300000.0,552800000.0,3052700000.0,224600000.0,2280200000.0,961500000.0,2499900000.0,146273906.0,-100000.0,-24100000.0,0.0,44900000.0,-29300000.0,-152300000.0,0.0,236500000.0,-99900000.0,-5000000.0,5100000.0,-90000000.0,-89100000.0,146500000.0,0.0,0.0,0.0,0.75,27100000.0,752900000.0,102500000.0,110400000.0,110400000.0,1003400000.0,148000000.0,0.0,25700000.0,146273906.0,102500000.0,0.76,208100000.0,136100000.0,110400000.0,250500000.0,163200000.0,0.158659384556733,0.0927902417773905,-4600000.0,1.73932706222865,0.102941176470588,0.24965118596771,6.85973341000411,-495.695652173913,0.24965118596771,-0.0314478509926439,7.0,-4.04479188675259
9,2019,3,2019-02-24 00:00:00+00:00,2424700000.0,0.0,0.0,2043200000.0,0.0,247100000.0,-13300000.0,308800000.0,-56200000.0,722500000.0,222800000.0,126600000.0,1557000000.0,136100000.0,17200000.0,3111200000.0,0.0,359300000.0,588200000.0,666600000.0,3167400000.0,222800000.0,2288600000.0,1068000000.0,2500800000.0,146492043.0,-900000.0,-7900000.0,-88600000.0,40300000.0,-28000000.0,-65900000.0,0.0,127600000.0,48200000.0,-104400000.0,4500000.0,-73800000.0,-165200000.0,53800000.0,0.0,0.0,0.0,0.96,27000000.0,653400000.0,79600000.0,141400000.0,141400000.0,926800000.0,193800000.0,0.0,39600000.0,146492043.0,79600000.0,0.95,248300000.0,181000000.0,141400000.0,273400000.0,208000000.0,0.159108286748339,0.073430623117906,-56200000.0,1.6021602160216,-0.102803738317757,0.294993526111351,6.32662348766615,-40.7224199288256,0.294993526111351,-0.383638584383727,4.0,-2.33080273802116
10,2019,2,2018-11-25 00:00:00+00:00,2374400000.0,0.0,0.0,1917900000.0,0.0,167000000.0,-15900000.0,376200000.0,-167100000.0,610400000.0,218200000.0,114800000.0,1521400000.0,52600000.0,121600000.0,3052500000.0,0.0,340100000.0,628200000.0,696800000.0,3219600000.0,218200000.0,2321800000.0,1134600000.0,2522800000.0,146454635.0,-400000.0,-500000.0,0.0,38600000.0,-28000000.0,-35500000.0,0.0,88900000.0,-4100000.0,-28900000.0,5000000.0,-83400000.0,-81900000.0,5500000.0,5000000.0,0.0,0.0,0.74,26200000.0,662400000.0,75000000.0,124000000.0,119000000.0,911400000.0,174000000.0,0.0,34000000.0,146454635.0,75000000.0,0.74,217800000.0,153000000.0,119000000.0,249000000.0,179200000.0,0.169486476303961,0.105263157894737,-167100000.0,1.62830080367394,0.423076923076923,0.273206056616195,6.22308744274294,-13.8946738479952,0.273206056616195,-1.1409676450322,6.0,-1.69758666081615
11,2019,1,2018-08-26 00:00:00+00:00,2377000000.0,0.0,0.0,1869500000.0,0.0,168100000.0,-8500000.0,270200000.0,-245400000.0,519700000.0,221700000.0,109900000.0,1467900000.0,47500000.0,150500000.0,2854300000.0,0.0,331100000.0,447700000.0,518300000.0,3099700000.0,221700000.0,2329500000.0,984800000.0,2581400000.0,146332332.0,-300000.0,-3900000.0,0.0,38600000.0,-28000000.0,-45900000.0,0.0,227900000.0,-11900000.0,94900000.0,4200000.0,-87000000.0,-86800000.0,140900000.0,3600000.0,0.0,0.0,0.73,26800000.0,684300000.0,78000000.0,111400000.0,107800000.0,914900000.0,152600000.0,0.0,34300000.0,146332332.0,78000000.0,0.73,207500000.0,142100000.0,107800000.0,230600000.0,168900000.0,0.159339815993571,0.11914373088685,-245400000.0,1.90005788153579,0.303571428571428,0.252049404306482,6.25220679186607,-9.49266503667482,0.252049404306482,-1.67700464173564,7.0,-1.17356031387153
