,year,quarter,date,statementData.balanceSheet.totalAssets,statementData.balanceSheet.liabilitiesNonCurrent,statementData.balanceSheet.cashAndEq,statementData.balanceSheet.debt,statementData.balanceSheet.equity,statementData.balanceSheet.deferredRev,statementData.balanceSheet.inventory,statementData.balanceSheet.assetsNonCurrent,statementData.balanceSheet.taxAssets,statementData.balanceSheet.assetsCurrent,statementData.balanceSheet.sharesBasic,statementData.balanceSheet.debtNonCurrent,statementData.balanceSheet.deposits,statementData.balanceSheet.liabilitiesCurrent,statementData.balanceSheet.taxLiabilities,statementData.balanceSheet.totalLiabilities,statementData.balanceSheet.acctRec,statementData.balanceSheet.ppeq,statementData.balanceSheet.intangibles,statementData.balanceSheet.investments,statementData.balanceSheet.accoci,statementData.balanceSheet.retainedEarnings,statementData.balanceSheet.debtCurrent,statementData.balanceSheet.investmentsNonCurrent,statementData.balanceSheet.investmentsCurrent,statementData.balanceSheet.acctPay,statementData.cashFlow.freeCashFlow,statementData.cashFlow.ncff,statementData.cashFlow.issrepayDebt,statementData.cashFlow.depamor,statementData.cashFlow.ncfx,statementData.cashFlow.capex,statementData.cashFlow.investmentsAcqDisposals,statementData.cashFlow.sbcomp,statementData.cashFlow.ncfi,statementData.cashFlow.businessAcqDisposals,statementData.cashFlow.payDiv,statementData.cashFlow.issrepayEquity,statementData.cashFlow.ncfo,statementData.cashFlow.ncf,statementData.incomeStatement.costRev,statementData.incomeStatement.sga,statementData.incomeStatement.ebit,statementData.incomeStatement.shareswa,statementData.incomeStatement.intexp,statementData.incomeStatement.taxExp,statementData.incomeStatement.revenue,statementData.incomeStatement.rnd,statementData.incomeStatement.opex,statementData.incomeStatement.netinc,statementData.incomeStatement.opinc,statementData.incomeStatement.shareswaDil,statementData.incomeStatement.prefDVDs,statementData.incomeStatement.netIncComStock,statementData.incomeStatement.eps,statementData.incomeStatement.ebt,statementData.incomeStatement.consolidatedIncome,statementData.incomeStatement.epsDil,statementData.incomeStatement.netIncDiscOps,statementData.incomeStatement.grossProfit,statementData.incomeStatement.ebitda,statementData.incomeStatement.nonControllingInterests,statementData.overview.piotroskiFScore,statementData.overview.revenueQoQ,statementData.overview.profitMargin,statementData.overview.currentRatio,statementData.overview.bookVal,statementData.overview.grossMargin,statementData.overview.rps,statementData.overview.epsQoQ,statementData.overview.longTermDebtEquity,statementData.overview.roe,statementData.overview.bvps,statementData.overview.roa
0,2020,4,2020-09-30 00:00:00+00:00,15359032000.0,7785428000.0,20808000.0,4531944000.0,6791203000.0,0.0,111950000.0,14887774000.0,0.0,471258000.0,123354982.0,4531779000.0,0.0,782401000.0,2154333000.0,8567829000.0,230595000.0,13355347000.0,731257000.0,0.0,-57589000.0,2471014000.0,165000.0,0.0,0.0,235775000.0,-387490000.0,195482000.0,0.0,111746000.0,0.0,-530003000.0,1183000.0,9583000.0,-525251000.0,0.0,-71770000.0,271678000.0,142513000.0,-187256000.0,18031000.0,64220000.0,98883000.0,122788000.0,15494000.0,18056000.0,474914000.0,0.0,356038000.0,65333000.0,100845000.0,122872000.0,0.0,65333000.0,0.51,83389000.0,65333000.0,0.51,0.0,456883000.0,210629000.0,0.0,6.0,0.0703903462607312,0.962033125997549,0.602322849791859,6791203000.0,0.962033125997549,3.84997826840914,0.0851063829787235,0.667301360303911,0.0936649693765168,55.054144469009,0.0405458965661095
2,2020,3,2020-06-30 00:00:00+00:00,14870982000.0,7706825000.0,208064000.0,4531498000.0,6461471000.0,0.0,84886000.0,14268823000.0,0.0,602159000.0,122311513.0,4531341000.0,0.0,702686000.0,2122558000.0,8409511000.0,236466000.0,12880850000.0,730706000.0,0.0,-116727000.0,2477451000.0,157000.0,0.0,0.0,200116000.0,-149225000.0,35284000.0,77000.0,107104000.0,0.0,-410936000.0,439000.0,0.0,-409030000.0,0.0,-70597000.0,105804000.0,261711000.0,-112035000.0,26072000.0,71324000.0,146270000.0,123026000.0,19580000.0,8899000.0,492995000.0,0.0,327888000.0,117791000.0,139035000.0,123032000.0,0.0,117791000.0,0.96,126690000.0,117791000.0,0.96,0.0,466923000.0,253374000.0,0.0,6.0,0.0149401529219455,0.947115082303066,0.856938945702633,6461471000.0,0.947115082303066,4.03065081861918,0.411764705882353,0.701286286048487,0.0964971268327671,52.8279868469945,0.0414707786063417
3,2020,2,2020-03-31 00:00:00+00:00,14716398000.0,7478593000.0,320099000.0,4528920000.0,6304415000.0,0.0,68061000.0,13886837000.0,0.0,829561000.0,122266316.0,4328866000.0,0.0,933390000.0,2116212000.0,8411983000.0,377817000.0,12548240000.0,730706000.0,0.0,-112641000.0,2430257000.0,200054000.0,0.0,0.0,190088000.0,-4221000.0,132499000.0,199923000.0,105916000.0,0.0,-465551000.0,471000.0,0.0,-463002000.0,0.0,-70520000.0,3096000.0,461330000.0,130827000.0,317883000.0,74604000.0,328449000.0,122916000.0,22171000.0,66632000.0,977665000.0,0.0,328344000.0,239646000.0,331438000.0,122997000.0,0.0,239646000.0,1.95,306278000.0,239646000.0,1.95,0.0,659782000.0,434365000.0,0.0,7.0,-0.106865696184608,0.674854883830351,0.88876139662949,6304415000.0,0.674854883830351,7.9961925081639,0.0655737704918031,0.686640394073042,0.0935496028463917,51.5629750388488,0.0402643819946222
4,2020,1,2019-12-31 00:00:00+00:00,14388125000.0,7415178000.0,189272000.0,4324335000.0,6127775000.0,0.0,115259000.0,13575996000.0,0.0,812129000.0,119343545.0,4324285000.0,0.0,845172000.0,2051708000.0,8260350000.0,435616000.0,12250423000.0,730706000.0,0.0,-113531000.0,2261131000.0,50000.0,0.0,0.0,308113000.0,-356741000.0,520512000.0,326797000.0,105062000.0,0.0,-529186000.0,-1602000.0,0.0,-528235000.0,0.0,-69557000.0,263272000.0,172445000.0,164722000.0,296868000.0,68607000.0,257668000.0,121113000.0,27229000.0,51766000.0,875563000.0,0.0,325914000.0,178673000.0,252781000.0,121359000.0,0.0,178673000.0,1.47,230439000.0,178673000.0,1.47,0.0,578695000.0,362730000.0,0.0,5.0,-0.00252796252372456,0.66094044631854,0.96090381602798,6127775000.0,0.66094044631854,7.33649230882156,0.0652173913043479,0.705685995324567,0.0924840721735775,51.3456760480845,0.0399486102436774
5,2019,4,2019-09-30 00:00:00+00:00,13367619000.0,6407956000.0,24550000.0,3994367000.0,5750223000.0,0.0,130138000.0,12909588000.0,0.0,458031000.0,118200689.0,3529452000.0,0.0,1209440000.0,2005116000.0,7617396000.0,230571000.0,11787669000.0,730706000.0,0.0,-114583000.0,2152015000.0,464915000.0,0.0,0.0,265024000.0,-334437000.0,306805000.0,264973000.0,100919000.0,0.0,-494278000.0,1257000.0,11121000.0,-488259000.0,0.0,-63735000.0,105567000.0,159841000.0,-21613000.0,13670000.0,61643000.0,98965000.0,119345000.0,28763000.0,11796000.0,443683000.0,0.0,340298000.0,58406000.0,89715000.0,119825000.0,0.0,58406000.0,0.47,70202000.0,58406000.0,0.47,0.0,430013000.0,199884000.0,0.0,5.0,-0.00228693501236787,0.969189714277987,0.378713288794814,5750223000.0,0.969189714277987,3.75364140220875,0.38235294117647,0.613793934600449,0.0919442938101711,48.6479651569544,0.0396904460924073
7,2019,3,2019-06-30 00:00:00+00:00,12881098000.0,6337728000.0,46163000.0,3729077000.0,5641996000.0,0.0,106014000.0,12377564000.0,0.0,503534000.0,116988209.0,3529135000.0,0.0,901374000.0,1990281000.0,7239102000.0,285433000.0,11340596000.0,730419000.0,0.0,-115663000.0,2157344000.0,199942000.0,0.0,0.0,206500000.0,-173514000.0,116691000.0,74915000.0,97700000.0,0.0,-421613000.0,-4818000.0,0.0,-426980000.0,0.0,-61654000.0,103430000.0,248099000.0,-62190000.0,31326000.0,69965000.0,123847000.0,118075000.0,19592000.0,23789000.0,485738000.0,0.0,332210000.0,80466000.0,122202000.0,118430000.0,0.0,80466000.0,0.68,104255000.0,80466000.0,0.68,0.0,454412000.0,221547000.0,0.0,5.0,-0.136074131384005,0.935508442823086,0.558629381366669,5641996000.0,0.935508442823086,4.15202526948677,0.0967741935483872,0.625511786963337,0.0924847435681452,48.2270482489393,0.0393033855027849
8,2019,2,2019-03-31 00:00:00+00:00,12674950000.0,6302710000.0,108353000.0,3653713000.0,5508101000.0,0.0,78148000.0,12003769000.0,0.0,671181000.0,116897373.0,3528713000.0,0.0,864139000.0,1964517000.0,7166849000.0,419612000.0,10971734000.0,730419000.0,0.0,-116810000.0,2138532000.0,125000000.0,0.0,0.0,244042000.0,34963000.0,-152861000.0,-6568000.0,96772000.0,0.0,-361182000.0,1740000.0,0.0,-353128000.0,4000000.0,-61606000.0,5454000.0,396145000.0,-109844000.0,471676000.0,79093000.0,301909000.0,117581000.0,26949000.0,60072000.0,1094645000.0,0.0,325292000.0,214888000.0,297677000.0,117756000.0,0.0,214888000.0,1.83,274960000.0,214888000.0,1.82,0.0,622969000.0,398681000.0,0.0,6.0,-0.10231513790697,0.569105965861078,0.776704905113645,5508101000.0,0.569105965861078,9.36415397461498,0.14375,0.640640576489066,0.094668646541644,47.1191170395249,0.0396504002235335
9,2019,1,2018-12-31 00:00:00+00:00,12615789000.0,5812096000.0,218197000.0,3659779000.0,5348195000.0,0.0,146552000.0,11703051000.0,0.0,912738000.0,111352649.0,3084779000.0,0.0,1455498000.0,1909582000.0,7267594000.0,478373000.0,10698229000.0,730419000.0,0.0,-114115000.0,1985250000.0,575000000.0,0.0,0.0,301734000.0,-251720000.0,455035000.0,14782000.0,96065000.0,0.0,-416404000.0,-963000.0,0.0,-415293000.0,0.0,-58722000.0,498975000.0,164684000.0,204426000.0,342165000.0,64488000.0,228741000.0,113800000.0,27849000.0,43246000.0,877782000.0,0.0,299153000.0,157646000.0,236464000.0,113832000.0,0.0,157646000.0,1.38,200892000.0,157646000.0,1.38,0.0,535617000.0,324806000.0,0.0,5.0,-0.0128318743308532,0.610193647169798,0.627096705045283,5348195000.0,0.610193647169798,7.88290182481424,-0.522491349480969,0.576788804447108,0.0911428128841386,48.0293468366433,0.0377223785055306
10,2018,4,2018-09-30 00:00:00+00:00,11874437000.0,5189355000.0,13771000.0,3644445000.0,4769951000.0,0.0,165732000.0,11395584000.0,0.0,478853000.0,111200632.0,2493665000.0,0.0,1915131000.0,1893737000.0,7104486000.0,253295000.0,10371147000.0,730419000.0,0.0,-83647000.0,1878116000.0,1150780000.0,0.0,0.0,217283000.0,-289753000.0,279817000.0,331003000.0,92657000.0,0.0,-379119000.0,-468000.0,12863000.0,-376342000.0,0.0,-54899000.0,3713000.0,89366000.0,-7159000.0,43085000.0,55486000.0,88539000.0,111927000.0,24484000.0,25308000.0,444700000.0,0.0,310986000.0,38747000.0,90629000.0,111927000.0,0.0,38747000.0,0.34,64055000.0,38747000.0,0.34,0.0,401615000.0,181196000.0,0.0,5.0,-0.0434090517983136,0.903114459185968,0.25003668156382,4769951000.0,0.903114459185968,3.99907799085171,0.0303030303030303,0.522786292773238,0.128212813234325,42.8949990140344,0.0524368106212314
12,2018,3,2018-06-30 00:00:00+00:00,11507624000.0,5282111000.0,20930000.0,3313092000.0,4759552000.0,0.0,126010000.0,11054769000.0,0.0,452855000.0,111064659.0,2618315000.0,0.0,1465961000.0,1867131000.0,6748072000.0,253546000.0,10071860000.0,730132000.0,0.0,-76381000.0,1871334000.0,694777000.0,0.0,0.0,198172000.0,-110565000.0,65007000.0,115175000.0,90671000.0,0.0,-394494000.0,-6682000.0,0.0,-399080000.0,0.0,-54116000.0,3948000.0,283929000.0,-50144000.0,130886000.0,72620000.0,120990000.0,111851000.0,23349000.0,26448000.0,562245000.0,0.0,302315000.0,71193000.0,129044000.0,111851000.0,0.0,71193000.0,0.62,97641000.0,71193000.0,0.62,0.0,431359000.0,211661000.0,0.0,5.0,0.0678897096111879,0.767208245515745,0.308913402198285,4759552000.0,0.767208245515745,5.06232139964523,-0.0606060606060607,0.550117952277861,0.133793422616633,42.85388388038,0.0534931588928288
