,year,quarter,date,statementData.balanceSheet.retainedEarnings,statementData.balanceSheet.deposits,statementData.balanceSheet.accoci,statementData.balanceSheet.inventory,statementData.balanceSheet.ppeq,statementData.balanceSheet.deferredRev,statementData.balanceSheet.cashAndEq,statementData.balanceSheet.equity,statementData.balanceSheet.taxLiabilities,statementData.balanceSheet.intangibles,statementData.balanceSheet.totalAssets,statementData.balanceSheet.taxAssets,statementData.balanceSheet.acctPay,statementData.balanceSheet.investments,statementData.balanceSheet.acctRec,statementData.balanceSheet.totalLiabilities,statementData.balanceSheet.sharesBasic,statementData.balanceSheet.debt,statementData.cashFlow.ncf,statementData.cashFlow.issrepayEquity,statementData.cashFlow.payDiv,statementData.cashFlow.ncff,statementData.cashFlow.ncfx,statementData.cashFlow.capex,statementData.cashFlow.ncfi,statementData.cashFlow.investmentsAcqDisposals,statementData.cashFlow.depamor,statementData.cashFlow.ncfo,statementData.cashFlow.issrepayDebt,statementData.cashFlow.sbcomp,statementData.cashFlow.businessAcqDisposals,statementData.cashFlow.freeCashFlow,statementData.incomeStatement.netIncComStock,statementData.incomeStatement.sga,statementData.incomeStatement.ebt,statementData.incomeStatement.ebitda,statementData.incomeStatement.prefDVDs,statementData.incomeStatement.costRev,statementData.incomeStatement.shareswaDil,statementData.incomeStatement.opinc,statementData.incomeStatement.grossProfit,statementData.incomeStatement.ebit,statementData.incomeStatement.eps,statementData.incomeStatement.taxExp,statementData.incomeStatement.revenue,statementData.incomeStatement.nonControllingInterests,statementData.incomeStatement.rnd,statementData.incomeStatement.netinc,statementData.incomeStatement.intexp,statementData.incomeStatement.netIncDiscOps,statementData.incomeStatement.epsDil,statementData.incomeStatement.shareswa,statementData.incomeStatement.consolidatedIncome,statementData.incomeStatement.opex,statementData.overview.roa,statementData.overview.piotroskiFScore,statementData.overview.bookVal,statementData.overview.epsQoQ,statementData.overview.rps,statementData.overview.grossMargin,statementData.overview.longTermDebtEquity,statementData.overview.revenueQoQ,statementData.overview.bvps,statementData.overview.profitMargin,statementData.overview.roe
0,2020,3,2020-09-30 00:00:00+00:00,8506116000.0,211122000.0,0.0,1763186000.0,131806000.0,0.0,2592204000.0,2918993000.0,0.0,48927000.0,5499920000.0,0.0,388318000.0,340927000.0,21461000.0,2580927000.0,3702385.0,1593730000.0,564478000.0,36476000.0,0.0,360100000.0,0.0,-3896000.0,-4293000.0,0.0,5547000.0,208671000.0,323624000.0,13639000.0,-397000.0,204775000.0,256466000.0,125921000.0,321457000.0,338691000.0,0.0,1536044000.0,3939000.0,258786000.0,384707000.0,333144000.0,69.19,64991000.0,1920751000.0,0.0,0.0,256466000.0,11687000.0,0.0,65.11,3706000.0,256466000.0,125921000.0,0.190186374083115,3.0,2918993000.0,0.135379061371841,518.787484283779,0.20028988661206,0.545986235664149,0.0253131987886817,788.408822961415,0.20028988661206,0.331357351445658
1,2020,2,2020-06-30 00:00:00+00:00,8249650000.0,158016000.0,0.0,1602540000.0,127644000.0,0.0,2027725000.0,2612412000.0,0.0,48927000.0,4730020000.0,0.0,336754000.0,325208000.0,20801000.0,2117608000.0,3680823.0,1273725000.0,909730000.0,16984000.0,0.0,612050000.0,0.0,-4510000.0,-4548000.0,0.0,5632000.0,302228000.0,595066000.0,14434000.0,-38000.0,297718000.0,164075000.0,121460000.0,209831000.0,224988000.0,0.0,1284493000.0,3861000.0,182805000.0,304265000.0,219356000.0,44.56,45756000.0,1588758000.0,0.0,0.0,164075000.0,9525000.0,0.0,42.5,3682000.0,164075000.0,121460000.0,0.201515888943308,3.0,2612412000.0,-0.234364261168385,431.631186829685,0.191511230785305,0.487566662532556,-0.0959857702759911,709.735838968622,0.191511230785305,0.336563049679985
2,2020,1,2020-03-31 00:00:00+00:00,8085575000.0,147161000.0,0.0,1515640000.0,132100000.0,0.0,1117993000.0,2416919000.0,0.0,48927000.0,3887523000.0,0.0,367228000.0,430942000.0,27089000.0,1470604000.0,3677676.0,682088000.0,-42537000.0,-107520000.0,0.0,-107720000.0,0.0,-3258000.0,-3258000.0,0.0,5622000.0,68441000.0,-200000.0,7492000.0,0.0,65183000.0,175703000.0,128378000.0,161375000.0,173483000.0,0.0,1294743000.0,3908000.0,132586000.0,260964000.0,167861000.0,47.97,-14328000.0,1555707000.0,0.0,0.0,175703000.0,6486000.0,0.0,44.96,3663000.0,175703000.0,128378000.0,0.228695087677663,4.0,2416919000.0,-0.0815623205054566,423.013609681766,0.167746240133907,0.28221384332698,-0.0532489535700332,657.186494949528,0.167746240133907,0.37445366063726
3,2019,4,2019-12-31 00:00:00+00:00,7909872000.0,131886000.0,0.0,1347288000.0,135258000.0,0.0,1160523000.0,2341244000.0,0.0,48927000.0,3809815000.0,0.0,306972000.0,492125000.0,18278000.0,1468571000.0,3694905.0,683678000.0,44744000.0,-306202000.0,0.0,-306392000.0,0.0,-5606000.0,-5963000.0,0.0,5449000.0,357099000.0,-190000.0,19852000.0,-357000.0,351493000.0,256137000.0,131493000.0,295302000.0,307322000.0,0.0,1567392000.0,3970000.0,247974000.0,379467000.0,301873000.0,69.88,39165000.0,1946859000.0,0.0,0.0,256137000.0,6571000.0,0.0,64.52,3671000.0,256137000.0,131493000.0,0.240379747571428,5.0,2341244000.0,0.0857675574891237,526.903668700548,0.194912420468046,0.292014843390949,-0.00386000226156014,633.641189692293,0.194912420468046,0.402495683156269
5,2019,3,2019-09-30 00:00:00+00:00,7653735000.0,142937000.0,0.0,1496449000.0,133883000.0,0.0,1115767000.0,2371457000.0,0.0,48927000.0,3843359000.0,0.0,325798000.0,411223000.0,29276000.0,1471902000.0,3655268.0,683820000.0,209651000.0,7461000.0,0.0,7357000.0,0.0,-5593000.0,-4523000.0,0.0,5223000.0,206817000.0,-104000.0,20770000.0,1070000.0,201224000.0,223787000.0,130376000.0,267174000.0,278690000.0,0.0,1518276000.0,3988000.0,224679000.0,355055000.0,273467000.0,60.94,43387000.0,1873331000.0,0.0,0.0,223787000.0,6293000.0,0.0,56.11,3672000.0,223787000.0,130376000.0,0.244591476835958,4.0,2371457000.0,0.124146836377052,512.501682503171,0.189531374861143,0.288354374546956,0.0353641787497685,648.777873469196,0.189531374861143,0.416948333019038
6,2019,2,2019-06-30 00:00:00+00:00,7429948000.0,146207000.0,0.0,1397728000.0,133624000.0,0.0,906115000.0,2119439000.0,0.0,48927000.0,3603240000.0,0.0,352806000.0,462693000.0,28943000.0,1483801000.0,3590137.0,685322000.0,65710000.0,-8123000.0,0.0,-8135000.0,0.0,-4829000.0,-919000.0,0.0,5084000.0,74764000.0,-12000.0,18577000.0,3910000.0,69935000.0,210209000.0,133044000.0,244712000.0,256097000.0,0.0,1425388000.0,3959000.0,199016000.0,332060000.0,251013000.0,58.2,34503000.0,1757448000.0,0.0,0.0,210209000.0,6301000.0,0.0,53.09,3612000.0,210209000.0,133044000.0,0.250069147338627,4.0,2119439000.0,0.041144901610018,489.521151978323,0.188944423960197,0.323350660245471,0.00399037283278769,590.350451807271,0.188944423960197,0.440313630421144
7,2019,1,2019-03-31 00:00:00+00:00,7219739000.0,142634000.0,0.0,1281169000.0,127432000.0,0.0,840399000.0,1898776000.0,0.0,48927000.0,3362771000.0,0.0,326446000.0,422557000.0,30488000.0,1463995000.0,3616917.0,684035000.0,108451000.0,-117525000.0,0.0,-117525000.0,0.0,-4801000.0,-1879000.0,0.0,5062000.0,227855000.0,0.0,19333000.0,2922000.0,223054000.0,188406000.0,132492000.0,218607000.0,229884000.0,0.0,1338806000.0,3955000.0,171908000.0,304400000.0,224822000.0,52.23,30201000.0,1643206000.0,0.0,0.0,188406000.0,6215000.0,0.0,47.64,3607000.0,188406000.0,132492000.0,0.259600589867438,3.0,1898776000.0,0.155786678468688,454.311226937195,0.185247619592431,0.360250498215693,0.102753989180541,524.970852247923,0.185247619592431,0.468502299125725
8,2018,4,2018-12-31 00:00:00+00:00,7031333000.0,138246000.0,0.0,1253110000.0,48744000.0,0.0,731928000.0,1808562000.0,0.0,48927000.0,3165933000.0,112333000.0,288573000.0,458324000.0,18641000.0,1357371000.0,3614947.0,597681000.0,99698000.0,-129923000.0,0.0,-129923000.0,0.0,-4332000.0,-1690000.0,0.0,5115000.0,231311000.0,0.0,24011000.0,2642000.0,226979000.0,232158000.0,128905000.0,277438000.0,288826000.0,0.0,1590735000.0,3951000.0,234763000.0,363668000.0,283711000.0,64.36,45280000.0,1954403000.0,0.0,0.0,232158000.0,6273000.0,0.0,58.27,3604000.0,232158000.0,128905000.0,0.263292141763469,6.0,1808562000.0,0.926946107784431,540.644994241963,0.186076259604595,0.330473049859502,0.0970584239969374,500.301110915319,0.186076259604595,0.485706500141579
10,2018,3,2018-09-30 00:00:00+00:00,6799175000.0,167676000.0,0.0,1421070000.0,49162000.0,0.0,632215000.0,1682316000.0,0.0,48927000.0,3089823000.0,0.0,319744000.0,322944000.0,26363000.0,1407507000.0,3627049.0,597527000.0,174070000.0,-144657000.0,0.0,-144891000.0,0.0,-5250000.0,-3404000.0,0.0,5029000.0,322365000.0,0.0,23586000.0,1846000.0,317115000.0,195816000.0,130712000.0,249710000.0,260936000.0,0.0,1472649000.0,4056000.0,205984000.0,336696000.0,255907000.0,54.21,53894000.0,1809345000.0,0.0,0.0,195816000.0,6197000.0,0.0,48.28,3612000.0,195816000.0,130712000.0,0.231146480281388,6.0,1682316000.0,0.253120665742025,498.847685818416,0.186087230461852,0.35518119069188,0.107495993820261,463.824999331412,0.186087230461852,0.433598069343136
11,2018,2,2018-06-30 00:00:00+00:00,6603359000.0,172033000.0,0.0,1433615000.0,48630000.0,0.0,457352000.0,1607571000.0,0.0,48927000.0,3009395000.0,0.0,325966000.0,399806000.0,30179000.0,1401824000.0,3622605.0,597373000.0,7769000.0,-81006000.0,0.0,-81006000.0,0.0,-5908000.0,-2647000.0,0.0,4988000.0,91422000.0,0.0,18595000.0,3261000.0,85514000.0,203174000.0,128313000.0,241586000.0,252903000.0,0.0,1416797000.0,4142000.0,205353000.0,333666000.0,247915000.0,55.9,38412000.0,1750463000.0,0.0,0.0,203174000.0,6329000.0,0.0,49.05,3635000.0,203174000.0,128313000.0,0.220591966706602,5.0,1607571000.0,0.416624429802331,483.205593764708,0.19061585420543,0.371599761379124,0.157167184279381,443.761050404336,0.19061585420543,0.414462762854458
