,date,quarter,year,statementData.balanceSheet.debtCurrent,statementData.balanceSheet.taxAssets,statementData.balanceSheet.investmentsCurrent,statementData.balanceSheet.totalAssets,statementData.balanceSheet.acctPay,statementData.balanceSheet.accoci,statementData.balanceSheet.inventory,statementData.balanceSheet.totalLiabilities,statementData.balanceSheet.acctRec,statementData.balanceSheet.intangibles,statementData.balanceSheet.ppeq,statementData.balanceSheet.deferredRev,statementData.balanceSheet.cashAndEq,statementData.balanceSheet.assetsNonCurrent,statementData.balanceSheet.taxLiabilities,statementData.balanceSheet.investments,statementData.balanceSheet.equity,statementData.balanceSheet.retainedEarnings,statementData.balanceSheet.deposits,statementData.balanceSheet.assetsCurrent,statementData.balanceSheet.investmentsNonCurrent,statementData.balanceSheet.debt,statementData.balanceSheet.debtNonCurrent,statementData.balanceSheet.liabilitiesNonCurrent,statementData.balanceSheet.liabilitiesCurrent,statementData.balanceSheet.sharesBasic,statementData.cashFlow.ncfi,statementData.cashFlow.capex,statementData.cashFlow.ncfx,statementData.cashFlow.ncff,statementData.cashFlow.sbcomp,statementData.cashFlow.ncf,statementData.cashFlow.payDiv,statementData.cashFlow.businessAcqDisposals,statementData.cashFlow.issrepayDebt,statementData.cashFlow.issrepayEquity,statementData.cashFlow.investmentsAcqDisposals,statementData.cashFlow.freeCashFlow,statementData.cashFlow.ncfo,statementData.cashFlow.depamor,statementData.incomeStatement.ebitda,statementData.incomeStatement.netIncComStock,statementData.incomeStatement.epsDil,statementData.incomeStatement.consolidatedIncome,statementData.incomeStatement.nonControllingInterests,statementData.incomeStatement.shareswaDil,statementData.incomeStatement.intexp,statementData.incomeStatement.rnd,statementData.incomeStatement.eps,statementData.incomeStatement.netIncDiscOps,statementData.incomeStatement.grossProfit,statementData.incomeStatement.shareswa,statementData.incomeStatement.opex,statementData.incomeStatement.ebt,statementData.incomeStatement.netinc,statementData.incomeStatement.revenue,statementData.incomeStatement.ebit,statementData.incomeStatement.taxExp,statementData.incomeStatement.opinc,statementData.incomeStatement.sga,statementData.incomeStatement.costRev,statementData.incomeStatement.prefDVDs,statementData.overview.roa,statementData.overview.revenueQoQ,statementData.overview.bookVal,statementData.overview.currentRatio,statementData.overview.epsQoQ,statementData.overview.grossMargin,statementData.overview.rps,statementData.overview.longTermDebtEquity,statementData.overview.profitMargin,statementData.overview.bvps,statementData.overview.piotroskiFScore,statementData.overview.roe
0,2020-11-22 00:00:00+00:00,1,2021,96000000.0,0.0,833000000.0,60217000000.0,17014000000.0,-1101000000.0,14901000000.0,44908000000.0,1646000000.0,0.0,25073000000.0,1985000000.0,13590000000.0,28121000000.0,0.0,833000000.0,14860000000.0,9232000000.0,0.0,32096000000.0,0.0,10199000000.0,10103000000.0,12241000000.0,32667000000.0,441228027.0,-682000000.0,-893000000.0,48000000.0,-700000000.0,341000000.0,1313000000.0,-310000000.0,0.0,40000000.0,-80000000.0,211000000.0,1754000000.0,2647000000.0,467000000.0,1911000000.0,1166000000.0,2.62,1181000000.0,15000000.0,444386000.0,39000000.0,0.0,2.63,0.0,5750000000.0,442952000.0,4320000000.0,1405000000.0,1166000000.0,43208000000.0,1444000000.0,239000000.0,1430000000.0,4298000000.0,37458000000.0,0.0,0.0799678205347524,0.166522678185745,15309000000.0,0.982520586524627,0.37696335078534,0.133077207924458,97.926689502886,0.679878869448183,0.133077207924458,34.6963453434475,4.0,0.259855769230769
1,2020-08-30 00:00:00+00:00,4,2020,95000000.0,0.0,1028000000.0,55556000000.0,14172000000.0,-1297000000.0,12242000000.0,36851000000.0,1550000000.0,0.0,24595000000.0,1851000000.0,12277000000.0,27436000000.0,0.0,1028000000.0,18284000000.0,12879000000.0,0.0,28120000000.0,0.0,10167000000.0,10072000000.0,12007000000.0,24844000000.0,441523711.0,-941000000.0,-852000000.0,68000000.0,-1918000000.0,111000000.0,1451000000.0,-619000000.0,-30000000.0,-1218000000.0,-85000000.0,-63000000.0,3390000000.0,4242000000.0,583000000.0,2488000000.0,1389000000.0,3.13,1404000000.0,15000000.0,444195000.0,51000000.0,0.0,3.14,0.0,6982000000.0,442783000.0,5053000000.0,1854000000.0,1389000000.0,53383000000.0,1905000000.0,465000000.0,1929000000.0,5027000000.0,46401000000.0,0.0,0.077146616160886,0.12389995368226,18705000000.0,1.1318628240219,0.261044176706827,0.130790701159545,120.906303942531,0.550864143513454,0.130790701159545,42.3646557002235,6.0,0.236941430707065
3,2020-05-10 00:00:00+00:00,3,2020,1497000000.0,0.0,948000000.0,51732000000.0,10813000000.0,-1678000000.0,11010000000.0,34529000000.0,1507000000.0,0.0,24276000000.0,1832000000.0,10826000000.0,26478000000.0,0.0,948000000.0,16802000000.0,11883000000.0,0.0,25254000000.0,0.0,11630000000.0,10133000000.0,11750000000.0,22779000000.0,441579952.0,-1850000000.0,-698000000.0,-7000000.0,2999000000.0,89000000.0,3040000000.0,-287000000.0,-1133000000.0,3364000000.0,-34000000.0,-26000000.0,1200000000.0,1898000000.0,421000000.0,1607000000.0,838000000.0,1.89,852000000.0,14000000.0,443855000.0,37000000.0,0.0,1.9,0.0,5017000000.0,442322000.0,3838000000.0,1149000000.0,838000000.0,37266000000.0,1186000000.0,311000000.0,1179000000.0,3830000000.0,32249000000.0,0.0,0.075198256859814,0.0727115716753022,17203000000.0,1.10865270644014,-0.0776699029126214,0.134626737508721,84.3924182500024,0.603082966313534,0.134626737508721,38.9578374699402,5.0,0.230006199628022
4,2020-02-16 00:00:00+00:00,2,2020,500000000.0,0.0,929000000.0,48782000000.0,11072000000.0,-1280000000.0,11850000000.0,31783000000.0,1988000000.0,0.0,24077000000.0,1865000000.0,7786000000.0,25079000000.0,0.0,929000000.0,16614000000.0,11384000000.0,0.0,23703000000.0,0.0,8045000000.0,7545000000.0,9088000000.0,22695000000.0,441757627.0,-470000000.0,-545000000.0,2000000.0,-1392000000.0,118000000.0,-1241000000.0,0.0,0.0,-1339000000.0,-47000000.0,65000000.0,74000000.0,619000000.0,427000000.0,1722000000.0,931000000.0,2.1,947000000.0,16000000.0,443727000.0,34000000.0,0.0,2.1,0.0,5016000000.0,442021000.0,3750000000.0,1261000000.0,931000000.0,39072000000.0,1295000000.0,330000000.0,1266000000.0,3743000000.0,34056000000.0,0.0,0.0798035539830486,0.103853542773195,16999000000.0,1.04441506939855,0.0396039603960396,0.128378378378378,88.4466902480894,0.454135066811123,0.128378378378378,38.480376933028,5.0,0.242942576040126
5,2019-11-24 00:00:00+00:00,1,2020,1700000000.0,0.0,993000000.0,51431000000.0,14440000000.0,-1321000000.0,13818000000.0,35207000000.0,1711000000.0,0.0,23834000000.0,1817000000.0,9027000000.0,24788000000.0,0.0,993000000.0,15861000000.0,10787000000.0,0.0,26643000000.0,0.0,9249000000.0,7549000000.0,8942000000.0,26265000000.0,439656950.0,-630000000.0,-715000000.0,7000000.0,-836000000.0,301000000.0,643000000.0,-573000000.0,0.0,122000000.0,-30000000.0,76000000.0,1387000000.0,2102000000.0,408000000.0,1492000000.0,844000000.0,1.9,856000000.0,12000000.0,443680000.0,38000000.0,0.0,1.91,0.0,4807000000.0,441818000.0,3746000000.0,1046000000.0,844000000.0,37040000000.0,1084000000.0,202000000.0,1061000000.0,3732000000.0,32233000000.0,0.0,0.0814910950911213,0.0562034845590123,16224000000.0,1.01439177612793,0.0914285714285714,0.129778617710583,84.2475025130389,0.47594729210012,0.129778617710583,36.9014978610028,6.0,0.251379356748755
6,2019-09-01 00:00:00+00:00,4,2019,1699000000.0,0.0,1060000000.0,45400000000.0,11679000000.0,-1436000000.0,11395000000.0,29816000000.0,1535000000.0,0.0,20890000000.0,1711000000.0,8384000000.0,21915000000.0,0.0,1060000000.0,15243000000.0,10258000000.0,0.0,23485000000.0,0.0,6823000000.0,5124000000.0,6579000000.0,23237000000.0,439789186.0,-920000000.0,-1009000000.0,-1000000.0,-1000000.0,113000000.0,1371000000.0,-286000000.0,0.0,342000000.0,-52000000.0,90000000.0,1284000000.0,2293000000.0,473000000.0,1997000000.0,1097000000.0,2.47,1110000000.0,13000000.0,443639000.0,45000000.0,0.0,2.49,0.0,6188000000.0,439731000.0,4725000000.0,1479000000.0,1097000000.0,47498000000.0,1524000000.0,382000000.0,1463000000.0,4684000000.0,41310000000.0,0.0,0.0832702756521492,0.0695098061291122,15584000000.0,1.01067263416104,0.046218487394958,0.130279169649248,108.001746091137,0.33615430033458,0.130279169649248,35.4351596084948,7.0,0.257884906790711
8,2019-05-12 00:00:00+00:00,3,2019,1699000000.0,0.0,1154000000.0,43752000000.0,11331000000.0,-1321000000.0,11304000000.0,28932000000.0,1704000000.0,0.0,20475000000.0,1761000000.0,7013000000.0,21467000000.0,0.0,1154000000.0,14486000000.0,9496000000.0,0.0,22285000000.0,0.0,6498000000.0,4799000000.0,6100000000.0,22832000000.0,439880257.0,-774000000.0,-672000000.0,-1000000.0,-397000000.0,93000000.0,933000000.0,-251000000.0,0.0,-96000000.0,-46000000.0,-117000000.0,1433000000.0,2105000000.0,336000000.0,1484000000.0,906000000.0,2.05,916000000.0,10000000.0,442642000.0,35000000.0,0.0,2.06,0.0,4507000000.0,439859000.0,3385000000.0,1113000000.0,906000000.0,34740000000.0,1148000000.0,207000000.0,1122000000.0,3371000000.0,30233000000.0,0.0,0.0842314319927568,0.073514415500139,14820000000.0,0.9760423966363,0.204678362573099,0.129735175590098,78.9760382448808,0.331285378986608,0.129735175590098,33.6909869542065,6.0,0.265512796906647
9,2019-02-17 00:00:00+00:00,2,2019,1698000000.0,0.0,1042000000.0,42799000000.0,10711000000.0,-1280000000.0,11356000000.0,28616000000.0,1995000000.0,0.0,20145000000.0,1735000000.0,6080000000.0,21151000000.0,0.0,1042000000.0,13858000000.0,8916000000.0,0.0,21648000000.0,0.0,6492000000.0,4794000000.0,6166000000.0,22450000000.0,440490478.0,-434000000.0,-587000000.0,4000000.0,-49000000.0,119000000.0,-698000000.0,0.0,0.0,69000000.0,-117000000.0,140000000.0,-806000000.0,-219000000.0,352000000.0,1589000000.0,889000000.0,2.01,901000000.0,12000000.0,442337000.0,34000000.0,0.0,2.02,0.0,4676000000.0,440284000.0,3473000000.0,1203000000.0,889000000.0,35396000000.0,1237000000.0,314000000.0,1203000000.0,3464000000.0,30720000000.0,0.0,0.082587040850534,0.0727686013032278,14183000000.0,0.964276169265033,0.2625,0.132105322635326,80.3558800197266,0.345937364699091,0.132105322635326,32.1981988450611,4.0,0.26547616756788
10,2018-11-25 00:00:00+00:00,1,2019,0.0,0.0,1175000000.0,43814000000.0,13133000000.0,-1331000000.0,12205000000.0,30335000000.0,1795000000.0,0.0,19879000000.0,1695000000.0,6778000000.0,20860000000.0,0.0,1175000000.0,13167000000.0,8387000000.0,0.0,22954000000.0,0.0,6480000000.0,6480000000.0,7862000000.0,22473000000.0,438208376.0,-737000000.0,-730000000.0,-17000000.0,-700000000.0,270000000.0,723000000.0,-501000000.0,0.0,104000000.0,-32000000.0,24000000.0,1447000000.0,2177000000.0,331000000.0,1292000000.0,767000000.0,1.73,777000000.0,10000000.0,442749000.0,36000000.0,0.0,1.75,0.0,4446000000.0,439157000.0,3497000000.0,925000000.0,767000000.0,35069000000.0,961000000.0,158000000.0,949000000.0,3475000000.0,30623000000.0,0.0,0.0800481123275566,0.102486717595649,13479000000.0,1.0214034619321,0.198630136986301,0.126778636402521,80.0281371162107,0.492139439507861,0.126778636402521,30.7593390227666,6.0,0.261596775163949
11,2018-09-02 00:00:00+00:00,4,2018,90000000.0,0.0,1204000000.0,40830000000.0,11237000000.0,-1199000000.0,11040000000.0,27727000000.0,1669000000.0,0.0,19681000000.0,1624000000.0,6055000000.0,20541000000.0,0.0,1204000000.0,12799000000.0,7887000000.0,0.0,20289000000.0,0.0,6577000000.0,6487000000.0,7801000000.0,19926000000.0,438541544.0,-1095000000.0,-1056000000.0,-14000000.0,-267000000.0,113000000.0,178000000.0,-250000000.0,0.0,75000000.0,-90000000.0,-46000000.0,498000000.0,1554000000.0,431000000.0,1918000000.0,1043000000.0,2.35,1053000000.0,10000000.0,442736000.0,48000000.0,0.0,2.38,0.0,5740000000.0,438393000.0,4294000000.0,1439000000.0,1043000000.0,44411000000.0,1487000000.0,396000000.0,1446000000.0,4263000000.0,38671000000.0,0.0,0.079083499457468,0.0499054373522458,13103000000.0,1.01821740439627,0.133333333333333,0.129247258562068,101.269767044009,0.506836471599344,0.129247258562068,29.8785831793396,7.0,0.262402143425294
