,year,quarter,date,statementData.balanceSheet.totalLiabilities,statementData.balanceSheet.totalAssets,statementData.balanceSheet.equity,statementData.balanceSheet.debtCurrent,statementData.balanceSheet.investmentsNonCurrent,statementData.balanceSheet.intangibles,statementData.balanceSheet.taxAssets,statementData.balanceSheet.debt,statementData.balanceSheet.deferredRev,statementData.balanceSheet.assetsNonCurrent,statementData.balanceSheet.assetsCurrent,statementData.balanceSheet.deposits,statementData.balanceSheet.ppeq,statementData.balanceSheet.inventory,statementData.balanceSheet.taxLiabilities,statementData.balanceSheet.retainedEarnings,statementData.balanceSheet.accoci,statementData.balanceSheet.acctRec,statementData.balanceSheet.liabilitiesCurrent,statementData.balanceSheet.investmentsCurrent,statementData.balanceSheet.sharesBasic,statementData.balanceSheet.debtNonCurrent,statementData.balanceSheet.acctPay,statementData.balanceSheet.liabilitiesNonCurrent,statementData.balanceSheet.cashAndEq,statementData.balanceSheet.investments,statementData.cashFlow.freeCashFlow,statementData.cashFlow.ncfx,statementData.cashFlow.ncfi,statementData.cashFlow.payDiv,statementData.cashFlow.issrepayEquity,statementData.cashFlow.ncfo,statementData.cashFlow.sbcomp,statementData.cashFlow.ncf,statementData.cashFlow.issrepayDebt,statementData.cashFlow.capex,statementData.cashFlow.investmentsAcqDisposals,statementData.cashFlow.ncff,statementData.cashFlow.depamor,statementData.cashFlow.businessAcqDisposals,statementData.incomeStatement.shareswaDil,statementData.incomeStatement.netIncComStock,statementData.incomeStatement.grossProfit,statementData.incomeStatement.epsDil,statementData.incomeStatement.revenue,statementData.incomeStatement.netinc,statementData.incomeStatement.netIncDiscOps,statementData.incomeStatement.intexp,statementData.incomeStatement.eps,statementData.incomeStatement.opex,statementData.incomeStatement.rnd,statementData.incomeStatement.ebit,statementData.incomeStatement.shareswa,statementData.incomeStatement.taxExp,statementData.incomeStatement.sga,statementData.incomeStatement.ebt,statementData.incomeStatement.consolidatedIncome,statementData.incomeStatement.costRev,statementData.incomeStatement.nonControllingInterests,statementData.incomeStatement.ebitda,statementData.incomeStatement.prefDVDs,statementData.incomeStatement.opinc,statementData.overview.piotroskiFScore,statementData.overview.revenueQoQ,statementData.overview.profitMargin,statementData.overview.currentRatio,statementData.overview.bookVal,statementData.overview.grossMargin,statementData.overview.rps,statementData.overview.epsQoQ,statementData.overview.longTermDebtEquity,statementData.overview.roe,statementData.overview.bvps,statementData.overview.roa
0,2021,1,2020-09-27 00:00:00+00:00,9631516000.0,15057008000.0,5419185000.0,834138000.0,0.0,1646343000.0,0.0,5827633000.0,576488000.0,3782125000.0,11274883000.0,0.0,1133529000.0,2138050000.0,879870000.0,12157153000.0,-82672000.0,2317922000.0,3406868000.0,2528841000.0,145625225.0,4993495000.0,662674000.0,6224648000.0,4382525000.0,2528841000.0,579705000.0,4082000.0,-801666000.0,-167129000.0,-443043000.0,642511000.0,55988000.0,-786558000.0,-19173000.0,-62806000.0,-737074000.0,-631485000.0,72912000.0,0.0,147248000.0,823451000.0,1506179000.0,5.59,3177080000.0,823451000.0,0.0,0.0,5.67,545115000.0,355367000.0,922272000.0,145267000.0,98821000.0,189748000.0,922272000.0,823451000.0,1670901000.0,0.0,995184000.0,0.0,961064000.0,6.0,0.466967963925594,0.474076510506503,3.30945695577287,5425492000.0,0.474076510506503,21.8168246607001,0.760869565217391,0.921447597747632,0.53502550014186,37.2565398611401,0.191626356748886
1,2020,4,2020-06-28 00:00:00+00:00,9375558000.0,14559047000.0,5172494000.0,839877000.0,0.0,1652968000.0,0.0,5810725000.0,457523000.0,3705512000.0,10853535000.0,0.0,1071499000.0,1900024000.0,909709000.0,11520591000.0,-94211000.0,2097099000.0,3162442000.0,1795080000.0,145162229.0,4970848000.0,592387000.0,6213116000.0,5169083000.0,1795080000.0,762494000.0,7103000.0,-430209000.0,-167739000.0,7844000.0,813048000.0,53153000.0,953342000.0,721703000.0,-50554000.0,-354350000.0,563400000.0,71083000.0,0.0,147416000.0,696673000.0,1280332000.0,4.71,2791864000.0,696673000.0,0.0,0.0,4.8,524610000.0,338810000.0,748169000.0,145294000.0,51496000.0,185800000.0,748169000.0,696673000.0,1511532000.0,0.0,819252000.0,0.0,755722000.0,7.0,0.182418544885177,0.458593971626125,3.43201076889315,5183489000.0,0.458593971626125,19.232716521596,0.315068493150685,0.961015711183039,0.47340736110411,35.7082488723702,0.174030697451581
3,2020,3,2020-03-29 00:00:00+00:00,8389482000.0,12938635000.0,4537607000.0,42407000.0,0.0,1666732000.0,0.0,5086338000.0,539601000.0,3529850000.0,9408785000.0,0.0,1048619000.0,1674740000.0,889287000.0,10991046000.0,-112676000.0,2191070000.0,2105661000.0,1431550000.0,145548470.0,5043931000.0,498860000.0,6283821000.0,4215741000.0,1431550000.0,490053000.0,-10715000.0,169772000.0,-163510000.0,-243719000.0,541428000.0,47414000.0,925947000.0,632363000.0,-51375000.0,211159000.0,225462000.0,67248000.0,0.0,148165000.0,574781000.0,1167007000.0,3.88,2503625000.0,574781000.0,0.0,0.0,3.96,472893000.0,307914000.0,629495000.0,145301000.0,54714000.0,164979000.0,629495000.0,574781000.0,1336618000.0,0.0,696743000.0,0.0,694114000.0,5.0,0.0264763137092834,0.466126915971841,4.46832847262689,4549153000.0,0.466126915971841,17.2013144487194,0.0939226519337015,1.11158392518347,0.452716948303406,31.2552443869729,0.170488425531071
4,2020,2,2019-12-29 00:00:00+00:00,7496389000.0,11914122000.0,4379429000.0,632292000.0,0.0,1677940000.0,0.0,4418359000.0,366417000.0,3459157000.0,8454965000.0,0.0,1047254000.0,1528620000.0,872778000.0,10584005000.0,-60247000.0,2030490000.0,2565501000.0,1647867000.0,145078888.0,3786067000.0,452779000.0,4930888000.0,3289794000.0,1647867000.0,245874000.0,5055000.0,-734329000.0,-166721000.0,-965988000.0,307928000.0,45725000.0,-1572042000.0,-17987000.0,-62054000.0,-662287000.0,-1150696000.0,65530000.0,0.0,150097000.0,514510000.0,1179644000.0,3.43,2583501000.0,514510000.0,0.0,0.0,3.57,493133000.0,318861000.0,672587000.0,143987000.0,158077000.0,174272000.0,672587000.0,514510000.0,1403857000.0,0.0,738117000.0,0.0,686511000.0,4.0,0.0241125187449978,0.456606751845654,3.29563894147771,4417733000.0,0.456606751845654,17.8075599807465,-0.0272479564032698,0.864511560753696,0.429340087795772,30.4505573546993,0.1684098774919
5,2020,1,2019-09-29 00:00:00+00:00,7364556000.0,12343502000.0,4936393000.0,645158000.0,0.0,1690648000.0,0.0,4433247000.0,406681000.0,3508887000.0,8834615000.0,0.0,1030168000.0,1483385000.0,856895000.0,10233005000.0,-72560000.0,1635643000.0,2457682000.0,983650000.0,144532998.0,3788089000.0,415808000.0,4906874000.0,4861836000.0,983650000.0,424791000.0,-4193000.0,750682000.0,-158868000.0,-74263000.0,464047000.0,42905000.0,948440000.0,-28965000.0,-39256000.0,790478000.0,-262096000.0,64664000.0,0.0,150682000.0,465789000.0,981710000.0,3.09,2165746000.0,465789000.0,0.0,0.0,3.22,444255000.0,286827000.0,524727000.0,144673000.0,58938000.0,157428000.0,524727000.0,465789000.0,1184036000.0,0.0,589391000.0,0.0,537455000.0,4.0,-0.070770857226462,0.453289536261408,3.59469410607231,4978946000.0,0.453289536261408,14.9844397471088,-0.0612244897959183,0.767379947261087,0.410688927587438,34.4485070461211,0.176956711152835
6,2019,4,2019-06-30 00:00:00+00:00,7278029000.0,12001333000.0,4673865000.0,667131000.0,0.0,1701547000.0,0.0,4489899000.0,381317000.0,3440924000.0,8560409000.0,0.0,1059077000.0,1540140000.0,892790000.0,9930919000.0,-64030000.0,1455522000.0,2371650000.0,1772984000.0,149926529.0,3822768000.0,376561000.0,4906379000.0,3913396000.0,1772984000.0,814539000.0,-3137000.0,-623483000.0,-164873000.0,-1061825000.0,880487000.0,44845000.0,-1273989000.0,-301157000.0,-65948000.0,-555468000.0,-1527856000.0,65408000.0,0.0,154611000.0,541825000.0,1080891000.0,3.5,2361147000.0,541825000.0,0.0,0.0,3.65,463806000.0,295578000.0,609418000.0,148239000.0,67593000.0,168228000.0,609418000.0,541825000.0,1280256000.0,0.0,674826000.0,0.0,617085000.0,6.0,-0.244657266578117,0.457782171122764,3.60947399489807,4723304000.0,0.457782171122764,15.748693815222,-0.423380726698262,0.817902956118758,0.415984074599726,31.5041242634251,0.188014275470946
8,2019,3,2019-03-31 00:00:00+00:00,7554283000.0,12895262000.0,5291196000.0,964107000.0,0.0,1707930000.0,0.0,4765621000.0,378396000.0,3453021000.0,9442241000.0,0.0,1040329000.0,1622242000.0,863155000.0,9547961000.0,-62660000.0,1522273000.0,2805628000.0,1209315000.0,152593454.0,3801514000.0,416187000.0,4748655000.0,5187385000.0,1209315000.0,857299000.0,4128000.0,-1008171000.0,-171196000.0,-929627000.0,932821000.0,53240000.0,1572300000.0,2744345000.0,-75522000.0,-931380000.0,1643522000.0,82274000.0,0.0,157849000.0,547390000.0,1074337000.0,3.47,2439048000.0,547390000.0,0.0,0.0,3.62,508820000.0,318514000.0,586049000.0,151201000.0,38659000.0,190306000.0,586049000.0,547390000.0,1364711000.0,0.0,668323000.0,0.0,565517000.0,4.0,-0.156655942104654,0.440473906212588,3.3654643452375,5340979000.0,0.440473906212588,15.9839621953901,-0.245833333333333,0.718460249818756,0.466501937643871,35.0013638199709,0.226811639511239
9,2019,2,2018-12-23 00:00:00+00:00,4927086000.0,10768458000.0,5784363000.0,187102000.0,0.0,1736468000.0,0.0,2000292000.0,432216000.0,3412613000.0,7355845000.0,0.0,1013306000.0,1703307000.0,859232000.0,9165445000.0,-64692000.0,1868842000.0,2166837000.0,275670000.0,155182806.0,1813190000.0,343942000.0,2760249000.0,3615085000.0,275670000.0,536496000.0,-2721000.0,666931000.0,-167907000.0,31510000.0,642419000.0,38806000.0,791076000.0,-365958000.0,-105923000.0,773223000.0,-515553000.0,81794000.0,0.0,162170000.0,568855000.0,1145033000.0,3.51,2522673000.0,568855000.0,0.0,0.0,3.67,454654000.0,285556000.0,659730000.0,155022000.0,90875000.0,169098000.0,659730000.0,568855000.0,1377640000.0,0.0,741524000.0,0.0,690379000.0,7.0,-0.0225285423403072,0.453896719868172,3.39473850594207,5841372000.0,0.453896719868172,16.2561372939731,-62.1666666666667,0.313464075473825,0.475528399980764,37.6418763815883,0.242508535584566
10,2019,1,2018-09-23 00:00:00+00:00,5575940000.0,10957577000.0,5322825000.0,550369000.0,0.0,1767562000.0,0.0,2355460000.0,542321000.0,3441704000.0,7515873000.0,0.0,951376000.0,1874194000.0,845740000.0,8767786000.0,-57729000.0,1846845000.0,2824965000.0,1050863000.0,157579984.0,1805091000.0,384403000.0,2750975000.0,2824009000.0,1050863000.0,664188000.0,-2311000.0,-672331000.0,-174372000.0,-1735895000.0,720286000.0,50343000.0,-1944549000.0,-79917000.0,-56098000.0,-612583000.0,-1990193000.0,79805000.0,0.0,165327000.0,533360000.0,1058198000.0,3.23,2330691000.0,533360000.0,0.0,0.0,3.43,466447000.0,291672000.0,591374000.0,155658000.0,58014000.0,174775000.0,591374000.0,533360000.0,1272493000.0,0.0,671179000.0,0.0,591751000.0,6.0,-0.0594998668356106,0.45402758237793,2.66051897988117,5381637000.0,0.45402758237793,14.7905269491587,-0.0576923076923077,0.339122740274196,0.375174832430135,34.1517803428639,0.185820439355758
11,2018,4,2018-06-24 00:00:00+00:00,5899435000.0,12479478000.0,6501851000.0,610030000.0,0.0,1802740000.0,0.0,2416592000.0,720086000.0,3329567000.0,9149911000.0,0.0,902547000.0,1876162000.0,851936000.0,8261194000.0,-57449000.0,2176936000.0,3150308000.0,437338000.0,164045205.0,1806562000.0,510983000.0,2749127000.0,4768558000.0,437338000.0,638703000.0,-5607000.0,1260994000.0,-82005000.0,-1262116000.0,718358000.0,47214000.0,-187024000.0,-816646000.0,-79655000.0,1341475000.0,-2160769000.0,85119000.0,0.0,175433000.0,1021146000.0,1479408000.0,5.72,3125928000.0,1021146000.0,0.0,0.0,6.33,524213000.0,327713000.0,958149000.0,160917000.0,-62997000.0,196500000.0,958149000.0,1021146000.0,1646520000.0,0.0,1043268000.0,0.0,955195000.0,8.0,0.333071204956103,0.473270017735533,2.90444966016021,6580043000.0,0.473270017735533,19.0552841821862,0.947692307692308,0.277853491259643,0.356399841836671,40.1111571654898,0.185073044459942
