,year,quarter,date,statementData.balanceSheet.retainedEarnings,statementData.balanceSheet.deposits,statementData.balanceSheet.accoci,statementData.balanceSheet.inventory,statementData.balanceSheet.ppeq,statementData.balanceSheet.deferredRev,statementData.balanceSheet.cashAndEq,statementData.balanceSheet.equity,statementData.balanceSheet.taxLiabilities,statementData.balanceSheet.intangibles,statementData.balanceSheet.totalAssets,statementData.balanceSheet.taxAssets,statementData.balanceSheet.acctPay,statementData.balanceSheet.investments,statementData.balanceSheet.acctRec,statementData.balanceSheet.totalLiabilities,statementData.balanceSheet.sharesBasic,statementData.balanceSheet.debt,statementData.cashFlow.ncf,statementData.cashFlow.issrepayEquity,statementData.cashFlow.payDiv,statementData.cashFlow.ncff,statementData.cashFlow.ncfx,statementData.cashFlow.capex,statementData.cashFlow.ncfi,statementData.cashFlow.investmentsAcqDisposals,statementData.cashFlow.depamor,statementData.cashFlow.ncfo,statementData.cashFlow.issrepayDebt,statementData.cashFlow.sbcomp,statementData.cashFlow.businessAcqDisposals,statementData.cashFlow.freeCashFlow,statementData.incomeStatement.netIncComStock,statementData.incomeStatement.sga,statementData.incomeStatement.ebt,statementData.incomeStatement.ebitda,statementData.incomeStatement.prefDVDs,statementData.incomeStatement.costRev,statementData.incomeStatement.shareswaDil,statementData.incomeStatement.opinc,statementData.incomeStatement.grossProfit,statementData.incomeStatement.ebit,statementData.incomeStatement.eps,statementData.incomeStatement.taxExp,statementData.incomeStatement.revenue,statementData.incomeStatement.nonControllingInterests,statementData.incomeStatement.rnd,statementData.incomeStatement.netinc,statementData.incomeStatement.intexp,statementData.incomeStatement.netIncDiscOps,statementData.incomeStatement.epsDil,statementData.incomeStatement.shareswa,statementData.incomeStatement.consolidatedIncome,statementData.incomeStatement.opex,statementData.overview.roa,statementData.overview.piotroskiFScore,statementData.overview.bookVal,statementData.overview.epsQoQ,statementData.overview.rps,statementData.overview.grossMargin,statementData.overview.longTermDebtEquity,statementData.overview.revenueQoQ,statementData.overview.bvps,statementData.overview.profitMargin,statementData.overview.roe
0,2020,3,2020-09-30 00:00:00+00:00,37460000000.0,0.0,7917000000.0,0.0,584000000.0,3729000000.0,5563000000.0,32479000000.0,4278000000.0,0.0,160955000000.0,0.0,1495000000.0,13501000000.0,824000000.0,128476000000.0,712912378.0,7825000000.0,35000000.0,-394000000.0,-192000000.0,-583000000.0,9000000.0,0.0,-1391000000.0,-1325000000.0,0.0,2000000000.0,0.0,0.0,0.0,2000000000.0,2456000000.0,1464000000.0,1153000000.0,1216000000.0,0.0,2985000000.0,713793000.0,1216000000.0,2680000000.0,1216000000.0,3.45,-1303000000.0,5665000000.0,0.0,0.0,2456000000.0,63000000.0,0.0,3.44,711698000.0,2456000000.0,1464000000.0,0.0296131588333392,5.0,32479000000.0,2.28571428571429,7.946278076827,0.473080317740512,0.24092490532344,0.0233020231213872,45.5581934081666,0.473080317740512,0.157189152311104
1,2020,2,2020-06-30 00:00:00+00:00,35204000000.0,0.0,6750000000.0,0.0,584000000.0,3854000000.0,5528000000.0,29420000000.0,5228000000.0,0.0,157087000000.0,0.0,2275000000.0,13237000000.0,894000000.0,127667000000.0,717507919.0,7771000000.0,1380000000.0,-176000000.0,-193000000.0,598000000.0,-1000000.0,0.0,-404000000.0,-340000000.0,0.0,1187000000.0,1000000000.0,0.0,0.0,1187000000.0,805000000.0,1377000000.0,1070000000.0,1133000000.0,0.0,2897000000.0,719764000.0,1133000000.0,2510000000.0,1133000000.0,1.12,265000000.0,5407000000.0,0.0,0.0,805000000.0,63000000.0,0.0,1.12,717889000.0,805000000.0,1377000000.0,0.0190315915322738,4.0,29420000000.0,0.0181818181818183,7.53580532955762,0.464213057148141,0.264140040788579,-0.0188713482126656,41.0030317728103,0.464213057148141,0.102574878085082
2,2020,1,2020-03-31 00:00:00+00:00,34599000000.0,0.0,4188000000.0,0.0,586000000.0,4044000000.0,4148000000.0,26402000000.0,4610000000.0,0.0,151616000000.0,0.0,2969000000.0,13253000000.0,813000000.0,125214000000.0,722520700.0,6758000000.0,-748000000.0,-440000000.0,-195000000.0,-446000000.0,0.0,0.0,-1716000000.0,-1661000000.0,0.0,1414000000.0,195000000.0,0.0,0.0,1414000000.0,566000000.0,1448000000.0,720000000.0,775000000.0,0.0,2939000000.0,727512000.0,775000000.0,2223000000.0,775000000.0,0.78,154000000.0,5162000000.0,0.0,0.0,566000000.0,55000000.0,0.0,0.78,724366000.0,566000000.0,1448000000.0,0.0192877438225606,4.0,26402000000.0,-0.365853658536585,7.1444319865161,0.430647036032546,0.255965457162336,-0.0875022096517589,36.5415136203018,0.430647036032546,0.104069355980184
3,2019,4,2019-12-31 00:00:00+00:00,34291000000.0,0.0,6615000000.0,0.0,581000000.0,4243000000.0,4896000000.0,28959000000.0,5370000000.0,0.0,152768000000.0,0.0,1876000000.0,11848000000.0,828000000.0,123809000000.0,734018010.0,6569000000.0,680000000.0,-459000000.0,-192000000.0,-284000000.0,-3000000.0,0.0,-225000000.0,-87000000.0,0.0,1192000000.0,347000000.0,0.0,0.0,1192000000.0,781000000.0,1505000000.0,1057000000.0,1114000000.0,0.0,2984000000.0,737364000.0,1114000000.0,2619000000.0,1114000000.0,1.07,276000000.0,5603000000.0,0.0,0.0,781000000.0,57000000.0,0.0,1.06,733261000.0,781000000.0,1505000000.0,0.0218747516490503,8.0,28959000000.0,0.55072463768116,7.63332768905766,0.467428163483848,0.226837943299147,0.0930550136558721,39.4527104314511,0.467428163483848,0.117245112568442
5,2019,3,2019-09-30 00:00:00+00:00,33710000000.0,0.0,7251000000.0,0.0,562000000.0,4544000000.0,4216000000.0,29438000000.0,5737000000.0,0.0,154137000000.0,0.0,2189000000.0,135294000000.0,908000000.0,124699000000.0,740383335.0,6233000000.0,1197000000.0,-298000000.0,-190000000.0,-451000000.0,-39000000.0,0.0,-219000000.0,-109000000.0,0.0,1906000000.0,0.0,0.0,0.0,1906000000.0,777000000.0,1416000000.0,1036000000.0,1093000000.0,0.0,3027000000.0,743842000.0,1093000000.0,2509000000.0,1093000000.0,1.05,259000000.0,5536000000.0,0.0,0.0,777000000.0,57000000.0,0.0,1.04,739946000.0,777000000.0,1416000000.0,0.0206009918495255,8.0,29438000000.0,-0.0454545454545455,7.47720773590886,0.453215317919075,0.211733134044432,-0.00735162273623813,39.760484344235,0.453215317919075,0.113704636626551
6,2019,2,2019-06-30 00:00:00+00:00,33130000000.0,0.0,6364000000.0,0.0,562000000.0,4763000000.0,3019000000.0,28241000000.0,5243000000.0,0.0,151400000000.0,0.0,1557000000.0,133578000000.0,883000000.0,123159000000.0,745469119.0,6231000000.0,-873000000.0,-343000000.0,-194000000.0,-292000000.0,42000000.0,0.0,-1436000000.0,-1576000000.0,0.0,813000000.0,268000000.0,0.0,0.0,813000000.0,817000000.0,1381000000.0,1109000000.0,1166000000.0,0.0,2964000000.0,748849000.0,1166000000.0,2547000000.0,1166000000.0,1.1,292000000.0,5511000000.0,0.0,0.0,817000000.0,57000000.0,0.0,1.09,745153000.0,817000000.0,1381000000.0,0.0216535227813828,7.0,28241000000.0,0.0185185185185186,7.39266035244043,0.462166575939031,0.220636663007684,-0.0139559849704777,37.8835276743368,0.462166575939031,0.123383439288614
7,2019,1,2019-03-31 00:00:00+00:00,32513000000.0,0.0,4481000000.0,0.0,559000000.0,4859000000.0,3892000000.0,26049000000.0,5182000000.0,0.0,145679000000.0,0.0,1969000000.0,127546000000.0,858000000.0,119630000000.0,750332375.0,5900000000.0,-445000000.0,-478000000.0,-195000000.0,-686000000.0,-12000000.0,0.0,-1291000000.0,-1276000000.0,0.0,1544000000.0,0.0,0.0,0.0,1544000000.0,928000000.0,1390000000.0,1242000000.0,1300000000.0,0.0,2967000000.0,755790000.0,1300000000.0,2690000000.0,1300000000.0,1.23,314000000.0,5657000000.0,0.0,0.0,928000000.0,58000000.0,0.0,1.23,751423000.0,928000000.0,1390000000.0,0.0221196723744373,8.0,26049000000.0,0.33695652173913,7.53932548892083,0.475517058511579,0.226496218664824,0.0353221083455344,34.7166147535617,0.475517058511579,0.129680459889171
8,2018,4,2018-12-31 00:00:00+00:00,31788000000.0,0.0,2151000000.0,0.0,443000000.0,5090000000.0,4337000000.0,23462000000.0,4020000000.0,0.0,140406000000.0,0.0,1052000000.0,121906000000.0,851000000.0,116944000000.0,761279345.0,5778000000.0,908000000.0,-356000000.0,-198000000.0,-103000000.0,66000000.0,0.0,-410000000.0,-398000000.0,0.0,1355000000.0,470000000.0,0.0,0.0,1355000000.0,525000000.0,1421000000.0,722000000.0,780000000.0,0.0,2925000000.0,764999000.0,780000000.0,2201000000.0,780000000.0,0.69,197000000.0,5126000000.0,0.0,0.0,525000000.0,58000000.0,0.0,0.69,759931000.0,525000000.0,1421000000.0,0.0205675995131137,4.0,23462000000.0,-0.788990825688073,6.73340217840798,0.429379633242294,0.24627056516921,-0.0549410029498525,30.8191732168958,0.429379633242294,0.123186647394575
10,2018,3,2018-09-30 00:00:00+00:00,31461000000.0,0.0,1909000000.0,0.0,435000000.0,5224000000.0,3429000000.0,23234000000.0,3887000000.0,0.0,137941000000.0,0.0,1970000000.0,120785000000.0,784000000.0,114707000000.0,767800258.0,5279000000.0,-418000000.0,-298000000.0,-199000000.0,-525000000.0,-16000000.0,0.0,-1729000000.0,-1844000000.0,0.0,1852000000.0,0.0,0.0,0.0,1852000000.0,845000000.0,1376000000.0,1146000000.0,1199000000.0,0.0,3002000000.0,772070000.0,1199000000.0,2575000000.0,1199000000.0,1.1,301000000.0,5577000000.0,0.0,0.0,845000000.0,53000000.0,0.0,1.09,767049000.0,845000000.0,1376000000.0,0.0352666076173605,6.0,23234000000.0,0.208791208791209,7.26360787443236,0.461717769410077,0.227210123095464,0.0128950236106067,30.2604743328961,0.461717769410077,0.207550120414099
11,2018,2,2018-06-30 00:00:00+00:00,30809000000.0,0.0,2852000000.0,0.0,448000000.0,5600000000.0,3847000000.0,23800000000.0,4069000000.0,0.0,141986000000.0,0.0,3712000000.0,124074000000.0,892000000.0,118186000000.0,774167054.0,5315000000.0,-233000000.0,-307000000.0,-201000000.0,-515000000.0,-43000000.0,0.0,-1244000000.0,-1351000000.0,0.0,1569000000.0,-2000000.0,0.0,0.0,1569000000.0,832000000.0,1373000000.0,1131000000.0,1185000000.0,0.0,3031000000.0,777807000.0,1185000000.0,2558000000.0,1185000000.0,1.08,299000000.0,5589000000.0,0.0,0.0,832000000.0,54000000.0,0.0,1.07,772949000.0,832000000.0,1373000000.0,0.0344659659250465,6.0,23800000000.0,0.2,7.21937206074905,0.457684737877975,0.223319327731092,0.0296610169491525,30.7427187414255,0.457684737877975,0.204855168916778
