,year,quarter,date,statementData.balanceSheet.acctPay,statementData.balanceSheet.acctRec,statementData.balanceSheet.inventory,statementData.balanceSheet.accoci,statementData.balanceSheet.debtNonCurrent,statementData.balanceSheet.debt,statementData.balanceSheet.deposits,statementData.balanceSheet.cashAndEq,statementData.balanceSheet.taxLiabilities,statementData.balanceSheet.investments,statementData.balanceSheet.retainedEarnings,statementData.balanceSheet.investmentsNonCurrent,statementData.balanceSheet.equity,statementData.balanceSheet.debtCurrent,statementData.balanceSheet.totalAssets,statementData.balanceSheet.ppeq,statementData.balanceSheet.taxAssets,statementData.balanceSheet.totalLiabilities,statementData.balanceSheet.assetsCurrent,statementData.balanceSheet.liabilitiesNonCurrent,statementData.balanceSheet.deferredRev,statementData.balanceSheet.investmentsCurrent,statementData.balanceSheet.intangibles,statementData.balanceSheet.liabilitiesCurrent,statementData.balanceSheet.sharesBasic,statementData.balanceSheet.assetsNonCurrent,statementData.cashFlow.ncfo,statementData.cashFlow.issrepayDebt,statementData.cashFlow.ncfx,statementData.cashFlow.freeCashFlow,statementData.cashFlow.ncff,statementData.cashFlow.ncf,statementData.cashFlow.depamor,statementData.cashFlow.ncfi,statementData.cashFlow.issrepayEquity,statementData.cashFlow.investmentsAcqDisposals,statementData.cashFlow.payDiv,statementData.cashFlow.sbcomp,statementData.cashFlow.capex,statementData.cashFlow.businessAcqDisposals,statementData.incomeStatement.intexp,statementData.incomeStatement.costRev,statementData.incomeStatement.opex,statementData.incomeStatement.nonControllingInterests,statementData.incomeStatement.opinc,statementData.incomeStatement.shareswa,statementData.incomeStatement.shareswaDil,statementData.incomeStatement.epsDil,statementData.incomeStatement.ebt,statementData.incomeStatement.netinc,statementData.incomeStatement.eps,statementData.incomeStatement.netIncComStock,statementData.incomeStatement.grossProfit,statementData.incomeStatement.consolidatedIncome,statementData.incomeStatement.prefDVDs,statementData.incomeStatement.revenue,statementData.incomeStatement.rnd,statementData.incomeStatement.taxExp,statementData.incomeStatement.ebitda,statementData.incomeStatement.netIncDiscOps,statementData.incomeStatement.ebit,statementData.incomeStatement.sga,statementData.overview.roa,statementData.overview.revenueQoQ,statementData.overview.bookVal,statementData.overview.currentRatio,statementData.overview.epsQoQ,statementData.overview.grossMargin,statementData.overview.rps,statementData.overview.longTermDebtEquity,statementData.overview.profitMargin,statementData.overview.bvps,statementData.overview.piotroskiFScore,statementData.overview.roe
0,2021,3,2020-10-31 00:00:00+00:00,14203000000.0,0.0,12712000000.0,-797000000.0,14686000000.0,14817000000.0,0.0,5996000000.0,1171000000.0,0.0,7789000000.0,0.0,13319000000.0,131000000.0,50661000000.0,26773000000.0,0.0,37342000000.0,20309000000.0,17985000000.0,0.0,0.0,0.0,19357000000.0,500617844.0,30352000000.0,1928000000.0,-2269000000.0,0.0,1350000000.0,-2633000000.0,-1288000000.0,603000000.0,-583000000.0,-35000000.0,-5000000.0,-340000000.0,57000000.0,-578000000.0,0.0,632000000.0,15509000000.0,5188000000.0,0.0,1935000000.0,500600000.0,505400000.0,2.01,1298000000.0,1014000000.0,2.02,1014000000.0,7123000000.0,1014000000.0,0.0,22632000000.0,0.0,284000000.0,2533000000.0,0.0,1930000000.0,4647000000.0,0.0820849843755034,0.212536833645861,13319000000.0,1.04918117476882,0.442857142857143,0.314731353835278,45.2081368477948,1.10263533298296,0.314731353835278,26.6051243670811,8.0,0.312644430356449
1,2021,2,2020-08-01 00:00:00+00:00,10726000000.0,0.0,8876000000.0,-833000000.0,16429000000.0,16538000000.0,0.0,7284000000.0,1121000000.0,0.0,7121000000.0,0.0,12578000000.0,109000000.0,48000000000.0,26739000000.0,0.0,35422000000.0,17623000000.0,19530000000.0,0.0,0.0,0.0,15892000000.0,500015480.0,30377000000.0,3832000000.0,-109000000.0,0.0,3173000000.0,-456000000.0,2718000000.0,604000000.0,-658000000.0,-20000000.0,1000000.0,-330000000.0,55000000.0,-659000000.0,0.0,122000000.0,15673000000.0,5002000000.0,0.0,2300000000.0,500100000.0,504400000.0,3.35,2189000000.0,1690000000.0,3.38,1690000000.0,7302000000.0,1690000000.0,0.0,22975000000.0,0.0,499000000.0,2915000000.0,0.0,2311000000.0,4460000000.0,0.0785608333426274,0.247150146563891,12578000000.0,1.10892272841681,0.846994535519126,0.317823721436344,45.9485774320427,1.30616950230561,0.317823721436344,25.1552211943518,8.0,0.298949602122016
2,2021,1,2020-05-02 00:00:00+00:00,9625000000.0,0.0,8584000000.0,-854000000.0,16322000000.0,16490000000.0,0.0,4566000000.0,1122000000.0,0.0,5775000000.0,0.0,11169000000.0,168000000.0,44806000000.0,26589000000.0,0.0,33637000000.0,14615000000.0,19225000000.0,0.0,0.0,0.0,14412000000.0,500961951.0,30191000000.0,1284000000.0,2463000000.0,0.0,539000000.0,1449000000.0,1989000000.0,641000000.0,-744000000.0,-686000000.0,1000000.0,-332000000.0,49000000.0,-745000000.0,0.0,117000000.0,14510000000.0,4637000000.0,0.0,468000000.0,501000000.0,505800000.0,0.56,329000000.0,284000000.0,0.57,284000000.0,5105000000.0,284000000.0,0.0,19615000000.0,0.0,45000000.0,1087000000.0,0.0,446000000.0,4060000000.0,0.0640862503759572,0.11278152833721,11169000000.0,1.01408548431862,-0.62987012987013,0.260260005098139,39.1546702515936,1.46136628167249,0.260260005098139,22.2951064002064,6.0,0.238880624366686
3,2020,4,2020-02-01 00:00:00+00:00,9920000000.0,0.0,8992000000.0,-868000000.0,13613000000.0,13774000000.0,0.0,2577000000.0,1122000000.0,0.0,6433000000.0,0.0,11833000000.0,161000000.0,42779000000.0,26283000000.0,0.0,30946000000.0,12902000000.0,16459000000.0,0.0,0.0,0.0,14487000000.0,506737121.0,29877000000.0,2958000000.0,-283000000.0,0.0,2368000000.0,-766000000.0,1608000000.0,699000000.0,-584000000.0,-156000000.0,6000000.0,-335000000.0,31000000.0,-590000000.0,0.0,118000000.0,17056000000.0,5145000000.0,0.0,1198000000.0,506100000.0,512000000.0,1.62,1052000000.0,834000000.0,1.65,834000000.0,6343000000.0,834000000.0,0.0,23399000000.0,0.0,218000000.0,1869000000.0,-1000000.0,1170000000.0,4505000000.0,0.0777925965442637,0.0183661922792357,11833000000.0,0.890591564851246,0.0784313725490196,0.27107996068208,46.1758158822551,1.15042677258514,0.27107996068208,23.3513581492681,7.0,0.283266063758607
5,2020,3,2019-11-02 00:00:00+00:00,11258000000.0,0.0,11396000000.0,-773000000.0,12721000000.0,13880000000.0,0.0,969000000.0,1215000000.0,0.0,6270000000.0,0.0,11545000000.0,1159000000.0,43741000000.0,26384000000.0,0.0,32196000000.0,13805000000.0,15588000000.0,0.0,0.0,0.0,16608000000.0,510928517.0,29936000000.0,1347000000.0,-15000000.0,0.0,357000000.0,-1058000000.0,-687000000.0,638000000.0,-976000000.0,-747000000.0,14000000.0,-337000000.0,30000000.0,-990000000.0,0.0,113000000.0,12935000000.0,4728000000.0,0.0,1002000000.0,509700000.0,514800000.0,1.39,909000000.0,714000000.0,1.4,714000000.0,5730000000.0,714000000.0,0.0,18665000000.0,0.0,195000000.0,1660000000.0,-8000000.0,1022000000.0,4153000000.0,0.0776241507989666,0.0473598563492508,11545000000.0,0.83122591522158,0.186440677966102,0.306991695687115,36.5315291258249,1.10186227804244,0.306991695687115,22.5961159259388,6.0,0.28343705644721
6,2020,2,2019-08-03 00:00:00+00:00,9152000000.0,0.0,9122000000.0,-782000000.0,12476000000.0,13629000000.0,0.0,1656000000.0,1082000000.0,0.0,6461000000.0,0.0,11836000000.0,1153000000.0,41566000000.0,26012000000.0,0.0,29730000000.0,12119000000.0,15366000000.0,0.0,0.0,0.0,14364000000.0,512334476.0,29447000000.0,2489000000.0,-1013000000.0,0.0,1755000000.0,-1271000000.0,483000000.0,623000000.0,-735000000.0,58000000.0,-1000000.0,-328000000.0,40000000.0,-734000000.0,0.0,120000000.0,12625000000.0,4473000000.0,0.0,1324000000.0,512100000.0,516100000.0,1.82,1217000000.0,938000000.0,1.83,938000000.0,5797000000.0,938000000.0,0.0,18422000000.0,0.0,279000000.0,1960000000.0,0.0,1337000000.0,3912000000.0,0.0754997096625501,0.0363411341134114,11836000000.0,0.843706488443331,0.22,0.314678102269026,35.9569790107196,1.05407232173031,0.314678102269026,23.1020955146497,8.0,0.278226340172071
7,2020,1,2019-05-04 00:00:00+00:00,8360000000.0,0.0,9060000000.0,-792000000.0,13421000000.0,14477000000.0,0.0,1173000000.0,1034000000.0,0.0,5958000000.0,0.0,11117000000.0,1056000000.0,40619000000.0,25706000000.0,0.0,29502000000.0,11607000000.0,16263000000.0,0.0,0.0,0.0,13239000000.0,516333213.0,29012000000.0,323000000.0,981000000.0,0.0,-327000000.0,-57000000.0,-383000000.0,644000000.0,-649000000.0,-720000000.0,1000000.0,-330000000.0,46000000.0,-650000000.0,0.0,126000000.0,12248000000.0,4244000000.0,0.0,1135000000.0,515700000.0,519500000.0,1.53,1024000000.0,795000000.0,1.54,795000000.0,5379000000.0,795000000.0,0.0,17627000000.0,0.0,229000000.0,1794000000.0,-3000000.0,1150000000.0,3663000000.0,0.0728560464596288,0.0504141588701508,11117000000.0,0.876727849535463,0.149253731343284,0.305156861632723,34.138807181478,1.20725015741657,0.305156861632723,21.5306699629257,5.0,0.269944694476165
8,2019,4,2019-02-02 00:00:00+00:00,9761000000.0,0.0,9497000000.0,-805000000.0,12227000000.0,13279000000.0,0.0,1556000000.0,972000000.0,0.0,6017000000.0,0.0,11297000000.0,1052000000.0,41290000000.0,25533000000.0,0.0,29993000000.0,12519000000.0,14979000000.0,0.0,0.0,0.0,15014000000.0,521833603.0,28771000000.0,2349000000.0,-503000000.0,0.0,1752000000.0,-1021000000.0,731000000.0,648000000.0,-597000000.0,-189000000.0,0.0,-334000000.0,26000000.0,-597000000.0,0.0,109000000.0,16899000000.0,4961000000.0,0.0,1117000000.0,519900000.0,524200000.0,1.52,1014000000.0,798000000.0,1.53,798000000.0,6078000000.0,798000000.0,0.0,22977000000.0,0.0,216000000.0,1771000000.0,0.0,1123000000.0,4376000000.0,0.0717273043648153,-0.000261062524474664,11297000000.0,0.833821766351405,-0.231155778894472,0.264525394960178,44.0312771502375,1.08232274055059,0.264525394960178,21.6486633575416,7.0,0.262807033242361
10,2019,3,2018-11-03 00:00:00+00:00,11959000000.0,0.0,12393000000.0,-714000000.0,12150000000.0,13685000000.0,0.0,825000000.0,970000000.0,0.0,5884000000.0,0.0,11080000000.0,1535000000.0,43572000000.0,25607000000.0,0.0,32492000000.0,14639000000.0,14902000000.0,0.0,0.0,0.0,17590000000.0,526350987.0,28933000000.0,900000000.0,477000000.0,0.0,-93000000.0,-274000000.0,-355000000.0,592000000.0,-981000000.0,-456000000.0,12000000.0,-336000000.0,35000000.0,-993000000.0,0.0,115000000.0,12535000000.0,4467000000.0,0.0,819000000.0,525900000.0,531200000.0,1.17,719000000.0,622000000.0,1.18,622000000.0,5286000000.0,622000000.0,0.0,17821000000.0,0.0,97000000.0,1426000000.0,-6000000.0,834000000.0,3937000000.0,0.0792628992628993,0.0561218442574374,11080000000.0,0.832234223990904,0.340909090909091,0.296616351495427,33.8576357604512,1.09657039711191,0.296616351495427,21.0505922353291,7.0,0.286399147727273
11,2019,2,2018-08-04 00:00:00+00:00,9116000000.0,0.0,9112000000.0,-723000000.0,12136000000.0,13180000000.0,0.0,1180000000.0,828000000.0,0.0,6058000000.0,0.0,11167000000.0,1044000000.0,39996000000.0,25172000000.0,0.0,28829000000.0,11503000000.0,14791000000.0,0.0,0.0,0.0,14038000000.0,533134856.0,28493000000.0,2210000000.0,-243000000.0,0.0,1192000000.0,-1070000000.0,120000000.0,603000000.0,-1020000000.0,-530000000.0,-2000000.0,-331000000.0,29000000.0,-1018000000.0,0.0,115000000.0,12239000000.0,4404000000.0,0.0,1133000000.0,531700000.0,536300000.0,1.49,1022000000.0,799000000.0,1.5,799000000.0,5537000000.0,799000000.0,0.0,17776000000.0,0.0,223000000.0,1740000000.0,0.0,1137000000.0,3865000000.0,0.076458877304837,0.068654562943369,11167000000.0,0.819418720615472,0.229508196721312,0.311487398739874,33.3424082105035,1.08677352914838,0.311487398739874,20.9459199193684,8.0,0.273542202893406
