,date,quarter,year,statementData.balanceSheet.acctRec,statementData.balanceSheet.cashAndEq,statementData.balanceSheet.sharesBasic,statementData.balanceSheet.accoci,statementData.balanceSheet.taxLiabilities,statementData.balanceSheet.investments,statementData.balanceSheet.intangibles,statementData.balanceSheet.inventory,statementData.balanceSheet.deposits,statementData.balanceSheet.taxAssets,statementData.balanceSheet.totalAssets,statementData.balanceSheet.deferredRev,statementData.balanceSheet.debt,statementData.balanceSheet.acctPay,statementData.balanceSheet.ppeq,statementData.balanceSheet.totalLiabilities,statementData.balanceSheet.retainedEarnings,statementData.balanceSheet.equity,statementData.cashFlow.investmentsAcqDisposals,statementData.cashFlow.depamor,statementData.cashFlow.freeCashFlow,statementData.cashFlow.ncff,statementData.cashFlow.issrepayDebt,statementData.cashFlow.capex,statementData.cashFlow.issrepayEquity,statementData.cashFlow.ncfx,statementData.cashFlow.ncfo,statementData.cashFlow.ncf,statementData.cashFlow.ncfi,statementData.cashFlow.sbcomp,statementData.cashFlow.payDiv,statementData.cashFlow.businessAcqDisposals,statementData.incomeStatement.shareswa,statementData.incomeStatement.revenue,statementData.incomeStatement.prefDVDs,statementData.incomeStatement.opinc,statementData.incomeStatement.opex,statementData.incomeStatement.nonControllingInterests,statementData.incomeStatement.eps,statementData.incomeStatement.ebt,statementData.incomeStatement.netinc,statementData.incomeStatement.taxExp,statementData.incomeStatement.rnd,statementData.incomeStatement.costRev,statementData.incomeStatement.grossProfit,statementData.incomeStatement.netIncDiscOps,statementData.incomeStatement.sga,statementData.incomeStatement.epsDil,statementData.incomeStatement.ebit,statementData.incomeStatement.netIncComStock,statementData.incomeStatement.intexp,statementData.incomeStatement.consolidatedIncome,statementData.incomeStatement.ebitda,statementData.overview.epsQoQ,statementData.overview.rps,statementData.overview.roa,statementData.overview.bookVal,statementData.overview.bvps,statementData.overview.profitMargin,statementData.overview.revenueQoQ,statementData.overview.grossMargin,statementData.overview.roe,statementData.overview.piotroskiFScore,statementData.overview.longTermDebtEquity
0,2018-06-30 00:00:00+00:00,2,2018,311660000.0,194675000.0,958391980.0,-82229000.0,2245000.0,3712261000.0,0.0,0.0,0.0,0.0,23132598000.0,0.0,13076235000.0,878526000.0,18069126000.0,14275197000.0,-2396371000.0,8531396000.0,-3357000.0,173642000.0,107790000.0,-201541000.0,17718000.0,-164776000.0,106000.0,0.0,272566000.0,19136000.0,-51889000.0,0.0,-210844000.0,116244000.0,958391980.0,583144000.0,7968000.0,211556000.0,189661000.0,1949000.0,0.09,93593000.0,93615000.0,-22000.0,0.0,181927000.0,401217000.0,0.0,13785000.0,0.09,234155000.0,89631000.0,140562000.0,95564000.0,407797000.0,-0.357142857142857,0.60846085126881,0.0243277393385276,8857401000.0,9.24193981673344,0.688023884323598,0.0492051040309753,0.688023884323598,0.0660566490855323,3.0,1.53271926423296
1,2018-03-31 00:00:00+00:00,1,2018,309128000.0,178210000.0,957017459.0,-72231000.0,2333000.0,3825713000.0,0.0,0.0,0.0,0.0,23258197000.0,0.0,13156734000.0,894729000.0,18192363000.0,14277080000.0,-2275096000.0,8658569000.0,-2415000.0,185393000.0,68275000.0,-119239000.0,94356000.0,-197190000.0,139000.0,0.0,265465000.0,13492000.0,-132734000.0,0.0,-210530000.0,66871000.0,957017459.0,574166000.0,7968000.0,147529000.0,240865000.0,1860000.0,0.06,63756000.0,64036000.0,-280000.0,0.0,185772000.0,388394000.0,0.0,13664000.0,0.06,201681000.0,60052000.0,137925000.0,65896000.0,387074000.0,-0.5,0.599953527075623,0.0259522192719913,8981117000.0,9.38448605669586,0.67644897120345,0.0138328754158339,0.67644897120345,0.0700352556152091,3.0,1.51950443543269
