,date,quarter,year,statementData.balanceSheet.taxAssets,statementData.balanceSheet.totalAssets,statementData.balanceSheet.intangibles,statementData.balanceSheet.accoci,statementData.balanceSheet.acctPay,statementData.balanceSheet.investments,statementData.balanceSheet.deferredRev,statementData.balanceSheet.cashAndEq,statementData.balanceSheet.ppeq,statementData.balanceSheet.acctRec,statementData.balanceSheet.retainedEarnings,statementData.balanceSheet.inventory,statementData.balanceSheet.taxLiabilities,statementData.balanceSheet.deposits,statementData.balanceSheet.debt,statementData.balanceSheet.sharesBasic,statementData.balanceSheet.equity,statementData.balanceSheet.totalLiabilities,statementData.cashFlow.payDiv,statementData.cashFlow.investmentsAcqDisposals,statementData.cashFlow.businessAcqDisposals,statementData.cashFlow.freeCashFlow,statementData.cashFlow.issrepayEquity,statementData.cashFlow.ncfi,statementData.cashFlow.capex,statementData.cashFlow.sbcomp,statementData.cashFlow.depamor,statementData.cashFlow.ncfo,statementData.cashFlow.ncfx,statementData.cashFlow.issrepayDebt,statementData.cashFlow.ncf,statementData.cashFlow.ncff,statementData.incomeStatement.netIncComStock,statementData.incomeStatement.costRev,statementData.incomeStatement.eps,statementData.incomeStatement.netinc,statementData.incomeStatement.epsDil,statementData.incomeStatement.ebit,statementData.incomeStatement.netIncDiscOps,statementData.incomeStatement.ebitda,statementData.incomeStatement.shareswa,statementData.incomeStatement.nonControllingInterests,statementData.incomeStatement.prefDVDs,statementData.incomeStatement.opex,statementData.incomeStatement.sga,statementData.incomeStatement.grossProfit,statementData.incomeStatement.ebt,statementData.incomeStatement.revenue,statementData.incomeStatement.intexp,statementData.incomeStatement.taxExp,statementData.incomeStatement.consolidatedIncome,statementData.incomeStatement.opinc,statementData.incomeStatement.rnd,statementData.overview.roa,statementData.overview.piotroskiFScore,statementData.overview.bookVal,statementData.overview.epsQoQ,statementData.overview.rps,statementData.overview.grossMargin,statementData.overview.longTermDebtEquity,statementData.overview.revenueQoQ,statementData.overview.bvps,statementData.overview.profitMargin,statementData.overview.roe
0,2020-09-30 00:00:00+00:00,3,2020,30069000.0,28212370000.0,169652000.0,-170886000.0,406844000.0,18279028000.0,4054471000.0,2571447000.0,410228000.0,5364477000.0,8057556000.0,0.0,0.0,0.0,3092067000.0,178003807.0,5995112000.0,22172698000.0,-21402000.0,-573730000.0,0.0,549053000.0,-12957000.0,-520848000.0,-8041000.0,12111000.0,32130000.0,557094000.0,5400000.0,147659000.0,140621000.0,98975000.0,151678000.0,1114632000.0,0.82,151678000.0,0.81,245494000.0,0.0,277624000.0,178003807.0,688000.0,0.0,679005000.0,593969000.0,925187000.0,205726000.0,2039819000.0,39768000.0,54048000.0,152366000.0,246182000.0,0.0,0.0124825296600534,5.0,6039672000.0,-0.0574712643678161,11.4594122135826,0.453563281840203,0.515764676289617,0.0376977142171098,33.9300158900534,0.453563281840203,0.057835424998166
1,2020-06-30 00:00:00+00:00,2,2020,0.0,27323292000.0,169652000.0,-249350000.0,424806000.0,17538443000.0,3902913000.0,2430826000.0,414335000.0,5323745000.0,7927280000.0,0.0,10921000.0,0.0,2945461000.0,178724311.0,5801116000.0,21477901000.0,-21351000.0,853860000.0,0.0,418912000.0,-92960000.0,855486000.0,-8369000.0,14048000.0,39002000.0,427281000.0,8266000.0,293028000.0,1465814000.0,174781000.0,71260000.0,1135126000.0,0.38,71260000.0,0.38,143426000.0,0.0,182428000.0,178724311.0,396000.0,0.0,657078000.0,580840000.0,800900000.0,105053000.0,1936026000.0,38373000.0,33793000.0,71656000.0,143822000.0,0.0,0.0132260558600562,4.0,5845391000.0,-0.666666666666667,10.8324714705433,0.413682460876042,0.507740407190616,-0.0431742071697711,32.7061884714721,0.413682460876042,0.059994640103619
2,2020-03-31 00:00:00+00:00,1,2020,83677000.0,26089929000.0,169652000.0,-589521000.0,368724000.0,18039301000.0,3800642000.0,965012000.0,422012000.0,4963351000.0,7877371000.0,0.0,0.0,0.0,2645071000.0,183421709.0,5493475000.0,20552385000.0,-20069000.0,79751000.0,0.0,137933000.0,-205942000.0,30822000.0,-14637000.0,11683000.0,25063000.0,152570000.0,-20134000.0,4259000.0,-58698000.0,-221956000.0,-4418000.0,1107253000.0,-0.02,-4418000.0,-0.02,29374000.0,0.0,54437000.0,183421709.0,892000.0,0.0,673091000.0,578334000.0,703357000.0,-7360000.0,1810610000.0,36734000.0,-2942000.0,-3526000.0,30266000.0,0.0,0.0188493632423454,4.0,5537544000.0,-1.02105263157895,9.8712960961453,0.388464108781019,0.481493226054547,-0.065261003746989,30.1902322805203,0.388464108781019,0.0841989926898621
3,2019-12-31 00:00:00+00:00,4,2019,0.0,26630030000.0,169652000.0,-257299000.0,360314000.0,18473674000.0,3656507000.0,1023710000.0,422091000.0,5122007000.0,7932372000.0,0.0,4308000.0,0.0,2662422000.0,183674708.0,6074939000.0,20511688000.0,-178156000.0,-122445000.0,0.0,290094000.0,-18225000.0,-232921000.0,-58655000.0,10834000.0,71380000.0,348749000.0,9331000.0,283023000.0,211160000.0,86001000.0,119306000.0,1072166000.0,0.63,119306000.0,0.61,179772000.0,0.0,251152000.0,183674708.0,487000.0,0.0,723649000.0,601121000.0,903908000.0,146276000.0,1976074000.0,33496000.0,26970000.0,119793000.0,180259000.0,0.0,0.0259982434139651,5.0,6118342000.0,-0.0869565217391304,10.7585525602142,0.457426189505049,0.438263166099281,0.0125482620536641,33.3107484782281,0.457426189505049,0.114286327181806
5,2019-09-30 00:00:00+00:00,3,2019,0.0,26218511000.0,169652000.0,-322100000.0,336547000.0,18593696000.0,3691312000.0,812550000.0,416966000.0,4845232000.0,7971019000.0,0.0,15279000.0,0.0,2411754000.0,183176414.0,6056296000.0,20119068000.0,-111733000.0,-299138000.0,0.0,401400000.0,0.0,-254567000.0,9002000.0,11100000.0,-9282000.0,392398000.0,-8111000.0,-448409000.0,-445624000.0,-575344000.0,165208000.0,1041471000.0,0.87,165208000.0,0.85,241514000.0,0.0,232232000.0,183176414.0,-57000.0,0.0,682788000.0,581045000.0,924245000.0,203039000.0,1965716000.0,38475000.0,37831000.0,165151000.0,241457000.0,0.0,0.0269410532467688,6.0,6099443000.0,0.0235294117647058,10.7312724224419,0.47018236612003,0.398222609991321,0.014352634962965,33.2981897986058,0.47018236612003,0.119667723005852
6,2019-06-30 00:00:00+00:00,2,2019,0.0,26487903000.0,173037000.0,-260796000.0,294949000.0,18246642000.0,3614152000.0,1258174000.0,398885000.0,5015005000.0,7826015000.0,0.0,38437000.0,0.0,2941014000.0,183118577.0,5976760000.0,20467825000.0,-18302000.0,-12776000.0,0.0,316811000.0,0.0,20826000.0,-7505000.0,12512000.0,23865000.0,324316000.0,-1522000.0,0.0,320746000.0,-22874000.0,216709000.0,1028830000.0,1.14,216709000.0,1.12,313736000.0,0.0,337601000.0,183118577.0,718000.0,0.0,680100000.0,591828000.0,994554000.0,273018000.0,2023384000.0,40718000.0,56309000.0,217427000.0,314454000.0,0.0,0.0271724795815683,8.0,6020078000.0,0.2,11.0495834619772,0.491530030878963,0.492074970385292,0.0588555436241049,32.8752991565678,0.491530030878963,0.122359000108392
7,2019-03-31 00:00:00+00:00,1,2019,0.0,25585260000.0,173037000.0,-364983000.0,262781000.0,17961871000.0,3496199000.0,937428000.0,406841000.0,4745171000.0,7721039000.0,0.0,43243000.0,0.0,2840845000.0,183020432.0,5759952000.0,19782464000.0,0.0,67101000.0,0.0,75031000.0,0.0,41791000.0,-3299000.0,14828000.0,27424000.0,78330000.0,681000.0,0.0,119826000.0,-976000.0,180722000.0,988650000.0,0.95,180722000.0,0.94,269268000.0,0.0,296692000.0,183020432.0,892000.0,0.0,678212000.0,588087000.0,948372000.0,228547000.0,1937022000.0,40721000.0,47825000.0,181614000.0,270160000.0,0.0,0.0262139619998513,6.0,5802796000.0,0.0795454545454546,10.5836380060561,0.489603112406571,0.493206366997503,0.0242036074611089,31.7057278063905,0.489603112406571,0.118770892760232
8,2018-12-31 00:00:00+00:00,4,2018,36193000.0,24895977000.0,173037000.0,-510470000.0,256917000.0,17723089000.0,3359991000.0,817602000.0,416372000.0,4586161000.0,7558619000.0,0.0,0.0,0.0,2827639000.0,183186365.0,5437851000.0,19416179000.0,-158820000.0,-172607000.0,0.0,263397000.0,-17951000.0,-187781000.0,-14278000.0,8063000.0,54567000.0,277675000.0,7459000.0,91156000.0,-1764000.0,-99117000.0,132357000.0,1020127000.0,0.69,132357000.0,0.69,199301000.0,0.0,253868000.0,183186365.0,3915000.0,0.0,728242000.0,601991000.0,931458000.0,158724000.0,1951585000.0,40577000.0,26367000.0,136272000.0,203216000.0,0.0,0.0258991148821023,4.0,5479798000.0,-0.155446756425949,10.6535494604088,0.477282823961037,0.519991996838457,0.00859399386859439,29.9137875245245,0.477282823961037,0.117819249445367
10,2018-09-30 00:00:00+00:00,3,2018,37196000.0,24855649000.0,171095000.0,-474938000.0,231197000.0,17841565000.0,3454955000.0,819366000.0,424754000.0,4421056000.0,7505706000.0,0.0,0.0,0.0,2810157000.0,182713947.0,5437848000.0,19376616000.0,-18258000.0,-271342000.0,8664000.0,217284000.0,0.0,-310039000.0,-5878000.0,8806000.0,20169000.0,223162000.0,17707000.0,-1933000.0,-91836000.0,-22666000.0,161920000.0,1017720000.0,0.85,161920000.0,0.84,246548000.0,0.0,266717000.0,182713947.0,2523000.0,0.0,671111000.0,577648000.0,920182000.0,206700000.0,1937902000.0,39848000.0,44780000.0,164443000.0,249071000.0,0.0,0.0269601214632809,4.0,5479033000.0,-0.0116279069767442,10.6062073083014,0.474834124739022,0.516777409004444,-0.0459991473616949,29.986944565321,0.474834124739022,0.122055944363639
11,2018-06-30 00:00:00+00:00,2,2018,576000.0,24621144000.0,178975000.0,-395842000.0,252358000.0,17602502000.0,3441774000.0,911202000.0,427619000.0,4366312000.0,7423162000.0,0.0,0.0,0.0,2789453000.0,182503647.0,5426118000.0,19155516000.0,-60857000.0,-50842000.0,-6637000.0,123795000.0,0.0,-84940000.0,-15602000.0,10288000.0,27345000.0,139397000.0,-56828000.0,19046000.0,-45401000.0,-43030000.0,180075000.0,973636000.0,0.95,180075000.0,0.93,268244000.0,0.0,295589000.0,182503647.0,703000.0,0.0,668333000.0,593142000.0,937280000.0,228539000.0,1910916000.0,39705000.0,48464000.0,180778000.0,268947000.0,0.0,0.0271087622297678,4.0,5465628000.0,0.637931034482759,10.4705633635913,0.490487284632082,0.514078941888105,0.0340180374005234,29.948048106677,0.490487284632082,0.122121712684487
12,2018-03-31 00:00:00+00:00,1,2018,0.0,24587832000.0,178945000.0,-258982000.0,248746000.0,17654391000.0,3404003000.0,956603000.0,424751000.0,4231639000.0,7322201000.0,0.0,96735000.0,0.0,2709018000.0,182313006.0,5451776000.0,19095652000.0,-17016000.0,-175882000.0,0.0,-34137000.0,-6799000.0,-131484000.0,-14102000.0,9434000.0,29027000.0,-20035000.0,241000.0,181769000.0,6132000.0,157410000.0,166396000.0,963219000.0,0.88,166396000.0,0.87,246869000.0,0.0,275896000.0,182313006.0,1177000.0,0.0,679982000.0,610439000.0,928028000.0,209813000.0,1891247000.0,37056000.0,43417000.0,167573000.0,248046000.0,0.0,0.0243595698527616,3.0,5492180000.0,0.307578008915305,10.3736263336034,0.490696350080132,0.496905595534373,0.0111360134472616,30.1250038080114,0.490696350080132,0.109738318143311
