,year,quarter,date,statementData.balanceSheet.totalAssets,statementData.balanceSheet.totalLiabilities,statementData.balanceSheet.equity,statementData.balanceSheet.acctRec,statementData.balanceSheet.assetsNonCurrent,statementData.balanceSheet.debtCurrent,statementData.balanceSheet.investmentsCurrent,statementData.balanceSheet.assetsCurrent,statementData.balanceSheet.liabilitiesNonCurrent,statementData.balanceSheet.inventory,statementData.balanceSheet.retainedEarnings,statementData.balanceSheet.taxAssets,statementData.balanceSheet.ppeq,statementData.balanceSheet.debtNonCurrent,statementData.balanceSheet.investments,statementData.balanceSheet.taxLiabilities,statementData.balanceSheet.acctPay,statementData.balanceSheet.cashAndEq,statementData.balanceSheet.deferredRev,statementData.balanceSheet.sharesBasic,statementData.balanceSheet.investmentsNonCurrent,statementData.balanceSheet.intangibles,statementData.balanceSheet.accoci,statementData.balanceSheet.liabilitiesCurrent,statementData.balanceSheet.debt,statementData.balanceSheet.deposits,statementData.cashFlow.sbcomp,statementData.cashFlow.issrepayDebt,statementData.cashFlow.issrepayEquity,statementData.cashFlow.ncff,statementData.cashFlow.ncf,statementData.cashFlow.capex,statementData.cashFlow.investmentsAcqDisposals,statementData.cashFlow.businessAcqDisposals,statementData.cashFlow.ncfo,statementData.cashFlow.ncfi,statementData.cashFlow.freeCashFlow,statementData.cashFlow.depamor,statementData.cashFlow.ncfx,statementData.cashFlow.payDiv,statementData.incomeStatement.opinc,statementData.incomeStatement.eps,statementData.incomeStatement.netIncDiscOps,statementData.incomeStatement.sga,statementData.incomeStatement.netinc,statementData.incomeStatement.ebit,statementData.incomeStatement.revenue,statementData.incomeStatement.shareswa,statementData.incomeStatement.epsDil,statementData.incomeStatement.intexp,statementData.incomeStatement.netIncComStock,statementData.incomeStatement.nonControllingInterests,statementData.incomeStatement.ebitda,statementData.incomeStatement.rnd,statementData.incomeStatement.prefDVDs,statementData.incomeStatement.costRev,statementData.incomeStatement.consolidatedIncome,statementData.incomeStatement.grossProfit,statementData.incomeStatement.shareswaDil,statementData.incomeStatement.opex,statementData.incomeStatement.taxExp,statementData.incomeStatement.ebt,statementData.overview.piotroskiFScore,statementData.overview.revenueQoQ,statementData.overview.profitMargin,statementData.overview.currentRatio,statementData.overview.bookVal,statementData.overview.grossMargin,statementData.overview.rps,statementData.overview.epsQoQ,statementData.overview.longTermDebtEquity,statementData.overview.roe,statementData.overview.bvps,statementData.overview.roa
0,2020,3,2020-09-30 00:00:00+00:00,161261000000.0,172814000000.0,-11821000000.0,13732000000.0,30249000000.0,3634000000.0,16552000000.0,131012000000.0,80507000000.0,86961000000.0,47029000000.0,704000000.0,11969000000.0,57325000000.0,17604000000.0,503000000.0,14479000000.0,10564000000.0,51974000000.0,564448738.0,1052000000.0,11012000000.0,-15779000000.0,92307000000.0,60959000000.0,0.0,50000000.0,-467000000.0,4000000.0,-468000000.0,-9387000000.0,-83000000.0,-4060000000.0,0.0,-4819000000.0,-4137000000.0,-4902000000.0,565000000.0,37000000.0,0.0,-509000000.0,-0.79,0.0,955000000.0,-449000000.0,-265000000.0,14139000000.0,566600000.0,-0.79,643000000.0,-449000000.0,-17000000.0,300000000.0,574000000.0,0.0,13105000000.0,-466000000.0,1034000000.0,566600000.0,1543000000.0,-459000000.0,-908000000.0,3.0,-0.292342342342342,0.0731310559445505,1.4193073114715,-11553000000.0,0.0731310559445505,25.049218907103,-1.38164251207729,-4.84942052279841,0.427388077567632,-20.4677576938794,-0.0297120830580211
1,2020,2,2020-06-30 00:00:00+00:00,162872000000.0,174254000000.0,-11667000000.0,13532000000.0,32595000000.0,2922000000.0,12438000000.0,130277000000.0,81772000000.0,83745000000.0,47478000000.0,729000000.0,12182000000.0,58457000000.0,13504000000.0,404000000.0,13700000000.0,19992000000.0,53367000000.0,564325344.0,1066000000.0,11083000000.0,-16025000000.0,92482000000.0,61379000000.0,0.0,60000000.0,22458000000.0,6000000.0,22462000000.0,4911000000.0,-310000000.0,-11997000000.0,0.0,-5280000000.0,-12307000000.0,-5590000000.0,547000000.0,36000000.0,0.0,-3002000000.0,-4.2,0.0,1161000000.0,-2376000000.0,-2851000000.0,11807000000.0,566400000.0,-4.2,553000000.0,-2376000000.0,-19000000.0,-2304000000.0,625000000.0,0.0,12978000000.0,-2395000000.0,-1171000000.0,566400000.0,1831000000.0,-1028000000.0,-3404000000.0,2.0,-0.250396800203162,-0.099178453459812,1.40867412036937,-11382000000.0,-0.099178453459812,20.9223280959007,-0.193857965451056,-5.01045684409017,0.334302069572875,-20.1692164298756,-0.0199031756296206
2,2020,1,2020-03-31 00:00:00+00:00,143075000000.0,152435000000.0,-9665000000.0,14841000000.0,32064000000.0,5173000000.0,488000000.0,111011000000.0,57933000000.0,80020000000.0,49854000000.0,678000000.0,12405000000.0,33754000000.0,1612000000.0,336000000.0,14963000000.0,15039000000.0,52883000000.0,562702606.0,1124000000.0,11313000000.0,-16333000000.0,94502000000.0,38927000000.0,0.0,55000000.0,11579000000.0,21000000.0,10280000000.0,5552000000.0,-370000000.0,-17000000.0,0.0,-4302000000.0,-379000000.0,-4672000000.0,556000000.0,-47000000.0,-1158000000.0,-1407000000.0,-1.11,0.0,873000000.0,-628000000.0,-1228000000.0,16908000000.0,565900000.0,-1.11,262000000.0,-628000000.0,-13000000.0,-672000000.0,672000000.0,0.0,16768000000.0,-641000000.0,140000000.0,565900000.0,1547000000.0,-862000000.0,-1490000000.0,3.0,-0.262207095169525,0.00828010409273717,1.17469471545576,-9360000000.0,0.00828010409273717,30.0478437805564,-1.29287598944591,-3.49239524055872,0.492496392496392,-16.6340086223095,-0.0254911223600014
3,2019,4,2019-12-31 00:00:00+00:00,133625000000.0,141925000000.0,-8617000000.0,14607000000.0,31396000000.0,7340000000.0,545000000.0,102229000000.0,44613000000.0,76622000000.0,50644000000.0,683000000.0,12502000000.0,19962000000.0,1637000000.0,413000000.0,15553000000.0,9485000000.0,51551000000.0,562791233.0,1092000000.0,11398000000.0,-16153000000.0,97312000000.0,27302000000.0,0.0,52000000.0,2575000000.0,7000000.0,1403000000.0,-278000000.0,-447000000.0,573000000.0,501000000.0,-2220000000.0,517000000.0,-2667000000.0,628000000.0,22000000.0,-1157000000.0,-2599000000.0,-1.78,0.0,1052000000.0,-1010000000.0,-2100000000.0,17911000000.0,562791233.0,-1.78,242000000.0,-1010000000.0,0.0,-1472000000.0,749000000.0,0.0,18708000000.0,-1010000000.0,-797000000.0,565900000.0,1802000000.0,-1332000000.0,-2342000000.0,2.0,-0.36801806569987,-0.0444977946513316,1.0505281979612,-8300000000.0,-0.0444977946513316,31.8253003063394,-1.29815745393635,-2.31658349773703,0.141885108756274,-14.7479198561005,-0.00496203380970678
5,2019,3,2019-09-30 00:00:00+00:00,132598000000.0,136407000000.0,-4116000000.0,16885000000.0,30942000000.0,4354000000.0,1150000000.0,101656000000.0,44561000000.0,73279000000.0,53986000000.0,296000000.0,12527000000.0,20298000000.0,2267000000.0,1615000000.0,15101000000.0,9763000000.0,53167000000.0,562710008.0,1117000000.0,11650000000.0,-14927000000.0,91846000000.0,24652000000.0,0.0,56000000.0,5395000000.0,4000000.0,4240000000.0,597000000.0,-462000000.0,-734000000.0,0.0,-2424000000.0,-1194000000.0,-2886000000.0,576000000.0,-25000000.0,-1156000000.0,1263000000.0,2.07,0.0,1001000000.0,1167000000.0,1380000000.0,19980000000.0,569200000.0,2.05,203000000.0,1167000000.0,0.0,1956000000.0,778000000.0,0.0,16930000000.0,1167000000.0,3050000000.0,569200000.0,1787000000.0,10000000.0,1177000000.0,3.0,-0.205440229062276,0.152652652652653,1.10680922413605,-3809000000.0,0.152652652652653,35.5067436440548,-0.496350364963504,-4.93148688046647,-1.69289057276577,-6.76902835536559,0.0306026867998719
6,2019,2,2019-06-30 00:00:00+00:00,126261000000.0,131204000000.0,-5322000000.0,15848000000.0,31150000000.0,4357000000.0,439000000.0,95111000000.0,39015000000.0,68492000000.0,52819000000.0,357000000.0,12601000000.0,14859000000.0,1581000000.0,0.0,15267000000.0,9167000000.0,52523000000.0,562630423.0,1142000000.0,11812000000.0,-14908000000.0,92189000000.0,19216000000.0,0.0,57000000.0,4385000000.0,-305000000.0,2919000000.0,2240000000.0,-200000000.0,353000000.0,-216000000.0,-590000000.0,-86000000.0,-790000000.0,546000000.0,-3000000.0,-1156000000.0,-3572000000.0,-5.21,0.0,672000000.0,-2942000000.0,-3273000000.0,15751000000.0,565300000.0,-5.21,154000000.0,-2942000000.0,0.0,-2727000000.0,826000000.0,0.0,17810000000.0,-2942000000.0,-2059000000.0,565300000.0,1513000000.0,-485000000.0,-3427000000.0,4.0,-0.350688432682002,-0.130721858929592,1.03169575545889,-4943000000.0,-0.130721858929592,27.9952867035063,-2.38196286472149,-2.79199549041714,-3.24971530828046,-8.78551851789927,0.0417481734129174
7,2019,1,2019-03-31 00:00:00+00:00,120209000000.0,119977000000.0,125000000.0,16453000000.0,30700000000.0,3381000000.0,893000000.0,89509000000.0,36362000000.0,65369000000.0,58090000000.0,281000000.0,12594000000.0,11363000000.0,2076000000.0,1656000000.0,14693000000.0,6836000000.0,52534000000.0,575883680.0,1183000000.0,11465000000.0,-14969000000.0,83615000000.0,14744000000.0,0.0,47000000.0,863000000.0,-2299000000.0,-2823000000.0,-801000000.0,-391000000.0,-91000000.0,-276000000.0,2788000000.0,-767000000.0,2397000000.0,521000000.0,1000000.0,-1161000000.0,2242000000.0,3.79,0.0,1184000000.0,2149000000.0,2456000000.0,22917000000.0,572400000.0,3.75,123000000.0,2149000000.0,0.0,2977000000.0,866000000.0,0.0,18645000000.0,2149000000.0,4272000000.0,572400000.0,2030000000.0,184000000.0,2333000000.0,3.0,-0.0198870926353605,0.186411834009687,1.07048974466304,232000000.0,0.186411834009687,39.7944946104394,-0.0954653937947495,90.904,-17.8852603706973,0.402859132941569,0.0870779636544899
8,2018,4,2018-12-31 00:00:00+00:00,117359000000.0,116949000000.0,339000000.0,16782000000.0,29529000000.0,3190000000.0,927000000.0,87830000000.0,35359000000.0,62567000000.0,55941000000.0,284000000.0,12645000000.0,10657000000.0,2014000000.0,1736000000.0,12916000000.0,7637000000.0,50676000000.0,567885369.0,1087000000.0,11269000000.0,-15083000000.0,81590000000.0,13847000000.0,0.0,52000000.0,698000000.0,-574000000.0,-856000000.0,-349000000.0,-492000000.0,1067000000.0,-2980000000.0,2947000000.0,-2424000000.0,2455000000.0,583000000.0,-16000000.0,-970000000.0,4176000000.0,5.97,0.0,1222000000.0,3424000000.0,4204000000.0,28341000000.0,567885369.0,5.9,158000000.0,3424000000.0,0.0,4787000000.0,852000000.0,0.0,22090000000.0,3424000000.0,6251000000.0,572400000.0,2075000000.0,622000000.0,4046000000.0,5.0,0.144166330238191,0.220563847429519,1.07647996077951,410000000.0,0.220563847429519,49.9061985870603,0.0776173285198556,31.4365781710914,-35.7912745936698,0.721976691743224,0.0912019740083093
10,2018,3,2018-09-30 00:00:00+00:00,114659000000.0,115868000000.0,-1289000000.0,16045000000.0,26973000000.0,1389000000.0,1956000000.0,87686000000.0,36451000000.0,62038000000.0,54666000000.0,323000000.0,12571000000.0,10487000000.0,3146000000.0,1738000000.0,13663000000.0,8034000000.0,51496000000.0,574508314.0,1190000000.0,8252000000.0,-15949000000.0,79417000000.0,11876000000.0,0.0,52000000.0,-273000000.0,-2441000000.0,-3689000000.0,-33000000.0,-381000000.0,-267000000.0,-250000000.0,4559000000.0,-902000000.0,4178000000.0,523000000.0,-1000000.0,-979000000.0,2158000000.0,4.11,0.0,1154000000.0,2363000000.0,2239000000.0,25146000000.0,580800000.0,4.07,106000000.0,2363000000.0,0.0,2762000000.0,826000000.0,0.0,21040000000.0,2363000000.0,4106000000.0,580800000.0,1948000000.0,-230000000.0,2133000000.0,6.0,0.0381042810551955,0.163286407380896,1.1041212838561,-1209000000.0,0.163286407380896,43.769601565766,0.356435643564357,-8.13576415826222,279.891891891892,-2.10440818790309,0.0912895441473009
11,2018,2,2018-06-30 00:00:00+00:00,113195000000.0,114569000000.0,-1441000000.0,15802000000.0,26794000000.0,1611000000.0,1649000000.0,86401000000.0,36844000000.0,61250000000.0,52303000000.0,325000000.0,12605000000.0,10507000000.0,2852000000.0,1900000000.0,12904000000.0,8121000000.0,50970000000.0,582580973.0,1203000000.0,8044000000.0,-16139000000.0,77725000000.0,12118000000.0,0.0,53000000.0,-376000000.0,-2955000000.0,-4332000000.0,-1110000000.0,-362000000.0,-1012000000.0,0.0,4680000000.0,-1414000000.0,4318000000.0,507000000.0,-44000000.0,-991000000.0,2707000000.0,3.77,0.0,1194000000.0,2196000000.0,2695000000.0,24258000000.0,588700000.0,3.73,109000000.0,2196000000.0,0.0,3202000000.0,827000000.0,0.0,19536000000.0,2196000000.0,4722000000.0,588700000.0,2015000000.0,390000000.0,2586000000.0,6.0,0.052362153485749,0.194657432599555,1.11162431650048,-1374000000.0,0.194657432599555,41.6388470002435,0.29553264604811,-7.29146426092991,15.5418152992469,-2.35847043360271,0.0911667399032347
