,year,quarter,date,statementData.balanceSheet.totalAssets,statementData.balanceSheet.liabilitiesNonCurrent,statementData.balanceSheet.cashAndEq,statementData.balanceSheet.debt,statementData.balanceSheet.equity,statementData.balanceSheet.deferredRev,statementData.balanceSheet.inventory,statementData.balanceSheet.assetsNonCurrent,statementData.balanceSheet.taxAssets,statementData.balanceSheet.assetsCurrent,statementData.balanceSheet.sharesBasic,statementData.balanceSheet.debtNonCurrent,statementData.balanceSheet.deposits,statementData.balanceSheet.liabilitiesCurrent,statementData.balanceSheet.taxLiabilities,statementData.balanceSheet.totalLiabilities,statementData.balanceSheet.acctRec,statementData.balanceSheet.ppeq,statementData.balanceSheet.intangibles,statementData.balanceSheet.investments,statementData.balanceSheet.accoci,statementData.balanceSheet.retainedEarnings,statementData.balanceSheet.debtCurrent,statementData.balanceSheet.investmentsNonCurrent,statementData.balanceSheet.investmentsCurrent,statementData.balanceSheet.acctPay,statementData.cashFlow.freeCashFlow,statementData.cashFlow.ncff,statementData.cashFlow.issrepayDebt,statementData.cashFlow.depamor,statementData.cashFlow.ncfx,statementData.cashFlow.capex,statementData.cashFlow.investmentsAcqDisposals,statementData.cashFlow.sbcomp,statementData.cashFlow.ncfi,statementData.cashFlow.businessAcqDisposals,statementData.cashFlow.payDiv,statementData.cashFlow.issrepayEquity,statementData.cashFlow.ncfo,statementData.cashFlow.ncf,statementData.incomeStatement.costRev,statementData.incomeStatement.sga,statementData.incomeStatement.ebit,statementData.incomeStatement.shareswa,statementData.incomeStatement.intexp,statementData.incomeStatement.taxExp,statementData.incomeStatement.revenue,statementData.incomeStatement.rnd,statementData.incomeStatement.opex,statementData.incomeStatement.netinc,statementData.incomeStatement.opinc,statementData.incomeStatement.shareswaDil,statementData.incomeStatement.prefDVDs,statementData.incomeStatement.netIncComStock,statementData.incomeStatement.eps,statementData.incomeStatement.ebt,statementData.incomeStatement.consolidatedIncome,statementData.incomeStatement.epsDil,statementData.incomeStatement.netIncDiscOps,statementData.incomeStatement.grossProfit,statementData.incomeStatement.ebitda,statementData.incomeStatement.nonControllingInterests,statementData.overview.piotroskiFScore,statementData.overview.revenueQoQ,statementData.overview.profitMargin,statementData.overview.currentRatio,statementData.overview.bookVal,statementData.overview.grossMargin,statementData.overview.rps,statementData.overview.epsQoQ,statementData.overview.longTermDebtEquity,statementData.overview.roe,statementData.overview.bvps,statementData.overview.roa
0,2020,4,2020-10-03 00:00:00+00:00,34741000000.0,14910000000.0,1420000000.0,11339000000.0,15465000000.0,0.0,4144000000.0,26858000000.0,0.0,7883000000.0,364261455.0,10791000000.0,0.0,4234000000.0,2391000000.0,19144000000.0,1952000000.0,7596000000.0,17673000000.0,0.0,-179000000.0,15311000000.0,548000000.0,0.0,0.0,1876000000.0,874000000.0,-874000000.0,-707000000.0,316000000.0,7000000.0,-292000000.0,0.0,89000000.0,-280000000.0,0.0,-150000000.0,-6000000.0,1166000000.0,19000000.0,9850000000.0,598000000.0,1008000000.0,363000000.0,124000000.0,192000000.0,11460000000.0,0.0,598000000.0,692000000.0,1012000000.0,362000000.0,0.0,692000000.0,1.95,884000000.0,695000000.0,1.9,0.0,1610000000.0,1324000000.0,3000000.0,8.0,0.0529217199558987,0.140488656195462,1.86183278223902,15597000000.0,0.140488656195462,31.4609186415291,0.893203883495145,0.697769156159069,0.144616580223345,42.8181455542695,0.0624817518248175
2,2020,3,2020-06-27 00:00:00+00:00,34558000000.0,15281000000.0,1365000000.0,12029000000.0,14858000000.0,0.0,3915000000.0,26859000000.0,0.0,7699000000.0,364320136.0,11279000000.0,0.0,4273000000.0,2370000000.0,19554000000.0,2064000000.0,7515000000.0,17732000000.0,0.0,-217000000.0,14769000000.0,750000000.0,0.0,0.0,1743000000.0,1165000000.0,-255000000.0,-102000000.0,295000000.0,1000000.0,-283000000.0,0.0,0.0,-266000000.0,0.0,-150000000.0,-3000000.0,1448000000.0,928000000.0,8709000000.0,538000000.0,789000000.0,362000000.0,122000000.0,140000000.0,10022000000.0,0.0,538000000.0,527000000.0,775000000.0,364000000.0,0.0,527000000.0,1.48,667000000.0,527000000.0,1.44,0.0,1313000000.0,1084000000.0,0.0,5.0,-0.0792834175470831,0.131011774096987,1.80177860987597,15004000000.0,0.131011774096987,27.5087732180688,-0.221052631578947,0.759119666173105,0.125726543039026,41.1835595054784,0.0536954401725819
3,2020,2,2020-03-28 00:00:00+00:00,33890000000.0,14890000000.0,437000000.0,12120000000.0,14449000000.0,0.0,4025000000.0,26791000000.0,0.0,7099000000.0,365038125.0,10978000000.0,0.0,4406000000.0,2384000000.0,19296000000.0,2248000000.0,7464000000.0,17745000000.0,0.0,-230000000.0,14392000000.0,1142000000.0,0.0,0.0,1742000000.0,54000000.0,168000000.0,380000000.0,293000000.0,-16000000.0,-312000000.0,-185000000.0,0.0,-496000000.0,0.0,-151000000.0,-56000000.0,366000000.0,22000000.0,9867000000.0,520000000.0,607000000.0,363000000.0,119000000.0,124000000.0,10888000000.0,0.0,520000000.0,364000000.0,501000000.0,365000000.0,0.0,364000000.0,1.03,488000000.0,367000000.0,1.0,0.0,1021000000.0,900000000.0,3000000.0,5.0,0.0426122761658527,0.0937729610580456,1.61121198365865,14594000000.0,0.0937729610580456,29.8270214926181,-0.141666666666667,0.759775763028583,0.138260838988713,39.9793857148483,0.0584844901571436
4,2020,1,2019-12-28 00:00:00+00:00,33811000000.0,13709000000.0,497000000.0,11719000000.0,14419000000.0,0.0,4304000000.0,26618000000.0,0.0,7193000000.0,365194588.0,9772000000.0,0.0,5536000000.0,2369000000.0,19245000000.0,2063000000.0,7384000000.0,17837000000.0,0.0,-79000000.0,14178000000.0,1947000000.0,0.0,0.0,1916000000.0,582000000.0,-507000000.0,-243000000.0,288000000.0,7000000.0,-312000000.0,-16000000.0,0.0,-381000000.0,29000000.0,-150000000.0,-112000000.0,894000000.0,13000000.0,9375000000.0,614000000.0,841000000.0,363000000.0,120000000.0,164000000.0,10815000000.0,0.0,614000000.0,557000000.0,826000000.0,367000000.0,0.0,557000000.0,1.56,721000000.0,561000000.0,1.52,0.0,1440000000.0,1129000000.0,4000000.0,6.0,0.0610222701854213,0.133148404993065,1.29931358381503,14566000000.0,0.133148404993065,29.6143490494443,0.0129870129870131,0.677716901310771,0.145240994055719,39.8855855990944,0.0609599386793516
5,2019,4,2019-09-28 00:00:00+00:00,33097000000.0,13358000000.0,484000000.0,11932000000.0,14082000000.0,0.0,4108000000.0,25928000000.0,0.0,7169000000.0,364686272.0,9830000000.0,0.0,5513000000.0,2356000000.0,18871000000.0,2173000000.0,7282000000.0,17881000000.0,0.0,-117000000.0,13787000000.0,2102000000.0,0.0,0.0,1926000000.0,690000000.0,-761000000.0,-639000000.0,289000000.0,-10000000.0,-288000000.0,0.0,77000000.0,-129000000.0,169000000.0,-134000000.0,12000000.0,978000000.0,78000000.0,9745000000.0,535000000.0,586000000.0,363000000.0,123000000.0,94000000.0,10884000000.0,0.0,535000000.0,369000000.0,604000000.0,366000000.0,0.0,369000000.0,1.03,463000000.0,372000000.0,1.01,0.0,1139000000.0,875000000.0,3000000.0,5.0,0.0885088508850884,0.104649026093348,1.30038091783058,14226000000.0,0.104649026093348,29.8448305726189,-0.313333333333333,0.698054253657151,0.148240469208211,39.0088717131639,0.06146130172119
7,2019,3,2019-06-29 00:00:00+00:00,33665000000.0,13927000000.0,406000000.0,12586000000.0,13928000000.0,0.0,4149000000.0,26232000000.0,0.0,7433000000.0,364814439.0,10461000000.0,0.0,5597000000.0,2338000000.0,19524000000.0,2452000000.0,7271000000.0,18150000000.0,0.0,-6000000.0,13553000000.0,2125000000.0,0.0,0.0,1958000000.0,281000000.0,20000000.0,201000000.0,286000000.0,-1000000.0,-315000000.0,0.0,0.0,-569000000.0,-320000000.0,-134000000.0,-43000000.0,596000000.0,46000000.0,9549000000.0,555000000.0,840000000.0,363000000.0,121000000.0,43000000.0,10885000000.0,0.0,555000000.0,676000000.0,781000000.0,367000000.0,0.0,676000000.0,1.9,719000000.0,681000000.0,1.84,0.0,1336000000.0,1126000000.0,5000000.0,5.0,0.0829768182270421,0.122737712448323,1.32803287475433,14141000000.0,0.122737712448323,29.8370865743063,0.25,0.751076967260195,0.164411328616205,38.7621719106354,0.0686482716465398
8,2019,2,2019-03-30 00:00:00+00:00,32498000000.0,14326000000.0,360000000.0,12374000000.0,13423000000.0,0.0,3899000000.0,26122000000.0,0.0,6376000000.0,365267394.0,10810000000.0,0.0,4614000000.0,2278000000.0,18940000000.0,1837000000.0,7085000000.0,18241000000.0,0.0,4000000.0,13012000000.0,1564000000.0,0.0,0.0,1710000000.0,-267000000.0,201000000.0,402000000.0,273000000.0,5000000.0,-338000000.0,-1000000.0,0.0,-317000000.0,0.0,-135000000.0,-42000000.0,71000000.0,-40000000.0,9251000000.0,557000000.0,643000000.0,364000000.0,119000000.0,98000000.0,10443000000.0,0.0,557000000.0,426000000.0,635000000.0,366000000.0,0.0,426000000.0,1.2,524000000.0,430000000.0,1.17,0.0,1192000000.0,916000000.0,4000000.0,5.0,0.0685562263378696,0.114143445370104,1.38188123103598,13558000000.0,0.114143445370104,28.5900142513131,0.363636363636364,0.805334127989272,0.15875161745109,37.1180133313514,0.0670582476749878
9,2019,1,2018-12-29 00:00:00+00:00,32335000000.0,11646000000.0,400000000.0,11992000000.0,13127000000.0,0.0,3777000000.0,26034000000.0,0.0,6301000000.0,365111460.0,8075000000.0,0.0,7430000000.0,2330000000.0,19076000000.0,1892000000.0,7018000000.0,18255000000.0,0.0,-18000000.0,12719000000.0,3917000000.0,0.0,0.0,1962000000.0,550000000.0,1711000000.0,1927000000.0,250000000.0,0.0,-318000000.0,0.0,0.0,-2449000000.0,-2141000000.0,-134000000.0,-80000000.0,868000000.0,130000000.0,8838000000.0,548000000.0,811000000.0,364000000.0,99000000.0,161000000.0,10193000000.0,0.0,548000000.0,551000000.0,807000000.0,366000000.0,0.0,551000000.0,1.54,712000000.0,552000000.0,1.5,0.0,1355000000.0,1061000000.0,1000000.0,5.0,-0.00351940561149677,0.13293436672226,0.848048452220727,13259000000.0,0.13293436672226,27.9175022334276,-0.66079295154185,0.615144358954826,0.154004594787293,36.3149379096455,0.0658018329059938
10,2018,4,2018-09-29 00:00:00+00:00,29109000000.0,11267000000.0,270000000.0,9873000000.0,12803000000.0,0.0,3513000000.0,23421000000.0,0.0,5688000000.0,365930280.0,7962000000.0,0.0,5031000000.0,2107000000.0,16298000000.0,1723000000.0,6169000000.0,16498000000.0,0.0,-15000000.0,12329000000.0,1911000000.0,0.0,0.0,1694000000.0,726000000.0,-455000000.0,-280000000.0,246000000.0,-1000000.0,-313000000.0,-4000000.0,69000000.0,-483000000.0,-194000000.0,-107000000.0,-55000000.0,1039000000.0,100000000.0,8660000000.0,520000000.0,844000000.0,362000000.0,87000000.0,220000000.0,9999000000.0,0.0,520000000.0,537000000.0,819000000.0,366000000.0,0.0,537000000.0,1.5,757000000.0,537000000.0,1.47,0.0,1339000000.0,1090000000.0,0.0,6.0,-0.0143913257762445,0.133913391339134,1.13059033989267,12811000000.0,0.133913391339134,27.3248772962981,0.363636363636364,0.621885495586972,0.245255474452555,35.0094012444119,0.106213339889712
12,2018,3,2018-06-30 00:00:00+00:00,28638000000.0,12089000000.0,170000000.0,10160000000.0,12426000000.0,0.0,3378000000.0,22561000000.0,0.0,6077000000.0,367610713.0,8852000000.0,0.0,4112000000.0,2050000000.0,16201000000.0,1684000000.0,5925000000.0,15903000000.0,0.0,-18000000.0,11913000000.0,1308000000.0,0.0,0.0,1546000000.0,457000000.0,-71000000.0,158000000.0,238000000.0,-5000000.0,-328000000.0,0.0,0.0,-737000000.0,-382000000.0,-108000000.0,-120000000.0,785000000.0,-28000000.0,8752000000.0,502000000.0,811000000.0,365000000.0,89000000.0,181000000.0,10051000000.0,0.0,502000000.0,541000000.0,797000000.0,369000000.0,0.0,541000000.0,1.52,722000000.0,542000000.0,1.47,0.0,1299000000.0,1049000000.0,1000000.0,5.0,0.0204060913705584,0.129240871555069,1.47786964980545,12437000000.0,0.129240871555069,27.3414229905754,0.225806451612903,0.712377273458877,0.244889285562497,33.8319846516551,0.102126000301309
