,date,quarter,year,statementData.balanceSheet.debtCurrent,statementData.balanceSheet.taxAssets,statementData.balanceSheet.investmentsCurrent,statementData.balanceSheet.totalAssets,statementData.balanceSheet.acctPay,statementData.balanceSheet.accoci,statementData.balanceSheet.inventory,statementData.balanceSheet.totalLiabilities,statementData.balanceSheet.acctRec,statementData.balanceSheet.intangibles,statementData.balanceSheet.ppeq,statementData.balanceSheet.deferredRev,statementData.balanceSheet.cashAndEq,statementData.balanceSheet.assetsNonCurrent,statementData.balanceSheet.taxLiabilities,statementData.balanceSheet.investments,statementData.balanceSheet.equity,statementData.balanceSheet.retainedEarnings,statementData.balanceSheet.deposits,statementData.balanceSheet.assetsCurrent,statementData.balanceSheet.investmentsNonCurrent,statementData.balanceSheet.debt,statementData.balanceSheet.debtNonCurrent,statementData.balanceSheet.liabilitiesNonCurrent,statementData.balanceSheet.liabilitiesCurrent,statementData.balanceSheet.sharesBasic,statementData.cashFlow.ncfi,statementData.cashFlow.capex,statementData.cashFlow.ncfx,statementData.cashFlow.ncff,statementData.cashFlow.sbcomp,statementData.cashFlow.ncf,statementData.cashFlow.payDiv,statementData.cashFlow.businessAcqDisposals,statementData.cashFlow.issrepayDebt,statementData.cashFlow.issrepayEquity,statementData.cashFlow.investmentsAcqDisposals,statementData.cashFlow.freeCashFlow,statementData.cashFlow.ncfo,statementData.cashFlow.depamor,statementData.incomeStatement.ebitda,statementData.incomeStatement.netIncComStock,statementData.incomeStatement.epsDil,statementData.incomeStatement.consolidatedIncome,statementData.incomeStatement.nonControllingInterests,statementData.incomeStatement.shareswaDil,statementData.incomeStatement.intexp,statementData.incomeStatement.rnd,statementData.incomeStatement.eps,statementData.incomeStatement.netIncDiscOps,statementData.incomeStatement.grossProfit,statementData.incomeStatement.shareswa,statementData.incomeStatement.opex,statementData.incomeStatement.ebt,statementData.incomeStatement.netinc,statementData.incomeStatement.revenue,statementData.incomeStatement.ebit,statementData.incomeStatement.taxExp,statementData.incomeStatement.opinc,statementData.incomeStatement.sga,statementData.incomeStatement.costRev,statementData.incomeStatement.prefDVDs,statementData.overview.roa,statementData.overview.revenueQoQ,statementData.overview.bookVal,statementData.overview.currentRatio,statementData.overview.epsQoQ,statementData.overview.grossMargin,statementData.overview.rps,statementData.overview.longTermDebtEquity,statementData.overview.profitMargin,statementData.overview.bvps,statementData.overview.piotroskiFScore,statementData.overview.roe
0,2020-11-21 00:00:00+00:00,1,2021,246332000.0,29887000.0,0.0,14568574000.0,5282313000.0,-306907000.0,4628334000.0,15595554000.0,350915000.0,302645000.0,7193021000.0,0.0,1664005000.0,7731779000.0,526774000.0,0.0,-1026980000.0,-1008537000.0,0.0,6836795000.0,0.0,8285214000.0,8038882000.0,9138851000.0,6456703000.0,23175554.0,-110179000.0,-115404000.0,3322000.0,-663444000.0,10508000.0,-86810000.0,0.0,0.0,-13786000.0,-649658000.0,5225000.0,568087000.0,683491000.0,89551000.0,704776000.0,442433000.0,18.61,442433000.0,0.0,23778000.0,46179000.0,0.0,19.05,0.0,1675617000.0,23223000.0,1060392000.0,569046000.0,442433000.0,3154261000.0,615225000.0,126613000.0,615225000.0,1060392000.0,1478644000.0,0.0,0.133318027289585,0.129329783554681,-1026980000.0,1.05886781535406,0.298568507157464,0.531223319820395,136.102938466973,-7.82769089953066,0.531223319820395,-44.313072300235,6.0,-1.39084272784013
1,2020-08-29 00:00:00+00:00,4,2020,223846000.0,27843000.0,0.0,14423872000.0,5156324000.0,-354252000.0,4473282000.0,15301849000.0,364774000.0,302645000.0,7090898000.0,0.0,1750815000.0,7612000000.0,429439000.0,0.0,-877977000.0,-1450970000.0,0.0,6811872000.0,0.0,8238777000.0,8014931000.0,9018758000.0,6283091000.0,23359376.0,-249952000.0,-173885000.0,6133000.0,68516000.0,12584000.0,1241697000.0,0.0,0.0,91618000.0,12086000.0,-76067000.0,1243115000.0,1417000000.0,125351000.0,1143396000.0,740457000.0,30.85,740457000.0,0.0,23959000.0,65637000.0,0.0,31.58,0.0,2412975000.0,23400000.0,1394930000.0,952408000.0,740457000.0,4545968000.0,1018045000.0,211951000.0,1018045000.0,1394930000.0,2132993000.0,0.0,0.131061916035573,0.139787124577152,-877977000.0,1.0841593731493,0.370065075921909,0.530794541448598,194.609993006663,-9.12886214559151,0.530794541448598,-37.5856358491768,7.0,-1.15571559616814
3,2020-05-09 00:00:00+00:00,3,2020,236759000.0,23345000.0,0.0,12902131000.0,4806329000.0,-344516000.0,4440602000.0,14534867000.0,266920000.0,302645000.0,6998435000.0,0.0,509118000.0,7504138000.0,363916000.0,0.0,-1632736000.0,-2191427000.0,0.0,5397993000.0,0.0,8136311000.0,7899552000.0,8765791000.0,5769076000.0,23352430.0,-73010000.0,-82710000.0,-12919000.0,-209387000.0,10144000.0,356148000.0,0.0,0.0,-37152000.0,-158456000.0,9700000.0,568754000.0,651464000.0,91695000.0,583368000.0,342896000.0,14.39,342896000.0,0.0,23828000.0,47450000.0,0.0,14.66,0.0,1490648000.0,23386000.0,998975000.0,444223000.0,342896000.0,2779299000.0,491673000.0,101327000.0,491673000.0,998975000.0,1288651000.0,0.0,0.12883974854023,-0.00133201293852758,-1632736000.0,0.935677221100918,-0.103363914373089,0.536339559003907,119.015408674815,-4.83822981792525,0.536339559003907,-69.9171777840679,6.0,-0.911788996920599
4,2020-02-15 00:00:00+00:00,2,2020,234506000.0,27945000.0,0.0,12863749000.0,4869914000.0,-228337000.0,4606211000.0,14574868000.0,340280000.0,302645000.0,7055643000.0,0.0,152970000.0,7563202000.0,368060000.0,0.0,-1711119000.0,-2534322000.0,0.0,5300547000.0,0.0,8180817000.0,7946311000.0,8795308000.0,5779560000.0,23592711.0,-84202000.0,-88350000.0,1498000.0,-126957000.0,12111000.0,-5119000.0,0.0,0.0,148007000.0,-274964000.0,4148000.0,116192000.0,204542000.0,90670000.0,498608000.0,299282000.0,12.39,299282000.0,0.0,24160000.0,44335000.0,0.0,12.7,0.0,1366063000.0,23570000.0,958125000.0,363603000.0,299282000.0,2513663000.0,407938000.0,64321000.0,407938000.0,958125000.0,1147600000.0,0.0,0.143326089939089,0.0257470921027287,-1711119000.0,0.917119469302161,0.0845431255337317,0.543455109137541,106.544050829936,-4.64392657670215,0.543455109137541,-72.5274429038698,6.0,-0.954734158663783
5,2019-11-23 00:00:00+00:00,1,2020,232549000.0,27365000.0,0.0,12700456000.0,4922148000.0,-250081000.0,4463124000.0,14476546000.0,333246000.0,302645000.0,7035761000.0,0.0,158089000.0,7543481000.0,410487000.0,0.0,-1776090000.0,-955009000.0,0.0,5156975000.0,0.0,8026702000.0,7794153000.0,8608310000.0,5868236000.0,23827496.0,-90711000.0,-101028000.0,1206000.0,-375808000.0,9996000.0,-18211000.0,0.0,0.0,65369000.0,-441177000.0,10317000.0,346074000.0,447102000.0,89750000.0,589773000.0,350338000.0,14.3,350338000.0,0.0,24493000.0,43743000.0,0.0,14.67,0.0,1501068000.0,23875000.0,1001045000.0,456280000.0,350338000.0,2793038000.0,500023000.0,105942000.0,500023000.0,1001045000.0,1291970000.0,0.0,0.153498389797661,0.0572749024977164,-1776090000.0,0.878794751949308,0.0700218818380742,0.537432000567124,117.219115260789,-4.38837727817847,0.537432000567124,-74.5395151886711,7.0,-0.968653615862349
6,2019-08-31 00:00:00+00:00,4,2019,0.0,26861000.0,0.0,9895913000.0,4864912000.0,-269322000.0,4319113000.0,11609764000.0,308995000.0,302645000.0,4398751000.0,0.0,176300000.0,4867228000.0,337277000.0,0.0,-1713851000.0,-1305347000.0,0.0,5028685000.0,0.0,5206344000.0,5206344000.0,6097623000.0,5512141000.0,24528705.0,-206554000.0,-181959000.0,-2471000.0,-630611000.0,11726000.0,2242000.0,0.0,0.0,38321000.0,-667888000.0,-24595000.0,659919000.0,841878000.0,118839000.0,899614000.0,565229000.0,22.51,565229000.0,0.0,25072000.0,61196000.0,0.0,23.05,0.0,2130400000.0,24478000.0,1349625000.0,719579000.0,565229000.0,3988436000.0,780775000.0,154350000.0,780775000.0,1349625000.0,1858036000.0,0.0,0.166131628298687,0.120735040890555,-1713851000.0,0.912292519367701,0.509495743287492,0.534144210913752,162.602795377905,-3.03780433654968,0.534144210913752,-69.8712386161438,6.0,-0.986661159530726
8,2019-05-04 00:00:00+00:00,3,2019,0.0,35150000.0,0.0,9773740000.0,4693094000.0,-236612000.0,4325659000.0,11363253000.0,281610000.0,302645000.0,4324930000.0,0.0,174058000.0,4802400000.0,329257000.0,0.0,-1589513000.0,-1870576000.0,0.0,4971340000.0,0.0,5151917000.0,5151917000.0,6046364000.0,5316889000.0,24887568.0,-109089000.0,-117809000.0,-155000.0,-381929000.0,9971000.0,-21607000.0,0.0,0.0,35101000.0,-408670000.0,8720000.0,351757000.0,469566000.0,84888000.0,632411000.0,405949000.0,15.99,405949000.0,0.0,25394000.0,43239000.0,0.0,16.35,0.0,1492020000.0,24836000.0,944497000.0,504284000.0,405949000.0,2783006000.0,547523000.0,98335000.0,547523000.0,944497000.0,1290986000.0,0.0,0.151320432340222,0.0461830752528427,-1589513000.0,0.935009175478367,0.200440528634361,0.53611813988184,111.823139970928,-3.24119211355931,0.53611813988184,-63.8677511599366,8.0,-0.91297196254632
9,2019-02-09 00:00:00+00:00,2,2019,0.0,34844000.0,0.0,9745095000.0,4669568000.0,-235837000.0,4305469000.0,11339457000.0,298319000.0,302645000.0,4269923000.0,0.0,195665000.0,4748023000.0,342203000.0,0.0,-1594362000.0,-2276525000.0,0.0,4997072000.0,0.0,5111201000.0,5111201000.0,6005154000.0,5334303000.0,25205125.0,-84304000.0,-92145000.0,5936000.0,-345940000.0,11031000.0,-56421000.0,0.0,0.0,-58810000.0,-287130000.0,7841000.0,275742000.0,367887000.0,83778000.0,483798000.0,294638000.0,11.49,294638000.0,0.0,25643000.0,41362000.0,0.0,11.71,0.0,1325107000.0,25166000.0,925087000.0,358658000.0,294638000.0,2450568000.0,400020000.0,64020000.0,400020000.0,925087000.0,1125461000.0,0.0,0.149065713191231,0.015558058636749,-1594362000.0,0.936780681562333,0.106805293005671,0.540734637847226,97.2249889655378,-3.20579705236326,0.540734637847226,-63.2554688778572,7.0,-0.921311648564875
10,2018-11-17 00:00:00+00:00,1,2019,0.0,33118000.0,0.0,9523581000.0,4455330000.0,-276066000.0,4090376000.0,11182197000.0,275194000.0,302645000.0,4228801000.0,0.0,252086000.0,4709252000.0,364006000.0,0.0,-1658616000.0,-864191000.0,0.0,4814329000.0,0.0,5156037000.0,5156037000.0,6014025000.0,5168172000.0,25559353.0,-91899000.0,-97535000.0,-7413000.0,-315608000.0,10527000.0,34262000.0,0.0,0.0,136781000.0,-452389000.0,5636000.0,351647000.0,449182000.0,82452000.0,570270000.0,351406000.0,13.47,351406000.0,0.0,26097000.0,39006000.0,0.0,13.71,0.0,1417474000.0,25629000.0,929656000.0,448812000.0,351406000.0,2641733000.0,487818000.0,97406000.0,487818000.0,929656000.0,1224259000.0,0.0,0.149876215032613,0.0203164691164719,-1658616000.0,0.931534205904912,0.348082595870207,0.536569744179294,103.356802498091,-3.10863816579606,0.536569744179294,-64.8927224409788,7.0,-0.959230102735065
11,2018-08-25 00:00:00+00:00,4,2018,0.0,34620000.0,0.0,9346980000.0,4409372000.0,-235805000.0,3943670000.0,10867335000.0,258136000.0,302645000.0,4218400000.0,0.0,217824000.0,4711111000.0,297619000.0,0.0,-1520355000.0,-1208824000.0,0.0,4635869000.0,0.0,5005930000.0,5005930000.0,5838654000.0,5028681000.0,26436100.0,-219200000.0,-194986000.0,1682000.0,-606980000.0,14115000.0,-562000.0,0.0,0.0,37662000.0,-644837000.0,-24214000.0,628950000.0,823936000.0,107993000.0,699232000.0,400282000.0,15.02,400282000.0,0.0,26734000.0,54341000.0,0.0,15.27,0.0,1907879000.0,26298000.0,1316640000.0,536898000.0,400282000.0,3558768000.0,591239000.0,136616000.0,591239000.0,1316640000.0,1650889000.0,0.0,0.142862696995681,0.0131420982433266,-1520355000.0,0.921885679366021,-0.0135658914728682,0.536106596440116,134.617738622565,-3.2926060032032,0.536106596440116,-57.5105632071296,8.0,-0.932470069387849
