,date,close,high,low,open,volume,adjClose,adjHigh,adjLow,adjOpen,adjVolume,divCash,splitFactor,marketCap,enterpriseVal,peRatio,pbRatio,trailingPEG1Y
0,2018-01-02 00:00:00+00:00,47.89,48.18,47.15,47.45,3215669,43.6570353755,43.9214024722,42.9824434737,43.2559266772,3215669,0.0,1.0,,,,,
1,2018-01-03 00:00:00+00:00,47.87,48.45,47.4,48.04,3481643,43.638803162,44.1675373553,43.2103461433,43.7937769773,3481643,0.0,1.0,,,,,
2,2018-01-04 00:00:00+00:00,46.31,47.98,44.99,47.87,3963714,42.2166905041,43.7390803366,41.013364409,43.638803162,3963714,0.0,1.0,,,,,
3,2018-01-05 00:00:00+00:00,46.96,47.09,46.0,46.84,3089573,42.8092374449,42.927746833,41.9340911939,42.6998441635,3089573,0.0,1.0,,,,,
4,2018-01-08 00:00:00+00:00,46.97,47.88,45.87,47.3,3657269,42.8183535517,43.6479192688,41.8155818057,43.1191850755,3657269,0.0,1.0,,,,,
5,2018-01-09 00:00:00+00:00,46.0,46.96,45.73,46.82,3057785,41.9340911939,42.8092374449,41.6879563108,42.68161195,3057785,0.0,1.0,,,,,
6,2018-01-10 00:00:00+00:00,46.28,46.48,45.14,45.93,3497329,42.1893421838,42.3716643194,41.1501060107,41.8702784464,3497329,0.0,1.0,,,,,
7,2018-01-11 00:00:00+00:00,46.3,46.5,45.55,46.5,2444915,42.2075743973,42.389896533,41.5238663887,42.389896533,2444915,0.0,1.0,,,,,
8,2018-01-12 00:00:00+00:00,47.45,47.65,46.41,46.58,3281018,43.2559266772,43.4382488128,42.3078515719,42.4628253872,3281018,0.0,1.0,,,,,
9,2018-01-16 00:00:00+00:00,46.96,48.88,46.64,47.53,3684172,42.8092374449,44.5595299469,42.5175220279,43.3288555314,3684172,0.0,1.0,,,,,
10,2018-01-17 00:00:00+00:00,48.07,48.45,46.95,47.0,2963197,43.8211252976,44.1675373553,42.8001213381,42.845701872,2963197,0.0,1.0,,,,,
11,2018-01-18 00:00:00+00:00,48.59,48.85,47.61,47.79,2990317,44.5777621605,44.8162930961,43.6786840185,43.8438208201,2990317,0.31,1.0,,,,,
12,2018-01-19 00:00:00+00:00,50.21,50.45,49.35,49.85,4009974,46.0639933747,46.2841757768,45.2750064338,45.7337197715,4009974,0.0,1.0,,,,,
13,2018-01-22 00:00:00+00:00,50.37,50.64,49.5,49.68,4016241,46.2107816428,46.4584868451,45.4126204351,45.5777572367,4016241,0.0,1.0,,,,,
14,2018-01-23 00:00:00+00:00,51.52,51.64,50.26,51.18,2753300,47.2658223195,47.3759135206,46.1098647085,46.9538972499,2753300,0.0,1.0,,,,,
15,2018-01-24 00:00:00+00:00,52.25,52.54,51.37,51.6,3727488,47.9355437926,48.2015975285,47.1282083182,47.3392164536,3727488,0.0,1.0,,,,,
16,2018-01-25 00:00:00+00:00,52.44,53.17,52.02,52.81,4203515,48.109854861,48.7795763341,47.7245356573,48.4493027309,4203515,0.0,1.0,,,,,
17,2018-01-26 00:00:00+00:00,51.59,52.47,50.6,52.47,3318525,47.3300421868,48.1373776612,46.4217897781,48.1373776612,3318525,0.0,1.0,,,,,
18,2018-01-29 00:00:00+00:00,51.28,51.91,50.81,51.18,2123648,47.0456399174,47.623618723,46.61444938,46.9538972499,2123648,0.0,1.0,5720269922.41499,4956269922.41499,12.8521303258,2.3931483956,-0.4098787509
19,2018-01-30 00:00:00+00:00,49.9,51.46,49.7,50.94,2854611,45.7795911053,47.210776719,45.5961057702,46.7337148478,2854611,0.0,1.0,5566331301.25796,4802331301.25796,12.5062656642,2.3287461962,-0.3988484725
20,2018-01-31 00:00:00+00:00,49.15,51.65,48.58,51.65,3844253,45.0915210987,47.3850877874,44.5685878937,47.3850877874,3844253,0.0,1.0,5482669007.15088,4718669007.15088,12.3182957393,2.2937450008,-0.392853756
21,2018-02-01 00:00:00+00:00,49.21,50.01,48.55,48.75,1931153,45.1465666992,45.8805080396,44.5410650934,44.7245504285,1931153,0.0,1.0,5489361990.67944,4725361990.67944,12.3333333333,2.2965450965,-0.3933333333
22,2018-02-02 00:00:00+00:00,48.38,48.98,47.92,48.76,3460523,44.3851025586,44.9355585639,43.9630862879,44.7337246953,3460523,0.0,1.0,5396775718.53427,4632775718.53427,12.1253132832,2.2578104403,-0.3866991804
23,2018-02-05 00:00:00+00:00,45.63,48.56,45.49,47.77,4417642,41.8621792011,44.5502393602,41.7337394665,43.8254722866,4417642,0.0,1.0,5090013973.47497,4366013973.47497,20.4618834081,2.1955581683,-0.1650901957
24,2018-02-06 00:00:00+00:00,47.64,47.96,44.19,44.8,3969375,43.7062068188,43.9997833549,40.5410847884,41.1007150605,3969375,0.0,1.0,5314228921.68195,4590228921.68195,21.3632286996,2.2922724335,-0.1723624134
25,2018-02-07 00:00:00+00:00,48.01,48.95,47.4,47.7,3175251,44.0456546887,44.9080357636,43.4860244167,43.7612524193,3175251,0.0,1.0,5355502320.10811,4631502320.10811,21.5291479821,2.3100755569,-0.1737010803
26,2018-02-08 00:00:00+00:00,45.88,48.5,45.87,48.22,3185707,42.09153587,44.4951937597,42.0823616032,44.2383142905,3185707,0.0,1.0,5117901404.844,4393901404.844,20.5739910314,2.2075873058,-0.1659947004
27,2018-02-09 00:00:00+00:00,46.24,47.06,44.04,46.51,4473288,42.4218094731,43.174099347,40.4034707871,42.6695146755,4473288,0.0,1.0,5158059306.01539,4434059306.01539,20.735426009,2.2249092637,-0.1672971871
28,2018-02-12 00:00:00+00:00,46.34,47.0,44.9,46.79,3242378,42.5135521407,43.1190537465,41.192457728,42.9263941446,3242378,0.0,1.0,5169214278.563,4445214278.563,20.7802690583,2.2297209187,-0.167658989
29,2018-02-13 00:00:00+00:00,46.64,47.69,45.96,46.13,3185984,42.7887801433,43.7520781525,42.164930004,42.3208925388,3185984,0.0,1.0,5202679196.20583,4478679196.20583,20.9147982063,2.2441558837,-0.1687443946
30,2018-02-14 00:00:00+00:00,48.58,48.96,45.8,46.14,3664758,44.5685878937,44.9172100304,42.0181417359,42.3300668056,3664758,0.0,1.0,5419085663.62949,4695085663.62949,21.7847533632,2.3375019903,-0.175763351
31,2018-02-15 00:00:00+00:00,49.24,49.3,48.12,49.1,2030592,45.1740894995,45.2291351,44.146571623,45.0456497649,2030592,0.0,1.0,5492708482.44373,4768708482.44373,22.0807174888,2.3692589132,-0.1781512434
32,2018-02-16 00:00:00+00:00,49.17,49.95,48.83,49.24,2586770,45.1098696322,45.8254624391,44.7979445626,45.1740894995,2586770,0.0,1.0,5484900001.66041,4760900001.66041,22.0493273543,2.3658907547,-0.1778979821
33,2018-02-20 00:00:00+00:00,48.17,49.11,47.65,48.55,2613763,44.1924429568,45.0548240317,43.7153810855,44.5410650934,2613763,0.0,1.0,5373350276.18428,4649350276.18428,21.600896861,2.3177742049,-0.1742799633
34,2018-02-21 00:00:00+00:00,48.42,49.52,48.27,48.5,1802843,44.4217996256,45.4309689686,44.2841856243,44.4951937597,1802843,0.0,1.0,5401237707.55331,4677237707.55331,21.7130044843,2.3298033424,-0.175184468
35,2018-02-22 00:00:00+00:00,48.26,48.87,47.9,48.83,3826618,44.2750113576,44.8346416296,43.9447377544,44.7979445626,3826618,0.0,1.0,5383389751.47714,4659389751.47714,21.6412556054,2.3221046944,-0.174605585
36,2018-02-23 00:00:00+00:00,48.25,48.8,47.55,48.5,2941831,44.2658370908,44.7704217623,43.623638418,44.4951937597,2941831,0.0,1.0,5382274254.22237,4658274254.22237,21.6367713004,2.3216235289,-0.1745694048
37,2018-02-26 00:00:00+00:00,49.32,49.59,48.27,49.02,3187368,45.2474836335,45.4951888359,44.2841856243,44.9722556309,3187368,0.0,1.0,5501632460.48182,4777632460.48182,22.1165919283,2.3731082372,-0.1784406849
38,2018-02-27 00:00:00+00:00,47.54,50.61,47.49,49.88,4228774,43.6144641512,46.4309640449,43.5685928175,45.7612425718,4228774,0.0,1.0,5303073949.13434,4579073949.13434,21.3183856502,2.2874607785,-0.1720006115
39,2018-02-28 00:00:00+00:00,45.91,48.42,45.81,47.99,5246437,42.1190586702,44.4217996256,42.0273160027,44.0273061552,5246437,0.0,1.0,5121247896.60827,4397247896.60827,20.5874439462,2.2090308023,-0.1661032409
40,2018-03-01 00:00:00+00:00,45.88,46.57,44.7,45.9,6700590,42.09153587,42.724560276,41.0089723929,42.1098844035,6700590,0.0,1.0,5117901404.844,4393901404.844,20.5739910314,2.2075873058,-0.1659947004
41,2018-03-02 00:00:00+00:00,40.04,41.0,38.17,40.65,22782902,36.7337640853,37.6144936937,35.0181762022,37.2933943573,22782902,0.0,1.0,4466451008.0635,3742451008.0635,17.9551569507,1.9265866548,-0.1448654709
42,2018-03-05 00:00:00+00:00,41.63,42.01,39.92,39.92,8893229,38.1924724993,38.541094636,36.6236728842,36.6236728842,8893229,0.0,1.0,4643815071.57052,3919815071.57052,18.668161435,2.0030919691,-0.1506181207
43,2018-03-06 00:00:00+00:00,42.1,42.13,41.01,41.44,3533309,38.6236630367,38.651185837,37.6236679605,38.0181614309,3533309,0.0,1.0,4696243442.5443,3972243442.5443,18.8789237668,2.0257067475,-0.1523185895
44,2018-03-07 00:00:00+00:00,40.72,41.83,40.37,41.51,3699607,37.3576142246,38.3759578344,37.0365148882,38.0823812982,3699607,0.0,1.0,4542304821.38726,3818304821.38726,18.2600896861,1.9593059087,-0.1473257236
45,2018-03-08 00:00:00+00:00,40.85,41.61,40.5,40.91,2987919,37.4768796924,38.1741239658,37.155780356,37.5319252929,2987919,0.0,1.0,4556806285.69916,3832806285.69916,18.3183856502,1.9655610602,-0.147796066
46,2018-03-09 00:00:00+00:00,42.56,42.58,40.93,41.13,4746105,39.0456793075,39.064027841,37.5502738265,37.7337591615,4746105,0.0,1.0,4747556316.2633,4023556316.2633,19.0852017937,2.0478403604,-0.1539828781
47,2018-03-12 00:00:00+00:00,43.32,43.6,42.48,42.74,5423501,39.7429235808,39.9998030499,38.9722851734,39.210816109,5423501,0.0,1.0,4832334107.62515,4108334107.62515,19.4260089686,2.0844089383,-0.1567325724
48,2018-03-13 00:00:00+00:00,43.86,44.37,43.68,43.84,4872297,40.2383339855,40.70622159,40.073197184,40.219985452,4872297,0.0,1.0,4892570959.38225,4168570959.38225,19.668161435,2.1103918752,-0.1586863025
49,2018-03-14 00:00:00+00:00,43.26,44.56,43.18,44.15,2160662,39.6878779803,40.8805326584,39.6144838462,40.5043877214,2160662,0.0,1.0,4825641124.09658,4101641124.09658,19.399103139,2.0815219453,-0.1565154912
50,2018-03-15 00:00:00+00:00,43.46,43.9,43.24,43.49,2480922,39.8713633154,40.2750310526,39.6695294468,39.8988861156,2480922,0.0,1.0,4847951069.1918,4123951069.1918,19.4887892377,2.0911452552,-0.157239095
51,2018-03-16 00:00:00+00:00,44.11,44.62,43.37,43.43,3914527,40.4676906544,40.9355782589,39.7887949146,39.8438405151,3914527,0.0,1.0,4920458390.75128,4196458390.75128,19.7802690583,2.1224210126,-0.1595908072
52,2018-03-19 00:00:00+00:00,43.82,44.08,43.48,43.88,3682805,40.2016369185,40.4401678541,39.8897118489,40.2566825191,3682805,0.0,1.0,4888108970.3632,4164108970.3632,19.6502242152,2.1084672132,-0.1585415817
53,2018-03-20 00:00:00+00:00,43.62,44.06,43.44,43.9,2717840,40.0181515834,40.4218193206,39.8530147819,40.2750310526,2717840,0.0,1.0,4865799025.26799,4141799025.26799,19.5605381166,2.0988439032,-0.157817978
54,2018-03-21 00:00:00+00:00,43.76,44.28,43.6,43.61,2436405,40.146591318,40.6236531892,39.9998030499,40.0089773167,2436405,0.0,1.0,4881415986.83464,4157415986.83464,19.6233183857,2.1055802202,-0.1583245006
55,2018-03-22 00:00:00+00:00,41.88,43.67,41.79,43.6,2771395,38.4218291681,40.0640229172,38.3392607674,39.9998030499,2771395,0.0,1.0,4671702502.93955,3947702502.93955,18.7802690583,2.0151211065,-0.1515226254
56,2018-03-23 00:00:00+00:00,43.74,44.38,42.48,42.61,5110830,40.1282427845,40.7153958568,38.9722851734,39.0915506412,5110830,0.0,1.0,4879184992.32511,4155184992.32511,19.6143497758,2.1046178892,-0.1582521402
