,date,quarter,year,statementData.balanceSheet.totalLiabilities,statementData.balanceSheet.totalAssets,statementData.balanceSheet.equity,statementData.balanceSheet.debtCurrent,statementData.balanceSheet.investmentsNonCurrent,statementData.balanceSheet.intangibles,statementData.balanceSheet.taxAssets,statementData.balanceSheet.debt,statementData.balanceSheet.deferredRev,statementData.balanceSheet.assetsNonCurrent,statementData.balanceSheet.assetsCurrent,statementData.balanceSheet.deposits,statementData.balanceSheet.ppeq,statementData.balanceSheet.inventory,statementData.balanceSheet.taxLiabilities,statementData.balanceSheet.retainedEarnings,statementData.balanceSheet.accoci,statementData.balanceSheet.acctRec,statementData.balanceSheet.liabilitiesCurrent,statementData.balanceSheet.investmentsCurrent,statementData.balanceSheet.sharesBasic,statementData.balanceSheet.debtNonCurrent,statementData.balanceSheet.acctPay,statementData.balanceSheet.liabilitiesNonCurrent,statementData.balanceSheet.cashAndEq,statementData.balanceSheet.investments,statementData.cashFlow.freeCashFlow,statementData.cashFlow.ncfx,statementData.cashFlow.ncfi,statementData.cashFlow.payDiv,statementData.cashFlow.issrepayEquity,statementData.cashFlow.ncfo,statementData.cashFlow.sbcomp,statementData.cashFlow.ncf,statementData.cashFlow.issrepayDebt,statementData.cashFlow.capex,statementData.cashFlow.investmentsAcqDisposals,statementData.cashFlow.ncff,statementData.cashFlow.depamor,statementData.cashFlow.businessAcqDisposals,statementData.incomeStatement.shareswaDil,statementData.incomeStatement.netIncComStock,statementData.incomeStatement.grossProfit,statementData.incomeStatement.epsDil,statementData.incomeStatement.revenue,statementData.incomeStatement.netinc,statementData.incomeStatement.netIncDiscOps,statementData.incomeStatement.intexp,statementData.incomeStatement.eps,statementData.incomeStatement.opex,statementData.incomeStatement.rnd,statementData.incomeStatement.ebit,statementData.incomeStatement.shareswa,statementData.incomeStatement.taxExp,statementData.incomeStatement.sga,statementData.incomeStatement.ebt,statementData.incomeStatement.consolidatedIncome,statementData.incomeStatement.costRev,statementData.incomeStatement.nonControllingInterests,statementData.incomeStatement.ebitda,statementData.incomeStatement.prefDVDs,statementData.incomeStatement.opinc,statementData.overview.piotroskiFScore,statementData.overview.revenueQoQ,statementData.overview.profitMargin,statementData.overview.currentRatio,statementData.overview.bookVal,statementData.overview.grossMargin,statementData.overview.rps,statementData.overview.epsQoQ,statementData.overview.longTermDebtEquity,statementData.overview.roe,statementData.overview.bvps,statementData.overview.roa
0,2020-09-30 00:00:00+00:00,1,2021,13422000000.0,17903000000.0,4452000000.0,872000000.0,0.0,3779000000.0,0.0,8094000000.0,0.0,9108000000.0,8795000000.0,0.0,4399000000.0,2204000000.0,0.0,10480000000.0,-594000000.0,1812000000.0,4744000000.0,0.0,360804641.0,7222000000.0,1178000000.0,8678000000.0,4267000000.0,0.0,242000000.0,19000000.0,-242000000.0,-174000000.0,33000000.0,358000000.0,64000000.0,-755000000.0,-749000000.0,-116000000.0,-152000000.0,-890000000.0,156000000.0,26000000.0,367200000.0,523000000.0,2737000000.0,1.42,3562000000.0,523000000.0,0.0,45000000.0,1.44,2032000000.0,0.0,714000000.0,362100000.0,146000000.0,2026000000.0,669000000.0,525000000.0,825000000.0,2000000.0,870000000.0,0.0,705000000.0,3.0,-0.0854942233632863,0.768388545760809,1.85392074198988,4481000000.0,0.768388545760809,9.87237855402198,-0.127272727272727,1.62219227313567,0.141584731058415,12.4194633072915,0.0340075572349411
1,2020-06-30 00:00:00+00:00,4,2020,13819000000.0,17781000000.0,3935000000.0,1597000000.0,0.0,3739000000.0,0.0,8789000000.0,0.0,8889000000.0,8892000000.0,0.0,4337000000.0,2062000000.0,0.0,10134000000.0,-665000000.0,1194000000.0,5179000000.0,0.0,359998626.0,7192000000.0,1177000000.0,8640000000.0,5022000000.0,0.0,180000000.0,16000000.0,-141000000.0,-1000000.0,22000000.0,335000000.0,3000000.0,146000000.0,-67000000.0,-155000000.0,14000000.0,-64000000.0,164000000.0,0.0,366300000.0,-462000000.0,1663000000.0,-1.26,2430000000.0,-462000000.0,0.0,49000000.0,-1.28,2206000000.0,0.0,-559000000.0,360600000.0,-146000000.0,1884000000.0,-608000000.0,-459000000.0,767000000.0,3000000.0,-395000000.0,0.0,-543000000.0,4.0,-0.323119777158774,0.684362139917695,1.71693377099826,3962000000.0,0.684362139917695,6.75002576259833,-3.90909090909091,1.8277001270648,0.157531091662828,11.0055975602529,0.0393601104845207
3,2020-03-31 00:00:00+00:00,3,2020,14005000000.0,18363000000.0,4329000000.0,1898000000.0,0.0,3823000000.0,0.0,8860000000.0,0.0,9130000000.0,9233000000.0,0.0,4538000000.0,2087000000.0,0.0,10595000000.0,-712000000.0,1846000000.0,5681000000.0,0.0,359540246.0,6962000000.0,1162000000.0,8324000000.0,4876000000.0,0.0,513000000.0,-41000000.0,-207000000.0,-172000000.0,7000000.0,690000000.0,71000000.0,1280000000.0,1003000000.0,-177000000.0,-23000000.0,838000000.0,160000000.0,-7000000.0,360200000.0,-6000000.0,2509000000.0,-0.02,3345000000.0,-6000000.0,0.0,42000000.0,-0.02,2400000000.0,0.0,120000000.0,360200000.0,84000000.0,2030000000.0,78000000.0,-4000000.0,836000000.0,2000000.0,280000000.0,0.0,109000000.0,4.0,-0.106570512820513,0.750074738415546,1.62524203485302,4358000000.0,0.750074738415546,9.30354817635631,-1.01307189542484,1.60822360822361,0.292496773107357,12.12103526235,0.0803242560143018
4,2019-12-31 00:00:00+00:00,2,2020,13336000000.0,17937000000.0,4574000000.0,891000000.0,0.0,4262000000.0,0.0,7871000000.0,0.0,9589000000.0,8348000000.0,0.0,4603000000.0,2058000000.0,0.0,10775000000.0,-569000000.0,2225000000.0,4953000000.0,0.0,359813553.0,6980000000.0,1137000000.0,8383000000.0,3596000000.0,0.0,1259000000.0,31000000.0,-1222000000.0,-174000000.0,-484000000.0,1425000000.0,83000000.0,1337000000.0,1769000000.0,-166000000.0,-16000000.0,1103000000.0,144000000.0,-1040000000.0,366700000.0,557000000.0,3583000000.0,1.52,4624000000.0,557000000.0,0.0,38000000.0,1.55,3322000000.0,0.0,845000000.0,360200000.0,250000000.0,2538000000.0,807000000.0,561000000.0,1041000000.0,4000000.0,989000000.0,0.0,261000000.0,5.0,0.154556803995006,0.774870242214533,1.68544316575813,4601000000.0,0.774870242214533,12.8511001362975,-0.0189873417721519,1.52601661565369,0.41243500387211,12.7871781416749,0.125405769069044
5,2019-09-30 00:00:00+00:00,1,2020,10873000000.0,15431000000.0,4530000000.0,866000000.0,0.0,3059000000.0,0.0,6096000000.0,0.0,8409000000.0,7022000000.0,0.0,4534000000.0,2055000000.0,0.0,10393000000.0,-627000000.0,2294000000.0,4590000000.0,0.0,360756333.0,5230000000.0,1071000000.0,6283000000.0,2259000000.0,0.0,-295000000.0,-14000000.0,-128000000.0,-156000000.0,-258000000.0,-170000000.0,56000000.0,-728000000.0,0.0,-125000000.0,-3000000.0,-416000000.0,143000000.0,0.0,368600000.0,595000000.0,2987000000.0,1.61,3895000000.0,595000000.0,0.0,32000000.0,1.65,2208000000.0,0.0,789000000.0,361400000.0,162000000.0,2185000000.0,757000000.0,598000000.0,908000000.0,3000000.0,932000000.0,0.0,779000000.0,3.0,0.10527809307605,0.766880616174583,1.52984749455338,4558000000.0,0.766880616174583,10.7967612587968,0.213235294117647,1.15452538631347,0.422234699606962,12.6345668337858,0.138760748422335
6,2019-06-30 00:00:00+00:00,4,2019,8745000000.0,13156000000.0,4386000000.0,516000000.0,0.0,3071000000.0,0.0,3412000000.0,0.0,5944000000.0,7212000000.0,0.0,2068000000.0,2006000000.0,0.0,9984000000.0,-563000000.0,1831000000.0,4605000000.0,0.0,361872568.0,2896000000.0,1490000000.0,4140000000.0,2987000000.0,0.0,460000000.0,-16000000.0,-301000000.0,-156000000.0,-173000000.0,761000000.0,42000000.0,85000000.0,-4000000.0,-301000000.0,0.0,-359000000.0,153000000.0,0.0,368900000.0,157000000.0,2755000000.0,0.43,3590000000.0,157000000.0,0.0,32000000.0,0.44,2539000000.0,0.0,230000000.0,362000000.0,41000000.0,2422000000.0,198000000.0,158000000.0,835000000.0,1000000.0,383000000.0,0.0,216000000.0,6.0,0.0895295902883155,0.767409470752089,1.56612377850163,4411000000.0,0.767409470752089,9.92061934907428,-0.137254901960784,0.660282717738258,0.403709148479023,12.1893738018849,0.139165009940358
8,2019-03-31 00:00:00+00:00,3,2019,8314000000.0,12931000000.0,4588000000.0,516000000.0,173000000.0,3080000000.0,0.0,3399000000.0,0.0,5771000000.0,7160000000.0,0.0,1891000000.0,1814000000.0,0.0,9984000000.0,-498000000.0,2036000000.0,4231000000.0,0.0,361162511.0,2883000000.0,1068000000.0,4083000000.0,2902000000.0,173000000.0,334000000.0,12000000.0,809000000.0,-156000000.0,-123000000.0,483000000.0,70000000.0,1026000000.0,1000000.0,-149000000.0,958000000.0,-278000000.0,135000000.0,0.0,368300000.0,555000000.0,2925000000.0,1.51,3744000000.0,555000000.0,0.0,32000000.0,1.53,2251000000.0,0.0,757000000.0,361900000.0,170000000.0,2170000000.0,725000000.0,557000000.0,819000000.0,2000000.0,892000000.0,0.0,674000000.0,6.0,0.110979228486647,0.78125,1.69227133065469,4617000000.0,0.78125,10.3665244480483,0.514851485148515,0.628378378378378,0.403380031131866,12.783718850598,0.143068399156102
9,2018-12-31 00:00:00+00:00,2,2019,8343000000.0,12676000000.0,4306000000.0,18000000.0,600000000.0,3144000000.0,0.0,3391000000.0,0.0,6236000000.0,6440000000.0,0.0,1859000000.0,1651000000.0,0.0,9586000000.0,-430000000.0,2000000000.0,3776000000.0,525000000.0,362852542.0,3373000000.0,995000000.0,4567000000.0,1876000000.0,1125000000.0,1228000000.0,1000000.0,-66000000.0,-156000000.0,-570000000.0,1392000000.0,73000000.0,433000000.0,-166000000.0,-164000000.0,98000000.0,-894000000.0,137000000.0,0.0,369900000.0,573000000.0,3095000000.0,1.55,4005000000.0,573000000.0,0.0,35000000.0,1.58,2324000000.0,0.0,779000000.0,363300000.0,171000000.0,2257000000.0,744000000.0,577000000.0,910000000.0,4000000.0,916000000.0,0.0,771000000.0,6.0,0.0697115384615385,0.772784019975031,1.70550847457627,4333000000.0,0.772784019975031,11.0375415256151,3.78787878787879,0.783325592196935,0.360223068853183,11.9414899951287,0.129039914553582
10,2018-09-30 00:00:00+00:00,1,2019,8113000000.0,12543000000.0,4406000000.0,183000000.0,661000000.0,3193000000.0,0.0,3544000000.0,0.0,6294000000.0,6249000000.0,0.0,1838000000.0,1681000000.0,0.0,9170000000.0,-409000000.0,2214000000.0,3563000000.0,550000000.0,367194210.0,3361000000.0,913000000.0,4550000000.0,1443000000.0,1211000000.0,-247000000.0,-8000000.0,31000000.0,-141000000.0,-497000000.0,-119000000.0,58000000.0,-738000000.0,-3000000.0,-128000000.0,159000000.0,-642000000.0,132000000.0,0.0,374400000.0,500000000.0,2701000000.0,1.34,3524000000.0,500000000.0,0.0,34000000.0,1.36,2049000000.0,0.0,665000000.0,366800000.0,131000000.0,2008000000.0,631000000.0,502000000.0,823000000.0,2000000.0,797000000.0,0.0,652000000.0,3.0,0.076359193646915,0.766458569807037,1.75385910749369,4430000000.0,0.766458569807037,9.59710121790864,0.172413793103448,0.762823422605538,0.257158410451824,12.0644603846014,0.093570494790635
11,2018-06-30 00:00:00+00:00,4,2018,7857000000.0,12567000000.0,4688000000.0,183000000.0,843000000.0,3202000000.0,0.0,3544000000.0,0.0,6399000000.0,6168000000.0,0.0,1823000000.0,1618000000.0,0.0,9040000000.0,-434000000.0,1487000000.0,3310000000.0,534000000.0,367038912.0,3361000000.0,1182000000.0,4547000000.0,2181000000.0,1377000000.0,381000000.0,-37000000.0,-214000000.0,-139000000.0,-58000000.0,642000000.0,40000000.0,41000000.0,-115000000.0,-261000000.0,47000000.0,-350000000.0,142000000.0,0.0,375700000.0,186000000.0,2598000000.0,0.5,3295000000.0,186000000.0,0.0,32000000.0,0.51,2320000000.0,0.0,291000000.0,367100000.0,73000000.0,2287000000.0,259000000.0,188000000.0,697000000.0,2000000.0,433000000.0,0.0,278000000.0,6.0,0.138562543192813,0.788467374810319,1.86344410876133,4710000000.0,0.788467374810319,8.97724980178668,-0.17741935483871,0.716936860068259,0.237068734955871,12.8324268790335,0.0883836873068102
