,date,quarter,year,statementData.balanceSheet.totalAssets,statementData.balanceSheet.totalLiabilities,statementData.balanceSheet.equity,statementData.balanceSheet.acctRec,statementData.balanceSheet.assetsNonCurrent,statementData.balanceSheet.debtCurrent,statementData.balanceSheet.investmentsCurrent,statementData.balanceSheet.assetsCurrent,statementData.balanceSheet.liabilitiesNonCurrent,statementData.balanceSheet.inventory,statementData.balanceSheet.retainedEarnings,statementData.balanceSheet.taxAssets,statementData.balanceSheet.ppeq,statementData.balanceSheet.debtNonCurrent,statementData.balanceSheet.investments,statementData.balanceSheet.taxLiabilities,statementData.balanceSheet.acctPay,statementData.balanceSheet.cashAndEq,statementData.balanceSheet.deferredRev,statementData.balanceSheet.sharesBasic,statementData.balanceSheet.investmentsNonCurrent,statementData.balanceSheet.intangibles,statementData.balanceSheet.accoci,statementData.balanceSheet.liabilitiesCurrent,statementData.balanceSheet.debt,statementData.balanceSheet.deposits,statementData.cashFlow.sbcomp,statementData.cashFlow.issrepayDebt,statementData.cashFlow.issrepayEquity,statementData.cashFlow.ncff,statementData.cashFlow.ncf,statementData.cashFlow.capex,statementData.cashFlow.investmentsAcqDisposals,statementData.cashFlow.businessAcqDisposals,statementData.cashFlow.ncfo,statementData.cashFlow.ncfi,statementData.cashFlow.freeCashFlow,statementData.cashFlow.depamor,statementData.cashFlow.ncfx,statementData.cashFlow.payDiv,statementData.incomeStatement.opinc,statementData.incomeStatement.eps,statementData.incomeStatement.netIncDiscOps,statementData.incomeStatement.sga,statementData.incomeStatement.netinc,statementData.incomeStatement.ebit,statementData.incomeStatement.revenue,statementData.incomeStatement.shareswa,statementData.incomeStatement.epsDil,statementData.incomeStatement.intexp,statementData.incomeStatement.netIncComStock,statementData.incomeStatement.nonControllingInterests,statementData.incomeStatement.ebitda,statementData.incomeStatement.rnd,statementData.incomeStatement.prefDVDs,statementData.incomeStatement.costRev,statementData.incomeStatement.consolidatedIncome,statementData.incomeStatement.grossProfit,statementData.incomeStatement.shareswaDil,statementData.incomeStatement.opex,statementData.incomeStatement.taxExp,statementData.incomeStatement.ebt,statementData.overview.piotroskiFScore,statementData.overview.revenueQoQ,statementData.overview.profitMargin,statementData.overview.currentRatio,statementData.overview.bookVal,statementData.overview.grossMargin,statementData.overview.rps,statementData.overview.epsQoQ,statementData.overview.longTermDebtEquity,statementData.overview.roe,statementData.overview.bvps,statementData.overview.roa
0,2020-08-31 00:00:00+00:00,3,2020,10860700000.0,6914700000.0,3932700000.0,496500000.0,9101100000.0,431500000.0,0.0,1759600000.0,4961200000.0,942100000.0,2391000000.0,0.0,960900000.0,3737500000.0,0.0,704400000.0,902800000.0,221000000.0,0.0,266445450.0,0.0,7417400000.0,-429900000.0,1953500000.0,4169000000.0,0.0,10700000.0,-120400000.0,2200000.0,-202200000.0,36000000.0,-58500000.0,0.0,0.0,271200000.0,-58100000.0,212700000.0,42400000.0,25100000.0,-82500000.0,273000000.0,0.775,0.0,317200000.0,196500000.0,276900000.0,1430300000.0,266600000.0,0.765,33500000.0,196500000.0,0.0,319300000.0,0.0,0.0,840000000.0,196500000.0,590300000.0,269600000.0,317300000.0,46900000.0,243400000.0,6.0,0.0760607884441769,0.412710620149619,0.900742257486563,3946000000.0,0.412710620149619,5.36807815633557,0.0689655172413794,0.95036488926183,0.196919533611631,14.8097856428023,0.0679299891701702
1,2020-05-31 00:00:00+00:00,2,2020,10576100000.0,6913800000.0,3649900000.0,494300000.0,8960400000.0,173400000.0,0.0,1615700000.0,5331500000.0,831300000.0,2288700000.0,0.0,927000000.0,4113600000.0,0.0,701300000.0,857200000.0,185000000.0,0.0,265807782.0,0.0,7318300000.0,-577700000.0,1582300000.0,4287000000.0,0.0,20700000.0,-167000000.0,18100000.0,-237600000.0,14200000.0,-48600000.0,0.0,0.0,310700000.0,-46900000.0,262100000.0,39600000.0,-12000000.0,-82500000.0,257400000.0,0.735,0.0,319200000.0,185700000.0,260500000.0,1401100000.0,266200000.0,0.73,34400000.0,185700000.0,0.0,300100000.0,0.0,0.0,821600000.0,185700000.0,579500000.0,268600000.0,322100000.0,40400000.0,226100000.0,5.0,0.0761963284430447,0.413603597173649,1.02110851292422,3662300000.0,0.413603597173649,5.27110225839814,0.300884955752212,1.12704457656374,0.199367066203176,13.7780014281147,0.0673750296081673
2,2020-02-29 00:00:00+00:00,1,2020,10491700000.0,6917100000.0,3561900000.0,409900000.0,8967300000.0,813900000.0,0.0,1524400000.0,4844700000.0,835600000.0,2179900000.0,0.0,936000000.0,3627900000.0,0.0,699400000.0,789400000.0,170800000.0,0.0,265827428.0,0.0,7337000000.0,-519500000.0,2072400000.0,4441800000.0,0.0,6400000.0,104700000.0,-12200000.0,7100000.0,15400000.0,-38500000.0,0.0,0.0,44800000.0,-38300000.0,6300000.0,41900000.0,1800000.0,-82400000.0,194200000.0,0.545,0.0,274700000.0,134300000.0,199700000.0,1212000000.0,266000000.0,0.54,35300000.0,134300000.0,0.0,241600000.0,0.0,0.0,742100000.0,134300000.0,469900000.0,268600000.0,275700000.0,30100000.0,164400000.0,4.0,-0.0158343483556638,0.387706270627063,0.735572283342984,3574600000.0,0.387706270627063,4.55934893219521,-0.0267857142857143,1.01852943653668,0.190152899456149,13.4470698787335,0.0635075319913644
3,2019-11-30 00:00:00+00:00,4,2019,10362100000.0,6905400000.0,3444200000.0,502900000.0,8811900000.0,698400000.0,0.0,1550200000.0,4751000000.0,801200000.0,2055800000.0,0.0,952600000.0,3625800000.0,0.0,697600000.0,846900000.0,155400000.0,0.0,265823746.0,0.0,7352200000.0,-500200000.0,2154400000.0,4324200000.0,0.0,6600000.0,-316500000.0,-11900000.0,-406600000.0,-7500000.0,-66600000.0,0.0,0.0,452200000.0,-66500000.0,385600000.0,40800000.0,13400000.0,-75800000.0,299200000.0,0.805,0.0,326900000.0,201700000.0,306600000.0,1484800000.0,265823746.0,0.795,38500000.0,201700000.0,0.0,347400000.0,0.0,0.0,854800000.0,201700000.0,630000000.0,268600000.0,330800000.0,66400000.0,268100000.0,6.0,0.0115130458478099,0.424299568965517,0.719550686966209,3456700000.0,0.424299568965517,5.58565599327609,-0.0122699386503067,1.05272632251321,0.194435467285601,13.00372917023,0.0642638137339868
5,2019-08-31 00:00:00+00:00,3,2019,10366000000.0,6885400000.0,3468700000.0,494600000.0,8776600000.0,802900000.0,0.0,1589400000.0,4855000000.0,846900000.0,2019800000.0,0.0,910000000.0,3843100000.0,0.0,701200000.0,783100000.0,162900000.0,0.0,265052382.0,0.0,7346800000.0,-428300000.0,2030400000.0,4646000000.0,0.0,7800000.0,-42200000.0,19500000.0,-98500000.0,23500000.0,-53000000.0,0.0,0.0,180400000.0,-50500000.0,127400000.0,39000000.0,-7900000.0,-75600000.0,253500000.0,0.725,0.0,278700000.0,182300000.0,260400000.0,1329200000.0,265600000.0,0.715,41300000.0,182300000.0,0.0,299400000.0,0.0,0.0,789300000.0,182300000.0,539900000.0,268400000.0,286400000.0,36800000.0,219100000.0,4.0,0.00834471248672441,0.406184170929883,0.782801418439716,3480600000.0,0.406184170929883,5.01485778007458,0.0984848484848484,1.10793669097933,0.198838211595398,13.1317438980797,0.0645654343222917
6,2019-05-31 00:00:00+00:00,2,2019,10236700000.0,6854100000.0,3370900000.0,429000000.0,8763600000.0,693200000.0,0.0,1473100000.0,4994000000.0,816500000.0,1918600000.0,0.0,917400000.0,3977500000.0,0.0,706400000.0,706600000.0,139400000.0,0.0,264015282.0,0.0,7371500000.0,-382700000.0,1860100000.0,4670700000.0,0.0,16100000.0,-70800000.0,12000000.0,-141300000.0,37100000.0,-28700000.0,0.0,0.0,210600000.0,-28700000.0,181900000.0,38700000.0,-3500000.0,-75500000.0,208100000.0,0.565,0.0,293300000.0,139900000.0,214400000.0,1301900000.0,264600000.0,0.56,42400000.0,139900000.0,0.0,253100000.0,0.0,0.0,793400000.0,139900000.0,508500000.0,267800000.0,300400000.0,32100000.0,172000000.0,5.0,0.00046107738415424,0.390582994085567,0.791946669533896,3382600000.0,0.390582994085567,4.93115394736885,0.202127659574468,1.17995194161797,0.199001909925451,12.8121371398494,0.0630259274616454
7,2019-02-28 00:00:00+00:00,1,2019,10227900000.0,6885200000.0,3331000000.0,435700000.0,8799900000.0,689200000.0,0.0,1428000000.0,5056100000.0,807300000.0,1877900000.0,0.0,934600000.0,4034000000.0,0.0,704400000.0,673800000.0,102300000.0,0.0,264296522.0,0.0,7407700000.0,-327400000.0,1829100000.0,4723200000.0,0.0,6700000.0,22800000.0,-23800000.0,-79400000.0,5700000.0,-25400000.0,0.0,0.0,103600000.0,-25300000.0,78200000.0,40300000.0,6800000.0,-75300000.0,196900000.0,0.56,0.0,267900000.0,137900000.0,203000000.0,1231500000.0,264400000.0,0.555,43000000.0,137900000.0,0.0,243300000.0,0.0,0.0,764600000.0,137900000.0,466900000.0,267600000.0,270000000.0,22100000.0,160000000.0,4.0,0.0132466677636991,0.379131140885099,0.780711825487945,3342700000.0,0.379131140885099,4.65953918228254,-0.652173913043478,1.21104773341339,0.196614562753868,12.6475368449987,0.0604674562109167
8,2018-11-30 00:00:00+00:00,4,2018,10256400000.0,7074200000.0,3170900000.0,518100000.0,8776500000.0,643500000.0,0.0,1479900000.0,5072500000.0,786300000.0,1760200000.0,0.0,941500000.0,4052900000.0,0.0,706500000.0,710000000.0,96600000.0,0.0,263330390.0,0.0,7401200000.0,-359900000.0,2001700000.0,4696400000.0,0.0,4000000.0,-289900000.0,13800000.0,-358400000.0,23600000.0,-56500000.0,0.0,0.0,432200000.0,-45100000.0,375700000.0,39100000.0,-5100000.0,-68500000.0,291500000.0,0.815,0.0,310700000.0,203100000.0,302800000.0,1467900000.0,263330390.0,0.795,43900000.0,203100000.0,0.0,341900000.0,0.0,0.0,862900000.0,203100000.0,605000000.0,267600000.0,313500000.0,55800000.0,258900000.0,6.0,0.0582510273231922,0.412153416445262,0.739321576659839,3182200000.0,0.412153416445262,5.57436610335784,0.18978102189781,1.27815446718597,0.289973861692859,12.084438867842,0.087071112273868
10,2018-08-31 00:00:00+00:00,3,2018,10278000000.0,7166000000.0,3112000000.0,511700000.0,8803800000.0,715300000.0,0.0,1474200000.0,5310900000.0,806300000.0,1723700000.0,0.0,961000000.0,4269800000.0,407700000.0,667700000.0,646300000.0,73000000.0,0.0,262534026.0,407700000.0,7435100000.0,-354100000.0,1855100000.0,4985100000.0,0.0,5500000.0,-168700000.0,12600000.0,-231100000.0,-129600000.0,-52700000.0,0.0,0.0,154100000.0,-50200000.0,101400000.0,37500000.0,-2400000.0,-68400000.0,229900000.0,0.66,0.0,283700000.0,165100000.0,234700000.0,1318200000.0,263200000.0,0.65,44700000.0,165100000.0,0.0,272200000.0,0.0,0.0,795700000.0,165100000.0,522500000.0,266400000.0,292600000.0,24900000.0,190000000.0,5.0,0.112217347283159,0.396373843119405,0.794674141555711,3112000000.0,0.396373843119405,5.02106344112515,0.534883720930233,1.37204370179949,0.291939367221676,11.853701584571,0.0831574524397135
11,2018-05-31 00:00:00+00:00,2,2018,10383800000.0,7343500000.0,3040300000.0,473900000.0,8819600000.0,699000000.0,0.0,1564200000.0,5496800000.0,797600000.0,1631600000.0,0.0,947700000.0,4456200000.0,401600000.0,659900000.0,624100000.0,202600000.0,0.0,262512652.0,401600000.0,7470300000.0,-308400000.0,1846700000.0,5155200000.0,0.0,11800000.0,-118100000.0,-10600000.0,-200800000.0,23000000.0,-28600000.0,0.0,0.0,255400000.0,-28000000.0,226800000.0,37500000.0,-3600000.0,-68300000.0,188600000.0,0.47,0.0,300600000.0,115900000.0,193200000.0,1301300000.0,262800000.0,0.465,44200000.0,115900000.0,0.0,230700000.0,0.0,0.0,795900000.0,115900000.0,505400000.0,265800000.0,316800000.0,33100000.0,149000000.0,7.0,0.16781836130306,0.388380849919311,0.847024421941842,3040300000.0,0.388380849919311,4.95709441082482,0.175,1.46571062066243,0.283786072800863,11.5815370300705,0.0766771931599473
