,date,quarter,year,statementData.balanceSheet.totalAssets,statementData.balanceSheet.taxAssets,statementData.balanceSheet.assetsCurrent,statementData.balanceSheet.investmentsNonCurrent,statementData.balanceSheet.deferredRev,statementData.balanceSheet.acctRec,statementData.balanceSheet.investments,statementData.balanceSheet.totalLiabilities,statementData.balanceSheet.retainedEarnings,statementData.balanceSheet.liabilitiesNonCurrent,statementData.balanceSheet.taxLiabilities,statementData.balanceSheet.cashAndEq,statementData.balanceSheet.assetsNonCurrent,statementData.balanceSheet.debt,statementData.balanceSheet.intangibles,statementData.balanceSheet.accoci,statementData.balanceSheet.ppeq,statementData.balanceSheet.inventory,statementData.balanceSheet.investmentsCurrent,statementData.balanceSheet.acctPay,statementData.balanceSheet.liabilitiesCurrent,statementData.balanceSheet.sharesBasic,statementData.balanceSheet.deposits,statementData.balanceSheet.debtNonCurrent,statementData.balanceSheet.equity,statementData.balanceSheet.debtCurrent,statementData.cashFlow.capex,statementData.cashFlow.ncfi,statementData.cashFlow.freeCashFlow,statementData.cashFlow.ncff,statementData.cashFlow.ncfo,statementData.cashFlow.investmentsAcqDisposals,statementData.cashFlow.issrepayDebt,statementData.cashFlow.payDiv,statementData.cashFlow.sbcomp,statementData.cashFlow.businessAcqDisposals,statementData.cashFlow.ncf,statementData.cashFlow.issrepayEquity,statementData.cashFlow.ncfx,statementData.cashFlow.depamor,statementData.incomeStatement.opinc,statementData.incomeStatement.netIncComStock,statementData.incomeStatement.shareswa,statementData.incomeStatement.shareswaDil,statementData.incomeStatement.intexp,statementData.incomeStatement.rnd,statementData.incomeStatement.netinc,statementData.incomeStatement.grossProfit,statementData.incomeStatement.eps,statementData.incomeStatement.prefDVDs,statementData.incomeStatement.ebit,statementData.incomeStatement.netIncDiscOps,statementData.incomeStatement.taxExp,statementData.incomeStatement.opex,statementData.incomeStatement.nonControllingInterests,statementData.incomeStatement.consolidatedIncome,statementData.incomeStatement.revenue,statementData.incomeStatement.epsDil,statementData.incomeStatement.ebitda,statementData.incomeStatement.ebt,statementData.incomeStatement.sga,statementData.incomeStatement.costRev,statementData.overview.roa,statementData.overview.revenueQoQ,statementData.overview.bookVal,statementData.overview.currentRatio,statementData.overview.epsQoQ,statementData.overview.grossMargin,statementData.overview.rps,statementData.overview.longTermDebtEquity,statementData.overview.profitMargin,statementData.overview.bvps,statementData.overview.piotroskiFScore,statementData.overview.roe
0,2020-10-25 00:00:00+00:00,4,2020,22353000000.0,2223000000.0,13369000000.0,1538000000.0,1321000000.0,2963000000.0,1925000000.0,11775000000.0,27209000000.0,7316000000.0,1206000000.0,5351000000.0,8984000000.0,5448000000.0,3619000000.0,-299000000.0,1604000000.0,3904000000.0,387000000.0,3138000000.0,4459000000.0,913282764.0,0.0,5448000000.0,10578000000.0,0.0,-162000000.0,-141000000.0,1153000000.0,-173000000.0,1315000000.0,21000000.0,0.0,-200000000.0,73000000.0,0.0,1001000000.0,33000000.0,0.0,97000000.0,1283000000.0,1131000000.0,916000000.0,920000000.0,59000000.0,560000000.0,1131000000.0,2130000000.0,1.24,0.0,1302000000.0,0.0,112000000.0,847000000.0,0.0,1131000000.0,4688000000.0,1.23,1399000000.0,1243000000.0,287000000.0,2558000000.0,0.170093765421944,0.248801278636122,10578000000.0,2.9982058757569,0.631578947368421,0.454351535836177,5.13313092592208,0.515031196823596,0.454351535836177,11.582393117407,9.0,0.382649150167852
2,2020-07-26 00:00:00+00:00,3,2020,21171000000.0,2224000000.0,12248000000.0,1538000000.0,1390000000.0,2806000000.0,1944000000.0,11602000000.0,26278000000.0,7317000000.0,1237000000.0,4350000000.0,8923000000.0,5447000000.0,3631000000.0,-277000000.0,1530000000.0,3952000000.0,406000000.0,2895000000.0,4285000000.0,916479293.0,0.0,5447000000.0,9569000000.0,0.0,-87000000.0,8000000.0,780000000.0,-1806000000.0,867000000.0,175000000.0,-1401000000.0,-202000000.0,70000000.0,-80000000.0,-931000000.0,-200000000.0,0.0,94000000.0,1108000000.0,841000000.0,915000000.0,922000000.0,61000000.0,572000000.0,841000000.0,1955000000.0,0.92,0.0,1101000000.0,0.0,199000000.0,847000000.0,0.0,841000000.0,4395000000.0,0.91,1195000000.0,1040000000.0,275000000.0,2440000000.0,0.155838438680803,0.23385738349242,9569000000.0,2.8583430571762,0.508196721311476,0.444823663253697,4.79552569661822,0.569233984742397,0.444823663253697,10.4410433198953,9.0,0.359319931203654
3,2020-04-26 00:00:00+00:00,2,2020,21815000000.0,2310000000.0,12735000000.0,1678000000.0,1334000000.0,2625000000.0,2101000000.0,12791000000.0,25638000000.0,8026000000.0,1238000000.0,5281000000.0,9080000000.0,6815000000.0,3558000000.0,-315000000.0,1534000000.0,3725000000.0,423000000.0,2831000000.0,4765000000.0,918305114.0,0.0,6215000000.0,9024000000.0,600000000.0,-71000000.0,165000000.0,564000000.0,1172000000.0,635000000.0,263000000.0,1498000000.0,-193000000.0,71000000.0,-27000000.0,1972000000.0,-123000000.0,0.0,91000000.0,932000000.0,755000000.0,917000000.0,923000000.0,61000000.0,550000000.0,755000000.0,1749000000.0,0.82,0.0,939000000.0,0.0,123000000.0,817000000.0,0.0,755000000.0,3957000000.0,0.82,1030000000.0,878000000.0,267000000.0,2208000000.0,0.14688141441362,0.118112461147217,9024000000.0,2.67261280167891,0.154929577464789,0.442001516300227,4.30902533338173,0.688718971631206,0.442001516300227,9.82679924398199,7.0,0.342917622155583
4,2020-01-26 00:00:00+00:00,1,2020,19767000000.0,2189000000.0,10769000000.0,1713000000.0,1400000000.0,2679000000.0,2249000000.0,11107000000.0,25085000000.0,6538000000.0,1298000000.0,3424000000.0,8998000000.0,5314000000.0,3541000000.0,-188000000.0,1555000000.0,3472000000.0,536000000.0,2569000000.0,4569000000.0,915304098.0,0.0,4714000000.0,8660000000.0,600000000.0,-102000000.0,-162000000.0,885000000.0,-530000000.0,987000000.0,-60000000.0,0.0,-192000000.0,93000000.0,0.0,295000000.0,-185000000.0,0.0,94000000.0,1042000000.0,892000000.0,916000000.0,927000000.0,59000000.0,552000000.0,892000000.0,1858000000.0,0.97,0.0,1064000000.0,0.0,113000000.0,816000000.0,0.0,892000000.0,4162000000.0,0.96,1158000000.0,1005000000.0,264000000.0,2304000000.0,0.148066674523052,0.108979483080202,8660000000.0,2.35697089078573,0.197530864197531,0.446419990389236,4.54712265474856,0.544341801385681,0.446419990389236,9.46133642242253,9.0,0.340694766653611
5,2019-10-27 00:00:00+00:00,4,2019,19024000000.0,2031000000.0,10206000000.0,1703000000.0,1336000000.0,2533000000.0,2192000000.0,10810000000.0,24386000000.0,6363000000.0,1275000000.0,3129000000.0,8818000000.0,5313000000.0,3555000000.0,-180000000.0,1529000000.0,3474000000.0,489000000.0,2511000000.0,4447000000.0,923753756.0,0.0,4713000000.0,8214000000.0,600000000.0,-97000000.0,-86000000.0,729000000.0,-625000000.0,826000000.0,11000000.0,0.0,-194000000.0,66000000.0,0.0,115000000.0,-428000000.0,0.0,92000000.0,864000000.0,698000000.0,919000000.0,930000000.0,59000000.0,515000000.0,698000000.0,1634000000.0,0.76,0.0,899000000.0,0.0,142000000.0,770000000.0,0.0,698000000.0,3754000000.0,0.75,991000000.0,840000000.0,255000000.0,2120000000.0,0.143314884940285,-0.00133014099494544,8214000000.0,2.29503035754441,-0.0256410256410257,0.435269046350559,4.063853570951,0.573776479181885,0.435269046350559,8.89198008305581,5.0,0.330604764813684
7,2019-07-28 00:00:00+00:00,3,2019,18805000000.0,2031000000.0,10042000000.0,1650000000.0,1430000000.0,2373000000.0,2197000000.0,10689000000.0,23880000000.0,6904000000.0,1253000000.0,3014000000.0,8763000000.0,5312000000.0,3569000000.0,-137000000.0,1513000000.0,3539000000.0,547000000.0,2355000000.0,3785000000.0,936104929.0,0.0,5312000000.0,8116000000.0,0.0,-93000000.0,-162000000.0,694000000.0,-727000000.0,787000000.0,-64000000.0,0.0,-196000000.0,67000000.0,-5000000.0,-102000000.0,-528000000.0,0.0,89000000.0,802000000.0,571000000.0,929000000.0,937000000.0,58000000.0,515000000.0,571000000.0,1557000000.0,0.61,0.0,840000000.0,0.0,211000000.0,755000000.0,0.0,571000000.0,3562000000.0,0.61,929000000.0,782000000.0,240000000.0,2005000000.0,0.149187293451136,-0.144161460836136,8116000000.0,2.65310435931308,-0.401960784313726,0.437113980909601,3.80512898677409,0.654509610645638,0.437113980909601,8.66996823600744,5.0,0.352554907398553
8,2019-04-28 00:00:00+00:00,2,2019,18775000000.0,2026000000.0,10062000000.0,1609000000.0,1393000000.0,2264000000.0,2116000000.0,10574000000.0,23502000000.0,6969000000.0,1326000000.0,3116000000.0,8713000000.0,5311000000.0,3584000000.0,-138000000.0,1494000000.0,3677000000.0,507000000.0,2212000000.0,3605000000.0,949392609.0,0.0,5311000000.0,8201000000.0,0.0,-118000000.0,-129000000.0,682000000.0,-747000000.0,800000000.0,12000000.0,0.0,-189000000.0,65000000.0,-23000000.0,-76000000.0,-552000000.0,0.0,94000000.0,776000000.0,666000000.0,942000000.0,948000000.0,60000000.0,508000000.0,666000000.0,1530000000.0,0.71,0.0,819000000.0,0.0,93000000.0,754000000.0,0.0,666000000.0,3539000000.0,0.7,913000000.0,759000000.0,246000000.0,2009000000.0,0.175378689576988,-0.227123826162918,8201000000.0,2.79112343966713,-0.336448598130841,0.432325515682396,3.72764646201285,0.647603950737715,0.432325515682396,8.63815446029031,7.0,0.42686170212766
9,2019-01-27 00:00:00+00:00,1,2019,18922000000.0,2026000000.0,10285000000.0,1588000000.0,1356000000.0,2444000000.0,2108000000.0,10713000000.0,23032000000.0,6937000000.0,1303000000.0,3192000000.0,8637000000.0,5310000000.0,3567000000.0,-154000000.0,1456000000.0,3703000000.0,520000000.0,2420000000.0,3776000000.0,958606093.0,0.0,5310000000.0,8209000000.0,0.0,-133000000.0,-66000000.0,701000000.0,-1016000000.0,834000000.0,67000000.0,0.0,-192000000.0,65000000.0,0.0,-248000000.0,-750000000.0,0.0,88000000.0,908000000.0,771000000.0,957000000.0,965000000.0,60000000.0,516000000.0,771000000.0,1665000000.0,0.81,0.0,948000000.0,0.0,117000000.0,757000000.0,0.0,771000000.0,3753000000.0,0.8,1036000000.0,888000000.0,241000000.0,2088000000.0,0.199846440715148,-0.107491082045184,8209000000.0,2.72378177966102,4.0625,0.443645083932854,3.91505961354243,0.64685101717627,0.443645083932854,8.56347571744466,9.0,0.503993637841015
10,2018-10-28 00:00:00+00:00,4,2018,17633000000.0,473000000.0,10604000000.0,1568000000.0,1201000000.0,2323000000.0,2158000000.0,10788000000.0,20880000000.0,6866000000.0,1254000000.0,3440000000.0,7029000000.0,5309000000.0,3581000000.0,-125000000.0,1407000000.0,3721000000.0,590000000.0,2721000000.0,3922000000.0,982990521.0,0.0,5309000000.0,6845000000.0,0.0,-165000000.0,-129000000.0,912000000.0,-882000000.0,1077000000.0,37000000.0,0.0,-195000000.0,65000000.0,-1000000.0,66000000.0,-683000000.0,0.0,120000000.0,891000000.0,757000000.0,974000000.0,987000000.0,60000000.0,519000000.0,757000000.0,1657000000.0,0.78,0.0,935000000.0,0.0,118000000.0,766000000.0,0.0,757000000.0,3759000000.0,0.76,1055000000.0,875000000.0,247000000.0,2102000000.0,0.164936140179432,-0.0898305084745763,6845000000.0,2.70372259051504,-0.22,0.440808725724927,3.82404501334963,0.775602629656684,0.440808725724927,6.96344456408039,4.0,0.415908001916627
12,2018-07-29 00:00:00+00:00,3,2018,17883000000.0,429000000.0,10889000000.0,1613000000.0,1581000000.0,2882000000.0,2223000000.0,11058000000.0,20191000000.0,6736000000.0,1148000000.0,3374000000.0,6994000000.0,5308000000.0,3631000000.0,-77000000.0,1321000000.0,3681000000.0,610000000.0,2741000000.0,4322000000.0,1008047762.0,0.0,5308000000.0,6825000000.0,0.0,-133000000.0,-674000000.0,500000000.0,-1455000000.0,633000000.0,-541000000.0,0.0,-199000000.0,64000000.0,0.0,-1496000000.0,-1250000000.0,0.0,110000000.0,1093000000.0,1016000000.0,994000000.0,1005000000.0,59000000.0,505000000.0,1016000000.0,1864000000.0,1.02,0.0,1136000000.0,0.0,61000000.0,771000000.0,0.0,1016000000.0,4162000000.0,1.01,1246000000.0,1077000000.0,266000000.0,2298000000.0,0.177464452778183,0.111645299145299,6825000000.0,2.51943544655252,0.186046511627907,0.447861604997597,4.12877262059732,0.777728937728938,0.447861604997597,6.77051252656816,3.0,0.42216758085871
